date,DKS_Open,DKS_High,DKS_Low,DKS_Close,DKS_Volume,DKS_Dividends,DKS_Stock Splits
2002-10-16 00:00:00+00:00,3.059999942779541,3.369999885559082,3.039999961853028,2.449469327926636,16535600,0.0,
2002-10-17 00:00:00+00:00,3.619999885559082,3.680000066757202,3.5,2.6802706718444824,1792800,0.0,
2002-10-18 00:00:00+00:00,3.619999885559082,3.75,3.619999885559082,2.7845027446746826,1322800,0.0,
2002-10-21 00:00:00+00:00,3.740000009536743,3.740000009536743,3.5199999809265137,2.710050582885742,947200,0.0,
2002-10-22 00:00:00+00:00,3.619999885559082,3.619999885559082,3.5199999809265137,2.6951606273651123,415600,0.0,
2002-10-23 00:00:00+00:00,3.5999999046325684,3.7899999618530273,3.5999999046325684,2.8068385124206543,708000,0.0,
2002-10-24 00:00:00+00:00,3.890000104904175,4.199999809265137,3.869999885559082,3.037639617919922,1720400,0.0,
2002-10-25 00:00:00+00:00,4.059999942779541,4.099999904632568,3.930000066757202,3.0078585147857666,410000,0.0,
2002-10-28 00:00:00+00:00,4.0,4.079999923706055,4.0,3.022749185562134,204800,0.0,
2002-10-29 00:00:00+00:00,4.079999923706055,4.079999923706055,4.0,2.978078365325928,416000,0.0,
2002-10-30 00:00:00+00:00,4.019999980926514,4.099999904632568,4.0,3.0078585147857666,272800,0.0,
2002-10-31 00:00:00+00:00,4.079999923706055,4.139999866485596,4.039999961853027,3.052529573440552,430400,0.0,
2002-11-01 00:00:00+00:00,4.105000019073486,4.114999771118164,3.912499904632568,2.957603931427002,1243600,0.0,
2002-11-04 00:00:00+00:00,3.997499942779541,4.03000020980835,3.947499990463257,2.9818005561828613,240400,0.0,
2002-11-05 00:00:00+00:00,4.025000095367432,4.045000076293945,4.002500057220459,2.991107225418091,28800,0.0,
2002-11-06 00:00:00+00:00,4.050000190734863,4.184999942779541,4.039999961853027,3.106506824493408,454400,0.0,
2002-11-07 00:00:00+00:00,4.247499942779541,4.275000095367432,4.162499904632568,3.160484790802002,258000,0.0,
