date,AMGN_Open,AMGN_High,AMGN_Low,AMGN_Close,AMGN_Volume,AMGN_Dividends,AMGN_Stock Splits
1983-06-17 00:00:00+00:00,0.0,0.3489579856395721,0.34375,0.2453702092170715,42936000,0.0,
1983-06-20 00:00:00+00:00,0.0,0.3072920143604278,0.3020829856395721,0.2156282067298889,7329600,0.0,
1983-06-21 00:00:00+00:00,0.0,0.3125,0.3020829856395721,0.2156282067298889,2280000,0.0,
1983-06-22 00:00:00+00:00,0.0,0.3177079856395721,0.3125,0.2230639010667801,5937600,0.0,
1983-06-23 00:00:00+00:00,0.0,0.3177079856395721,0.3125,0.2230639010667801,1272000,0.0,
1983-06-24 00:00:00+00:00,0.0,0.3125,0.3072920143604278,0.2193463444709777,1574400,0.0,
1983-06-27 00:00:00+00:00,0.0,0.28125,0.2708329856395721,0.1933217197656631,5884800,0.0,
1983-06-28 00:00:00+00:00,0.0,0.2760420143604278,0.2708329856395721,0.1933217197656631,4987200,0.0,
1983-06-29 00:00:00+00:00,0.0,0.2708329856395721,0.265625,0.1896043270826339,1056000,0.0,
1983-06-30 00:00:00+00:00,0.0,0.2786459922790527,0.2708329856395721,0.1933217197656631,2164800,0.0,
1983-07-01 00:00:00+00:00,0.0,0.2760420143604278,0.2708329856395721,0.1933217197656631,350400,0.0,
1983-07-05 00:00:00+00:00,0.0,0.2708329856395721,0.2604170143604278,0.185886800289154,576000,0.0,
1983-07-06 00:00:00+00:00,0.0,0.265625,0.2604170143604278,0.185886800289154,638400,0.0,
1983-07-07 00:00:00+00:00,0.0,0.2708329856395721,0.265625,0.1896043270826339,1046400,0.0,
1983-07-08 00:00:00+00:00,0.0,0.2708329856395721,0.2604170143604278,0.185886800289154,681600,0.0,
1983-07-11 00:00:00+00:00,0.0,0.2708329856395721,0.265625,0.1896043270826339,729600,0.0,
1983-07-12 00:00:00+00:00,0.0,0.2760420143604278,0.265625,0.1896043270826339,777600,0.0,
1983-07-13 00:00:00+00:00,0.0,0.2864579856395721,0.2760420143604278,0.1970400363206863,4420800,0.0,
1983-07-14 00:00:00+00:00,0.0,0.2864579856395721,0.2786459922790527,0.1988987028598785,777600,0.0,
1983-07-15 00:00:00+00:00,0.0,0.2864579856395721,0.2786459922790527,0.1988987028598785,897600,0.0,
1983-07-18 00:00:00+00:00,0.0,0.28125,0.2760420143604278,0.1970400363206863,456000,0.0,
1983-07-19 00:00:00+00:00,0.0,0.28125,0.2708329856395721,0.1933217197656631,417600,0.0,
1983-07-20 00:00:00+00:00,0.0,0.2734380066394806,0.2682290077209472,0.1914629936218261,484800,0.0,
1983-07-21 00:00:00+00:00,0.0,0.265625,0.2552079856395721,0.1821685284376144,1156800,0.0,
1983-07-22 00:00:00+00:00,0.0,0.2552079856395721,0.2526040077209472,0.1803098022937774,3038400,0.0,
1983-07-25 00:00:00+00:00,0.0,0.2578130066394806,0.2526040077209472,0.1803098022937774,1401600,0.0,
1983-07-26 00:00:00+00:00,0.0,0.2578130066394806,0.2526040077209472,0.1803098022937774,2697600,0.0,
1983-07-27 00:00:00+00:00,0.0,0.25,0.2421880066394806,0.1728748679161071,566400,0.0,
1983-07-28 00:00:00+00:00,0.2421880066394806,0.2421880066394806,0.2421880066394806,0.1728748679161071,0,0.0,
1983-07-29 00:00:00+00:00,0.0,0.25,0.2395830005407333,0.1710153669118881,734400,0.0,
1983-08-01 00:00:00+00:00,0.0,0.2395830005407333,0.234375,0.1672978997230529,710400,0.0,
1983-08-02 00:00:00+00:00,0.0,0.2395830005407333,0.2317710071802139,0.1654391884803772,225600,0.0,
1983-08-03 00:00:00+00:00,0.0,0.2395830005407333,0.2317710071802139,0.1654391884803772,105600,0.0,
1983-08-04 00:00:00+00:00,0.0,0.234375,0.2239580005407333,0.1598621904850006,360000,0.0,
1983-08-05 00:00:00+00:00,0.0,0.2265630066394806,0.21875,0.156144693493843,417600,0.0,
1983-08-08 00:00:00+00:00,0.0,0.21875,0.2135419994592666,0.1524271667003631,292800,0.0,
1983-08-09 00:00:00+00:00,0.0,0.2135419994592666,0.205728992819786,0.1468502432107925,849600,0.0,
1983-08-10 00:00:00+00:00,0.0,0.2135419994592666,0.205728992819786,0.1468502432107925,700800,0.0,
1983-08-11 00:00:00+00:00,0.0,0.2135419994592666,0.205728992819786,0.1468502432107925,124800,0.0,
1983-08-12 00:00:00+00:00,0.0,0.2109380066394806,0.205728992819786,0.1468502432107925,201600,0.0,
1983-08-15 00:00:00+00:00,0.0,0.2109380066394806,0.203125,0.1449915170669555,585600,0.0,
1983-08-16 00:00:00+00:00,0.0,0.2109380066394806,0.203125,0.1449915170669555,235200,0.0,
1983-08-17 00:00:00+00:00,0.0,0.2109380066394806,0.203125,0.1449915170669555,153600,0.0,
1983-08-18 00:00:00+00:00,0.0,0.1979169994592666,0.190103992819786,0.135697066783905,715200,0.0,
1983-08-19 00:00:00+00:00,0.0,0.1953130066394806,0.1875,0.133838340640068,744000,0.0,
1983-08-22 00:00:00+00:00,0.0,0.174478992819786,0.1666669994592666,0.1189675852656364,508800,0.0,
1983-08-23 00:00:00+00:00,0.0,0.171875,0.1666669994592666,0.1189675852656364,523200,0.0,
1983-08-24 00:00:00+00:00,0.0,0.171875,0.1666669994592666,0.1189675852656364,700800,0.0,
1983-08-25 00:00:00+00:00,0.0,0.171875,0.1640630066394806,0.1171088963747024,331200,0.0,
1983-08-26 00:00:00+00:00,0.0,0.171875,0.1666669994592666,0.1189675852656364,643200,0.0,
1983-08-29 00:00:00+00:00,0.0,0.171875,0.1666669994592666,0.1189675852656364,398400,0.0,
1983-08-30 00:00:00+00:00,0.0,0.171875,0.1666669994592666,0.1189675852656364,230400,0.0,
1983-08-31 00:00:00+00:00,0.0,0.1796880066394806,0.174478992819786,0.1245438382029533,1300800,0.0,
1983-09-01 00:00:00+00:00,0.0,0.1927080005407333,0.1848960071802139,0.1319795697927475,2064000,0.0,
1983-09-02 00:00:00+00:00,0.0,0.203125,0.1979169994592666,0.141274020075798,1252800,0.0,
1983-09-06 00:00:00+00:00,0.0,0.205728992819786,0.2005210071802139,0.1431328058242797,868800,0.0,
1983-09-07 00:00:00+00:00,0.0,0.205728992819786,0.2005210071802139,0.1431328058242797,590400,0.0,
1983-09-08 00:00:00+00:00,0.0,0.2083330005407333,0.203125,0.1449915170669555,566400,0.0,
1983-09-09 00:00:00+00:00,0.0,0.2083330005407333,0.203125,0.1449915170669555,331200,0.0,
1983-09-12 00:00:00+00:00,0.0,0.2135419994592666,0.205728992819786,0.1468502432107925,1516800,0.0,
1983-09-13 00:00:00+00:00,0.0,0.2109380066394806,0.205728992819786,0.1468502432107925,105600,0.0,
1983-09-14 00:00:00+00:00,0.0,0.2109380066394806,0.203125,0.1449915170669555,465600,0.0,
1983-09-15 00:00:00+00:00,0.0,0.1927080005407333,0.1875,0.133838340640068,1867200,0.0,
1983-09-16 00:00:00+00:00,0.0,0.1666669994592666,0.1614580005407333,0.1152494326233863,1680000,0.0,
1983-09-19 00:00:00+00:00,0.0,0.1666669994592666,0.1640630066394806,0.1171088963747024,648000,0.0,
1983-09-20 00:00:00+00:00,0.0,0.171875,0.1692710071802139,0.1208263710141182,1252800,0.0,
1983-09-21 00:00:00+00:00,0.0,0.174478992819786,0.1692710071802139,0.1208263710141182,2169600,0.0,
1983-09-22 00:00:00+00:00,0.0,0.1770830005407333,0.171875,0.1226851046085357,3772800,0.0,
1983-09-23 00:00:00+00:00,0.0,0.1822919994592666,0.1770830005407333,0.126402661204338,6825600,0.0,
1983-09-26 00:00:00+00:00,0.0,0.1848960071802139,0.1796880066394806,0.1282620728015899,518400,0.0,
1983-09-27 00:00:00+00:00,0.0,0.1848960071802139,0.1770830005407333,0.126402661204338,1881600,0.0,
