date,LSTR_Open,LSTR_High,LSTR_Low,LSTR_Close,LSTR_Volume,LSTR_Dividends,LSTR_Stock Splits
1993-03-05 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,18987200,0.0,
1993-03-08 00:00:00+00:00,1.65625,1.71875,1.625,1.3434011936187744,6596000,0.0,
1993-03-09 00:00:00+00:00,1.625,1.6875,1.625,1.3306068181991575,2745600,0.0,
1993-03-10 00:00:00+00:00,1.625,1.6875,1.625,1.3306068181991575,1514400,0.0,
1993-03-11 00:00:00+00:00,1.625,1.65625,1.625,1.3434011936187744,5412000,0.0,
1993-03-12 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,2330400,0.0,
1993-03-15 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,252800,0.0,
1993-03-16 00:00:00+00:00,1.625,1.65625,1.625,1.3434011936187744,1011200,0.0,
1993-03-17 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,643200,0.0,
1993-03-18 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,800000,0.0,
1993-03-19 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,3207200,0.0,
1993-03-22 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,238400,0.0,
1993-03-23 00:00:00+00:00,1.625,1.65625,1.625,1.356195092201233,4865600,0.0,
1993-03-24 00:00:00+00:00,1.65625,1.75,1.625,1.356195092201233,1416000,0.0,
1993-03-25 00:00:00+00:00,1.65625,1.71875,1.625,1.356195092201233,1510400,0.0,
1993-03-26 00:00:00+00:00,1.6875,1.6875,1.625,1.3306068181991575,633600,0.0,
1993-03-29 00:00:00+00:00,1.65625,1.65625,1.625,1.3306068181991575,162400,0.0,
1993-03-30 00:00:00+00:00,1.625,1.65625,1.625,1.3306068181991575,204800,0.0,
1993-03-31 00:00:00+00:00,1.65625,1.71875,1.625,1.3817837238311768,2607200,0.0,
1993-04-01 00:00:00+00:00,1.6875,1.71875,1.625,1.356195092201233,389600,0.0,
1993-04-02 00:00:00+00:00,1.65625,1.6875,1.625,1.3306068181991575,704800,0.0,
1993-04-05 00:00:00+00:00,1.625,1.640625,1.625,1.3306068181991575,734400,0.0,
1993-04-06 00:00:00+00:00,1.6875,1.6875,1.59375,1.3306068181991575,608000,0.0,
1993-04-07 00:00:00+00:00,1.59375,1.65625,1.59375,1.3050183057785034,331200,0.0,
