date,XHS_Open,XHS_High,XHS_Low,XHS_Close,XHS_Volume,XHS_Dividends,XHS_Stock Splits
2011-09-29 00:00:00+00:00,25.5,25.5,24.75,22.1932315826416,16000,0.0,
2011-09-30 00:00:00+00:00,25.20499992370605,25.20499992370605,25.20499992370605,22.601224899291992,5000,0.0,
2011-10-03 00:00:00+00:00,25.20499992370605,25.20499992370605,25.20499992370605,22.601224899291992,0,0.0,
2011-10-04 00:00:00+00:00,22.71999931335449,23.354999542236328,22.71999931335449,20.942333221435547,2200,0.0,
2011-10-05 00:00:00+00:00,23.95499992370605,24.049999237060547,23.95499992370605,21.56553840637207,2800,0.0,
2011-10-06 00:00:00+00:00,24.440000534057617,24.44499969482422,24.405000686645508,21.88387489318848,5400,0.0,
2011-10-07 00:00:00+00:00,24.524999618530277,24.524999618530277,24.45499992370605,21.92870140075684,600,0.0,
2011-10-10 00:00:00+00:00,25.07999992370605,25.07999992370605,25.07999992370605,22.489137649536133,200,0.0,
2011-10-11 00:00:00+00:00,25.21999931335449,25.290000915527344,25.21999931335449,22.677446365356445,2800,0.0,
2011-10-12 00:00:00+00:00,25.290000915527344,25.290000915527344,25.290000915527344,22.677446365356445,0,0.0,
2011-10-13 00:00:00+00:00,25.290000915527344,25.290000915527344,25.290000915527344,22.677446365356445,0,0.0,
2011-10-14 00:00:00+00:00,25.290000915527344,25.290000915527344,25.290000915527344,22.677446365356445,0,0.0,
2011-10-17 00:00:00+00:00,25.290000915527344,25.290000915527344,25.290000915527344,22.677446365356445,0,0.0,
2011-10-18 00:00:00+00:00,25.78499984741211,26.165000915527344,25.78499984741211,23.462055206298828,3000,0.0,
2011-10-19 00:00:00+00:00,26.165000915527344,26.165000915527344,26.165000915527344,23.462055206298828,0,0.0,
2011-10-20 00:00:00+00:00,26.165000915527344,26.165000915527344,26.165000915527344,23.462055206298828,0,0.0,
2011-10-21 00:00:00+00:00,26.165000915527344,26.165000915527344,26.165000915527344,23.462055206298828,0,0.0,
2011-10-24 00:00:00+00:00,27.56999969482422,27.6299991607666,27.56999969482422,24.77570915222168,800,0.0,
2011-10-25 00:00:00+00:00,27.6299991607666,27.6299991607666,27.6299991607666,24.77570915222168,0,0.0,
2011-10-26 00:00:00+00:00,27.71500015258789,27.920000076293945,27.51000022888184,24.8698673248291,91200,0.0,
2011-10-27 00:00:00+00:00,27.98500061035156,28.32999992370605,27.90999984741211,25.40340232849121,2200,0.0,
