date,HNNA_Open,HNNA_High,HNNA_Low,HNNA_Close,HNNA_Volume,HNNA_Dividends,HNNA_Stock Splits
2005-03-09 00:00:00+00:00,6.118518829345703,6.118518829345703,6.118518829345703,3.3055405616760254,1688,0.0,
2005-03-10 00:00:00+00:00,6.118518829345703,6.118518829345703,6.118518829345703,3.3055405616760254,0,0.0,
2005-03-11 00:00:00+00:00,6.118518829345703,6.118518829345703,6.118518829345703,3.3055405616760254,0,0.0,
2005-03-14 00:00:00+00:00,6.118518829345703,6.118518829345703,6.118518829345703,3.3055405616760254,0,0.0,
2005-03-15 00:00:00+00:00,6.370369911193848,6.370369911193848,6.370369911193848,3.4416041374206543,1013,0.0,
2005-03-16 00:00:00+00:00,6.370369911193848,6.370369911193848,6.370369911193848,3.4416041374206543,0,0.0,
2005-03-17 00:00:00+00:00,6.370369911193848,6.370369911193848,6.370369911193848,3.4416041374206543,0,0.0,
2005-03-18 00:00:00+00:00,6.518518924713135,6.518518924713135,6.074073791503906,3.2815279960632324,7088,0.0,
2005-03-21 00:00:00+00:00,6.074073791503906,6.074073791503906,6.074073791503906,3.2815279960632324,0,0.0,
2005-03-22 00:00:00+00:00,6.074073791503906,6.074073791503906,6.074073791503906,3.2815279960632324,0,0.0,
2005-03-23 00:00:00+00:00,6.074073791503906,6.074073791503906,6.074073791503906,3.2815279960632324,0,0.0,
2005-03-24 00:00:00+00:00,6.814815044403076,7.02222204208374,6.740740776062012,3.7937674522399902,21600,0.0,
2005-03-28 00:00:00+00:00,7.111111164093018,7.111111164093018,6.97777795791626,3.801770687103272,1350,0.0,
2005-03-29 00:00:00+00:00,7.037036895751953,7.037036895751953,7.037036895751953,3.801770687103272,0,0.0,
2005-03-30 00:00:00+00:00,7.037036895751953,7.037036895751953,7.037036895751953,3.801770687103272,0,0.0,
2005-03-31 00:00:00+00:00,7.185184955596924,7.185184955596924,7.185184955596924,3.8818066120147705,1013,0.0,
2005-04-01 00:00:00+00:00,7.185184955596924,7.185184955596924,7.185184955596924,3.8818066120147705,338,0.0,
2005-04-04 00:00:00+00:00,7.185184955596924,7.185184955596924,7.185184955596924,3.8818066120147705,0,0.0,
2005-04-05 00:00:00+00:00,7.259259223937988,8.0,7.259259223937988,4.322013378143311,3375,0.0,
2005-04-06 00:00:00+00:00,8.148147583007812,8.148147583007812,8.148147583007812,4.402050018310547,1688,0.0,
2005-04-07 00:00:00+00:00,8.118518829345703,8.118518829345703,8.118518829345703,4.386042594909668,338,0.0,
2005-04-08 00:00:00+00:00,8.296296119689941,8.296296119689941,8.296296119689941,4.482088565826416,1013,0.0,
2005-04-11 00:00:00+00:00,8.88888931274414,8.88888931274414,8.814814567565918,4.762218952178955,1350,0.0,
2005-04-12 00:00:00+00:00,8.296296119689941,8.296296119689941,8.0,4.419658660888672,3038,0.0,
2005-04-13 00:00:00+00:00,8.180741310119629,8.180741310119629,8.180741310119629,4.419658660888672,0,0.0,
2005-04-14 00:00:00+00:00,8.180741310119629,8.180741310119629,8.180741310119629,4.419658660888672,0,0.0,
