date,YPF_Open,YPF_High,YPF_Low,YPF_Close,YPF_Volume,YPF_Dividends,YPF_Stock Splits
1993-06-29 00:00:00+00:00,21.25,22.125,21.125,5.692514419555664,34346800,0.0,
1993-06-30 00:00:00+00:00,22.0,23.0,21.625,5.659987449645996,9060600,0.0,
1993-07-01 00:00:00+00:00,21.375,21.625,21.0,5.529873371124268,4273100,0.0,
1993-07-02 00:00:00+00:00,21.125,21.25,20.75,5.497342586517334,2504500,0.0,
1993-07-06 00:00:00+00:00,20.875,21.0,20.625,5.3997578620910645,2030400,0.0,
1993-07-07 00:00:00+00:00,20.875,21.0,20.625,5.432285308837891,2447800,0.0,
1993-07-08 00:00:00+00:00,20.875,21.0,20.625,5.3997578620910645,1115800,0.0,
1993-07-09 00:00:00+00:00,20.75,20.75,20.25,5.2696452140808105,1615700,0.0,
1993-07-12 00:00:00+00:00,20.25,20.625,20.25,5.302170753479004,2075000,0.0,
1993-07-13 00:00:00+00:00,20.375,20.5,20.25,5.334700107574463,1914700,0.0,
1993-07-14 00:00:00+00:00,20.5,20.5,19.875,5.2696452140808105,3669300,0.0,
1993-07-15 00:00:00+00:00,20.125,20.375,19.875,5.172058582305908,2585400,0.0,
1993-07-16 00:00:00+00:00,19.875,20.125,19.125,5.074470520019531,2213200,0.0,
1993-07-19 00:00:00+00:00,19.25,19.375,18.875,4.944355487823486,2702800,0.0,
1993-07-20 00:00:00+00:00,19.25,19.625,19.25,5.074470520019531,1508100,0.0,
1993-07-21 00:00:00+00:00,19.5,19.625,19.375,5.074470520019531,936000,0.0,
1993-07-22 00:00:00+00:00,19.5,19.625,19.375,5.10699987411499,813800,0.0,
1993-07-23 00:00:00+00:00,19.625,19.75,19.5,5.10699987411499,720300,0.0,
1993-07-26 00:00:00+00:00,20.0,20.125,19.875,5.204585075378418,1553700,0.0,
1993-07-27 00:00:00+00:00,20.125,20.375,20.0,5.302170753479004,1567100,0.0,
1993-07-28 00:00:00+00:00,20.5,20.75,20.375,5.367228031158447,1318200,0.0,
1993-07-29 00:00:00+00:00,20.625,20.75,20.5,5.367228031158447,611000,0.0,
1993-07-30 00:00:00+00:00,20.625,20.625,20.25,5.2696452140808105,988600,0.0,
1993-08-02 00:00:00+00:00,20.375,20.625,20.375,5.334700107574463,1671000,0.0,
1993-08-03 00:00:00+00:00,20.5,20.625,20.125,5.302170753479004,971500,0.0,
1993-08-04 00:00:00+00:00,20.25,20.5,20.125,5.237113952636719,969800,0.0,
1993-08-05 00:00:00+00:00,20.375,20.375,20.0,5.204585075378418,825000,0.0,
1993-08-06 00:00:00+00:00,20.0,20.125,19.625,5.172058582305908,1318700,0.0,
1993-08-09 00:00:00+00:00,20.0,20.5,20.0,5.2696452140808105,3171200,0.0,
1993-08-10 00:00:00+00:00,20.5,20.75,20.375,5.302170753479004,2129700,0.0,
1993-08-11 00:00:00+00:00,20.5,20.625,20.5,5.367228031158447,1326200,0.0,
1993-08-12 00:00:00+00:00,20.625,21.0,20.5,5.432285308837891,1160100,0.0,
1993-08-13 00:00:00+00:00,21.0,21.625,21.0,5.627457618713379,1763600,0.0,
1993-08-16 00:00:00+00:00,21.625,22.125,21.5,5.725044250488281,1182400,0.0,
1993-08-17 00:00:00+00:00,21.875,22.875,21.875,5.9527435302734375,1699800,0.0,
1993-08-18 00:00:00+00:00,22.875,23.25,22.5,5.887688636779785,2246300,0.0,
1993-08-19 00:00:00+00:00,22.75,22.75,21.875,5.725044250488281,1280300,0.0,
1993-08-20 00:00:00+00:00,21.875,22.625,21.75,5.887688636779785,732500,0.0,
1993-08-23 00:00:00+00:00,22.625,22.625,22.375,5.887688636779785,443600,0.0,
1993-08-24 00:00:00+00:00,22.625,23.0,22.125,5.985275268554688,650900,0.0,
1993-08-25 00:00:00+00:00,23.25,23.75,23.25,6.05033016204834,2541300,0.0,
1993-08-26 00:00:00+00:00,23.375,24.0,23.25,6.245505332946777,1243500,0.0,
1993-08-27 00:00:00+00:00,23.875,24.0,23.375,6.147915840148926,675900,0.0,
1993-08-30 00:00:00+00:00,23.25,23.875,23.25,6.212973117828369,714300,0.0,
1993-08-31 00:00:00+00:00,23.875,24.125,23.75,6.212973117828369,1217300,0.0,
1993-09-01 00:00:00+00:00,23.875,24.125,23.75,6.278031826019287,927600,0.0,
1993-09-02 00:00:00+00:00,24.125,24.375,24.0,6.245505332946777,877600,0.0,
1993-09-03 00:00:00+00:00,24.125,24.25,24.0,6.278031826019287,436600,0.0,
1993-09-07 00:00:00+00:00,24.125,24.375,22.5,5.887688636779785,1908300,0.0,
1993-09-08 00:00:00+00:00,23.875,23.875,23.125,6.115387439727783,2786100,0.0,
1993-09-09 00:00:00+00:00,23.5,23.625,23.25,6.05033016204834,1387400,0.0,
1993-09-10 00:00:00+00:00,23.25,23.625,23.125,6.115387439727783,975100,0.0,
1993-09-13 00:00:00+00:00,23.375,23.5,23.125,6.082859039306641,702400,0.0,
1993-09-14 00:00:00+00:00,23.25,23.625,23.125,6.115387439727783,1052900,0.0,
1993-09-15 00:00:00+00:00,23.5,23.75,23.375,6.147915840148926,792200,0.0,
1993-09-16 00:00:00+00:00,23.625,24.0,23.625,6.147915840148926,1019200,0.0,
1993-09-17 00:00:00+00:00,23.75,23.875,23.5,6.115387439727783,1710800,0.0,
1993-09-20 00:00:00+00:00,24.0,24.0,23.5,6.147915840148926,1300700,0.0,
1993-09-21 00:00:00+00:00,23.625,23.75,23.125,6.082859039306641,1145900,0.0,
1993-09-22 00:00:00+00:00,23.625,23.75,23.375,6.115387439727783,796200,0.0,
1993-09-23 00:00:00+00:00,23.625,23.75,23.5,6.115387439727783,618400,0.0,
1993-09-24 00:00:00+00:00,23.625,23.75,23.125,6.05033016204834,739500,0.0,
1993-09-27 00:00:00+00:00,23.375,23.75,23.375,6.180443286895752,1277300,0.0,
1993-09-28 00:00:00+00:00,23.875,24.25,23.75,6.245505332946777,1681400,0.0,
1993-09-29 00:00:00+00:00,24.25,24.5,24.125,6.343088626861572,1816400,0.0,
1993-09-30 00:00:00+00:00,24.875,25.5,24.875,6.603318691253662,2969300,0.0,
1993-10-01 00:00:00+00:00,25.5,25.75,25.375,6.668375492095947,1467900,0.0,
1993-10-04 00:00:00+00:00,25.875,26.125,25.875,6.765960693359375,1464700,0.0,
1993-10-05 00:00:00+00:00,26.0,26.375,25.875,6.831018447875977,1526000,0.0,
1993-10-06 00:00:00+00:00,26.25,26.25,25.75,6.70090389251709,1291400,0.0,
1993-10-07 00:00:00+00:00,25.875,26.25,25.75,6.831018447875977,660600,0.0,
1993-10-08 00:00:00+00:00,26.25,27.25,26.25,7.09124755859375,1284800,0.0,
1993-10-11 00:00:00+00:00,27.5,27.625,27.125,7.09124755859375,838700,0.0,
1993-10-12 00:00:00+00:00,27.25,27.375,26.75,7.123777389526367,905100,0.0,
1993-10-13 00:00:00+00:00,27.375,27.625,26.875,6.993662357330322,1331000,0.0,
1993-10-14 00:00:00+00:00,26.875,27.375,26.0,6.863546848297119,2963700,0.0,
1993-10-15 00:00:00+00:00,27.0,27.125,26.75,6.993662357330322,1246600,0.0,
1993-10-18 00:00:00+00:00,27.0,28.0,26.875,7.221362113952637,1358200,0.0,
1993-10-19 00:00:00+00:00,27.75,28.125,27.375,7.221362113952637,1712100,0.0,
1993-10-20 00:00:00+00:00,27.5,28.125,27.5,7.2737860679626465,1585400,0.2,
1993-10-21 00:00:00+00:00,27.75,28.375,27.5,7.37208080291748,1996700,0.0,
1993-10-22 00:00:00+00:00,28.25,29.0,28.125,7.535905361175537,1718600,0.0,
1993-10-25 00:00:00+00:00,28.5,28.625,27.5,7.2737860679626465,1139200,0.0,
1993-10-26 00:00:00+00:00,27.25,27.875,27.25,7.2737860679626465,1395200,0.0,
1993-10-27 00:00:00+00:00,27.75,28.125,27.375,7.208257675170898,939700,0.0,
1993-10-28 00:00:00+00:00,27.75,28.0,27.75,7.3065505027771,919900,0.0,
1993-10-29 00:00:00+00:00,26.875,27.5,26.625,7.142725944519043,2195800,0.0,
1993-11-01 00:00:00+00:00,27.0,27.375,26.75,7.04443359375,834900,0.0,
1993-11-02 00:00:00+00:00,26.75,26.875,26.375,6.946138381958008,900700,0.0,
1993-11-03 00:00:00+00:00,25.75,26.125,25.5,6.716782569885254,2046100,0.0,
1993-11-04 00:00:00+00:00,25.625,26.625,25.5,6.716782569885254,1142800,0.0,
1993-11-05 00:00:00+00:00,25.0,25.5,24.375,6.684018135070801,2011000,0.0,
1993-11-08 00:00:00+00:00,25.25,25.875,24.625,6.782314777374268,1113400,0.0,
1993-11-09 00:00:00+00:00,26.0,26.375,25.5,6.749547004699707,1366500,0.0,
1993-11-10 00:00:00+00:00,25.75,27.125,25.75,7.011668205261231,1430400,0.0,
1993-11-11 00:00:00+00:00,26.875,27.25,26.5,7.011668205261231,1232200,0.0,
1993-11-12 00:00:00+00:00,26.625,27.375,26.625,7.109961986541748,1278800,0.0,
1993-11-15 00:00:00+00:00,27.0,27.375,27.0,7.109961986541748,1036700,0.0,
1993-11-16 00:00:00+00:00,27.25,27.5,26.5,6.978903293609619,1279900,0.0,
1993-11-17 00:00:00+00:00,26.625,27.0,26.125,7.04443359375,1276900,0.0,
1993-11-18 00:00:00+00:00,27.0,27.25,26.75,7.04443359375,1175400,0.0,
1993-11-19 00:00:00+00:00,26.625,26.875,26.5,7.04443359375,599700,0.0,
1993-11-22 00:00:00+00:00,26.625,26.625,26.375,6.946138381958008,735700,0.0,
1993-11-23 00:00:00+00:00,26.5,26.625,26.125,6.880610942840576,807600,0.0,
1993-11-24 00:00:00+00:00,26.125,26.375,25.625,6.815079212188721,880500,0.0,
1993-11-26 00:00:00+00:00,25.375,25.875,25.125,6.782314777374268,599000,0.0,
1993-11-29 00:00:00+00:00,24.875,25.125,24.25,6.454668521881104,3935300,0.0,
1993-11-30 00:00:00+00:00,24.75,25.0,24.5,6.487430095672607,2273600,0.0,
1993-12-01 00:00:00+00:00,24.875,25.375,24.875,6.552962303161621,868900,0.0,
1993-12-02 00:00:00+00:00,25.125,25.125,24.625,6.487430095672607,1420400,0.0,
1993-12-03 00:00:00+00:00,24.625,24.75,24.0,6.389134407043457,1273000,0.0,
1993-12-06 00:00:00+00:00,24.25,25.0,24.25,6.520193576812744,1206300,0.0,
1993-12-07 00:00:00+00:00,25.0,25.25,24.875,6.585723400115967,1270600,0.0,
1993-12-08 00:00:00+00:00,25.125,25.375,25.125,6.6512556076049805,832400,0.0,
1993-12-09 00:00:00+00:00,25.375,25.75,25.25,6.684018135070801,574100,0.0,
1993-12-10 00:00:00+00:00,25.75,25.75,25.375,6.6512556076049805,640900,0.0,
1993-12-13 00:00:00+00:00,25.5,25.5,25.25,6.6512556076049805,923600,0.0,
1993-12-14 00:00:00+00:00,25.25,25.375,24.875,6.552962303161621,837000,0.0,
1993-12-15 00:00:00+00:00,24.875,24.875,24.25,6.389134407043457,2142000,0.0,
1993-12-16 00:00:00+00:00,24.375,24.5,23.5,6.290842056274414,1225200,0.0,
1993-12-17 00:00:00+00:00,24.25,24.625,23.875,6.389134407043457,1147300,0.0,
