date,JBK_Open,JBK_High,JBK_Low,JBK_Close,JBK_Volume,JBK_Dividends,JBK_Stock Splits
2004-04-05 00:00:00+00:00,24.75,24.75,24.399999618530277,7.238853454589844,9400,0.0,
2004-04-06 00:00:00+00:00,24.399999618530277,24.399999618530277,24.399999618530277,7.238853454589844,0,0.0,
2004-04-07 00:00:00+00:00,24.299999237060547,25.0,24.299999237060547,7.416858196258545,2200,0.0,
2004-04-08 00:00:00+00:00,24.75,24.75,24.75,7.342691898345947,4000,0.0,
2004-04-12 00:00:00+00:00,24.100000381469727,24.100000381469727,24.100000381469727,7.149851322174072,500,0.0,
2004-04-13 00:00:00+00:00,24.020000457763672,24.450000762939453,24.0,7.253685474395752,9200,0.0,
2004-04-14 00:00:00+00:00,24.200000762939453,24.600000381469727,24.100000381469727,7.298187255859375,31200,0.0,
2004-04-15 00:00:00+00:00,24.600000381469727,24.600000381469727,24.600000381469727,7.298187255859375,0,0.0,
2004-04-16 00:00:00+00:00,24.600000381469727,24.600000381469727,24.600000381469727,7.298187255859375,0,0.0,
2004-04-19 00:00:00+00:00,24.25,24.25,24.25,7.194351673126221,100,0.0,
2004-04-20 00:00:00+00:00,24.25,24.25,24.25,7.194351673126221,0,0.0,
2004-04-21 00:00:00+00:00,24.25,24.25,24.25,7.194351673126221,0,0.0,
2004-04-22 00:00:00+00:00,24.25,24.25,24.25,7.194351673126221,0,0.0,
2004-04-23 00:00:00+00:00,24.25,24.25,24.25,7.194351673126221,0,0.0,
2004-04-26 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,100,0.0,
2004-04-27 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-04-28 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-04-29 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-04-30 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-05-03 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,2000,0.0,
2004-05-04 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-05-05 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-05-06 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-05-07 00:00:00+00:00,24.5,24.5,24.5,7.268521785736084,0,0.0,
2004-05-10 00:00:00+00:00,24.3799991607666,24.3799991607666,24.25,7.194351673126221,50200,0.0,
2004-05-11 00:00:00+00:00,24.25,24.25,24.25,7.194351673126221,0,0.0,
2004-05-12 00:00:00+00:00,24.11000061035156,24.11000061035156,24.11000061035156,7.195248126983643,0,0.143,
2004-05-13 00:00:00+00:00,24.11000061035156,24.11000061035156,24.11000061035156,7.195248126983643,0,0.0,
2004-05-14 00:00:00+00:00,24.11000061035156,24.11000061035156,24.11000061035156,7.195248126983643,0,0.0,
2004-05-17 00:00:00+00:00,24.25,24.25,24.25,7.237029075622559,100,0.0,
2004-05-18 00:00:00+00:00,24.0,24.5,24.0,7.31163740158081,116000,0.0,
2004-05-19 00:00:00+00:00,24.5,24.5,24.5,7.31163740158081,0,0.0,
2004-05-20 00:00:00+00:00,24.5,24.5,24.5,7.31163740158081,0,0.0,
