date,WABC_Open,WABC_High,WABC_Low,WABC_Close,WABC_Volume,WABC_Dividends,WABC_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.416666984558105,2.25,0.8716188073158264,7200,0.0,
1980-03-18 00:00:00+00:00,0.0,2.416666984558105,2.25,0.8716188073158264,3000,0.0,
1980-03-19 00:00:00+00:00,0.0,2.416666984558105,2.25,0.8716188073158264,6000,0.0,
1980-03-20 00:00:00+00:00,0.0,2.416666984558105,2.25,0.8716188073158264,6600,0.0,
1980-03-21 00:00:00+00:00,0.0,2.375,2.2083330154418945,0.8554777503013611,7200,0.0,
1980-03-24 00:00:00+00:00,0.0,2.375,2.2083330154418945,0.8554777503013611,9000,0.0,
1980-03-25 00:00:00+00:00,2.2083330154418945,2.2083330154418945,2.2083330154418945,0.8554777503013611,0,0.0,
1980-03-26 00:00:00+00:00,0.0,2.3333330154418945,2.166666984558105,0.8393365740776062,1800,0.0,
1980-03-27 00:00:00+00:00,0.0,2.3333330154418945,2.166666984558105,0.8393365740776062,2400,0.0,
1980-03-28 00:00:00+00:00,0.0,2.3333330154418945,2.166666984558105,0.8393365740776062,1800,0.0,
1980-03-31 00:00:00+00:00,2.166666984558105,2.166666984558105,2.166666984558105,0.8393365740776062,0,0.0,
1980-04-01 00:00:00+00:00,0.0,2.3333330154418945,2.166666984558105,0.8393365740776062,8400,0.0,
1980-04-02 00:00:00+00:00,0.0,2.3333330154418945,2.166666984558105,0.8393365740776062,6600,0.0,
1980-04-03 00:00:00+00:00,0.0,2.375,2.2083330154418945,0.8554777503013611,7200,0.0,
1980-04-07 00:00:00+00:00,0.0,2.416666984558105,2.25,0.8716188073158264,1800,0.0,
1980-04-08 00:00:00+00:00,0.0,2.416666984558105,2.25,0.8716188073158264,3600,0.0,
1980-04-09 00:00:00+00:00,0.0,2.416666984558105,2.25,0.8716188073158264,4200,0.0,
1980-04-10 00:00:00+00:00,0.0,2.4583330154418945,2.291666984558105,0.887760579586029,4800,0.0,
1980-04-11 00:00:00+00:00,0.0,2.5,2.3333330154418945,0.903900980949402,7800,0.0,
1980-04-14 00:00:00+00:00,0.0,2.541666984558105,2.375,0.9200426936149596,3600,0.0,
1980-04-15 00:00:00+00:00,0.0,2.541666984558105,2.375,0.9200426936149596,2400,0.0,
1980-04-16 00:00:00+00:00,0.0,2.541666984558105,2.375,0.9200426936149596,1200,0.0,
1980-04-17 00:00:00+00:00,0.0,2.5833330154418945,2.416666984558105,0.9361841082572936,2400,0.0,
1980-04-18 00:00:00+00:00,0.0,2.666666984558105,2.5,0.9684658050537108,6000,0.0,
1980-04-21 00:00:00+00:00,2.5,2.5,2.5,0.9684658050537108,0,0.0,
1980-04-22 00:00:00+00:00,0.0,2.7083330154418945,2.541666984558105,0.9846065044403076,4200,0.0,
1980-04-23 00:00:00+00:00,0.0,2.75,2.5833330154418945,1.000747799873352,7800,0.0,
1980-04-24 00:00:00+00:00,0.0,2.75,2.5833330154418945,1.000747799873352,9000,0.0,
