date,BELFA_Open,BELFA_High,BELFA_Low,BELFA_Close,BELFA_Volume,BELFA_Dividends,BELFA_Stock Splits
1983-12-06 00:00:00+00:00,0.0,3.3125,3.25,2.556957244873047,343200,0.0,
1983-12-07 00:00:00+00:00,0.0,3.375,3.25,2.556957244873047,100400,0.0,
1983-12-08 00:00:00+00:00,0.0,3.375,3.25,2.556957244873047,90000,0.0,
1983-12-09 00:00:00+00:00,0.0,3.375,3.25,2.556957244873047,40000,0.0,
1983-12-12 00:00:00+00:00,0.0,3.5625,3.375,2.655302047729492,28800,0.0,
1983-12-13 00:00:00+00:00,0.0,3.5,3.375,2.655302047729492,53200,0.0,
1983-12-14 00:00:00+00:00,0.0,3.8125,3.625,2.851990938186645,101200,0.0,
1983-12-15 00:00:00+00:00,0.0,3.6875,3.5,2.753645420074463,30800,0.0,
1983-12-16 00:00:00+00:00,0.0,3.75,3.5625,2.802818536758423,8800,0.0,
1983-12-19 00:00:00+00:00,0.0,3.8125,3.625,2.851990938186645,30000,0.0,
1983-12-20 00:00:00+00:00,0.0,4.0,3.8125,2.999506711959839,43200,0.0,
1983-12-21 00:00:00+00:00,0.0,4.125,3.875,3.048678398132324,28000,0.0,
1983-12-22 00:00:00+00:00,0.0,4.5625,4.0625,3.1961958408355717,77600,0.0,
1983-12-23 00:00:00+00:00,0.0,4.5625,4.0625,3.1961958408355717,46800,0.0,
1983-12-27 00:00:00+00:00,0.0,4.5625,4.0625,3.1961958408355717,4400,0.0,
1983-12-28 00:00:00+00:00,0.0,4.5,4.0,3.1470255851745605,2000,0.0,
1983-12-29 00:00:00+00:00,0.0,4.3125,3.9375,3.0978524684906006,10400,0.0,
1983-12-30 00:00:00+00:00,0.0,4.3125,4.0,3.1470255851745605,21200,0.0,
1984-01-03 00:00:00+00:00,0.0,4.5625,4.125,3.245368242263794,12800,0.0,
1984-01-04 00:00:00+00:00,0.0,4.6875,4.25,3.3437142372131348,22400,0.0,
1984-01-05 00:00:00+00:00,0.0,4.875,4.4375,3.491230010986328,38000,0.0,
1984-01-06 00:00:00+00:00,0.0,4.8125,4.5,3.540402173995972,73600,0.0,
1984-01-09 00:00:00+00:00,0.0,5.0625,4.6875,3.6879196166992183,49200,0.0,
1984-01-10 00:00:00+00:00,0.0,5.0625,4.625,3.638748407363892,60000,0.0,
1984-01-11 00:00:00+00:00,0.0,5.0,4.5625,3.5895743370056152,60800,0.0,
1984-01-12 00:00:00+00:00,0.0,5.125,4.875,3.835436344146729,73200,0.0,
1984-01-13 00:00:00+00:00,0.0,5.3125,4.9375,3.884608507156372,32000,0.0,
1984-01-16 00:00:00+00:00,0.0,5.875,5.5,4.327159404754639,101200,0.0,
1984-01-17 00:00:00+00:00,0.0,5.875,5.5,4.327159404754639,78000,0.0,
1984-01-18 00:00:00+00:00,0.0,6.125,5.6875,4.474675178527832,93600,0.0,
1984-01-19 00:00:00+00:00,0.0,6.375,6.0,4.720536708831787,98800,0.0,
1984-01-20 00:00:00+00:00,0.0,6.3125,5.9375,4.671364784240723,81200,0.0,
1984-01-23 00:00:00+00:00,0.0,6.0625,5.75,4.523847579956055,18400,0.0,
1984-01-24 00:00:00+00:00,0.0,6.125,5.8125,4.573018550872803,48800,0.0,
1984-01-25 00:00:00+00:00,0.0,6.25,5.875,4.622191905975342,53200,0.0,
1984-01-26 00:00:00+00:00,0.0,6.25,5.875,4.622191905975342,186800,0.0,
1984-01-27 00:00:00+00:00,0.0,6.25,5.875,4.622191905975342,11200,0.0,
1984-01-30 00:00:00+00:00,0.0,6.125,5.875,4.622191905975342,25600,0.0,
1984-01-31 00:00:00+00:00,0.0,6.125,5.75,4.523847579956055,75600,0.0,
1984-02-01 00:00:00+00:00,0.0,5.875,5.5,4.327159404754639,40400,0.0,
1984-02-02 00:00:00+00:00,0.0,5.6875,5.4375,4.2779860496521,38800,0.0,
1984-02-03 00:00:00+00:00,0.0,5.625,5.3125,4.179641246795654,6000,0.0,
1984-02-06 00:00:00+00:00,0.0,5.5,5.1875,4.081296443939209,36000,0.0,
1984-02-07 00:00:00+00:00,0.0,5.4375,5.1875,4.081296443939209,40000,0.0,
1984-02-08 00:00:00+00:00,0.0,5.375,5.0625,3.9829533100128174,42000,0.0,
1984-02-09 00:00:00+00:00,0.0,5.125,4.8125,3.7862660884857178,32800,0.0,
1984-02-10 00:00:00+00:00,0.0,5.125,4.875,3.835436344146729,28800,0.0,
1984-02-13 00:00:00+00:00,0.0,5.1875,4.875,3.835436344146729,28800,0.0,
1984-02-14 00:00:00+00:00,0.0,5.25,4.9375,3.884608507156372,34000,0.0,
1984-02-15 00:00:00+00:00,0.0,5.25,5.0,3.933779239654541,32000,0.0,
1984-02-16 00:00:00+00:00,0.0,5.0625,4.8125,3.7862660884857178,78000,0.0,
1984-02-17 00:00:00+00:00,0.0,5.0625,4.875,3.835436344146729,15200,0.0,
1984-02-21 00:00:00+00:00,0.0,5.25,5.0625,3.9829533100128174,27200,0.0,
1984-02-22 00:00:00+00:00,0.0,5.25,5.0,3.933779239654541,23600,0.0,
1984-02-23 00:00:00+00:00,0.0,5.25,5.0,3.933779239654541,19600,0.0,
1984-02-24 00:00:00+00:00,0.0,5.625,5.25,4.130471229553223,22400,0.0,
1984-02-27 00:00:00+00:00,0.0,5.6875,5.5,4.327159404754639,30000,0.0,
1984-02-28 00:00:00+00:00,0.0,5.6875,5.3125,4.179641246795654,21600,0.0,
1984-02-29 00:00:00+00:00,0.0,5.625,5.3125,4.179641246795654,9600,0.0,
1984-03-01 00:00:00+00:00,0.0,5.625,5.3125,4.179641246795654,2400,0.0,
1984-03-02 00:00:00+00:00,0.0,5.625,5.375,4.228815078735352,8400,0.0,
1984-03-05 00:00:00+00:00,0.0,5.625,5.375,4.228815078735352,12800,0.0,
1984-03-06 00:00:00+00:00,0.0,5.5625,5.375,4.228815078735352,22000,0.0,
1984-03-07 00:00:00+00:00,0.0,5.5625,5.25,4.130471229553223,6400,0.0,
1984-03-08 00:00:00+00:00,0.0,6.0,5.75,4.523847579956055,22000,0.0,
1984-03-09 00:00:00+00:00,0.0,6.0,5.6875,4.474675178527832,16800,0.0,
