date,EPSN_Open,EPSN_High,EPSN_Low,EPSN_Close,EPSN_Volume,EPSN_Dividends,EPSN_Stock Splits
2007-11-15 00:00:00+00:00,3.930000066757202,3.930000066757202,3.930000066757202,3.5119340419769287,0,0.0,
2007-11-16 00:00:00+00:00,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.3153371810913086,1000,0.0,
2007-11-19 00:00:00+00:00,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.3153371810913086,0,0.0,
2007-11-20 00:00:00+00:00,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.3242735862731934,1000,0.0,
2007-11-21 00:00:00+00:00,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.3242735862731934,1000,0.0,
2007-11-23 00:00:00+00:00,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.3242735862731934,0,0.0,
2007-11-26 00:00:00+00:00,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.3242735862731934,0,0.0,
2007-11-27 00:00:00+00:00,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.1544852256774902,5000,0.0,
2007-11-28 00:00:00+00:00,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.1544852256774902,0,0.0,
2007-11-29 00:00:00+00:00,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.1544852256774902,0,0.0,
2007-11-30 00:00:00+00:00,3.490000009536743,3.490000009536743,3.490000009536743,3.1187400817871094,1000,0.0,
2007-12-03 00:00:00+00:00,3.490000009536743,3.490000009536743,3.490000009536743,3.1187400817871094,0,0.0,
2007-12-04 00:00:00+00:00,3.490000009536743,3.490000009536743,3.490000009536743,3.1187400817871094,0,0.0,
2007-12-05 00:00:00+00:00,3.490000009536743,3.490000009536743,3.490000009536743,3.1187400817871094,0,0.0,
2007-12-06 00:00:00+00:00,3.2300000190734863,3.2300000190734863,3.200000047683716,2.8863987922668457,50000,0.0,
2007-12-07 00:00:00+00:00,3.25,3.25,3.25,2.904270887374878,5000,0.0,
2007-12-10 00:00:00+00:00,3.240000009536743,3.240000009536743,3.240000009536743,2.895334959030152,1000,0.0,
2007-12-11 00:00:00+00:00,3.240000009536743,3.240000009536743,3.240000009536743,2.895334959030152,0,0.0,
2007-12-12 00:00:00+00:00,3.190000057220459,3.190000057220459,3.190000057220459,2.850653886795044,200,0.0,
