date,TMO_Open,TMO_High,TMO_Low,TMO_Close,TMO_Volume,TMO_Dividends,TMO_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,151495,0.0,
1980-03-18 00:00:00+00:00,0.0,2.085047960281372,2.0192039012908936,1.648808836936951,436261,0.0,
1980-03-19 00:00:00+00:00,0.0,2.172840118408203,2.1069960594177246,1.7204962968826294,234647,0.0,
1980-03-20 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,60370,0.0,
1980-03-21 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,53536,0.0,
1980-03-24 00:00:00+00:00,0.0,1.9972569942474363,1.931413054466248,1.5771220922470093,312103,0.0,
1980-03-25 00:00:00+00:00,0.0,2.041152000427246,1.975309014320373,1.6129655838012695,170859,0.0,
1980-03-26 00:00:00+00:00,0.0,2.041152000427246,1.975309014320373,1.6129655838012695,195919,0.0,
1980-03-27 00:00:00+00:00,0.0,1.8216739892959597,1.7558300495147705,1.4337469339370728,299573,0.0,
1980-03-28 00:00:00+00:00,0.0,2.063100099563598,1.9972569942474363,1.6308876276016235,265402,0.0,
1980-03-31 00:00:00+00:00,0.0,2.172840118408203,2.1069960594177246,1.7204962968826294,345136,0.0,
1980-04-01 00:00:00+00:00,0.0,2.1508920192718506,2.085047960281372,1.7025742530822754,242620,0.0,
1980-04-02 00:00:00+00:00,0.0,2.1508920192718506,2.085047960281372,1.7025742530822754,61509,0.0,
1980-04-03 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,130992,0.0,
1980-04-07 00:00:00+00:00,0.0,2.0192039012908936,1.9533610343933103,1.5950433015823364,137827,0.0,
1980-04-08 00:00:00+00:00,0.0,2.041152000427246,1.975309014320373,1.6129655838012695,97959,0.0,
1980-04-09 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,205031,0.0,
1980-04-10 00:00:00+00:00,0.0,2.2167348861694336,2.1508920192718506,1.756340265274048,214144,0.0,
1980-04-11 00:00:00+00:00,0.0,2.2167348861694336,2.1508920192718506,1.756340265274048,264263,0.0,
1980-04-14 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,130992,0.0,
1980-04-15 00:00:00+00:00,0.0,2.1069960594177246,2.041152000427246,1.6667309999465942,123019,0.0,
1980-04-16 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,64927,0.0,
1980-04-17 00:00:00+00:00,0.0,2.1069960594177246,2.041152000427246,1.6667309999465942,103655,0.0,
1980-04-18 00:00:00+00:00,0.0,2.085047960281372,2.0192039012908936,1.648808836936951,125297,0.0,
1980-04-21 00:00:00+00:00,0.0,2.041152000427246,1.975309014320373,1.6129655838012695,135548,0.0,
1980-04-22 00:00:00+00:00,0.0,2.1508920192718506,2.085047960281372,1.7025742530822754,181111,0.0,
1980-04-23 00:00:00+00:00,0.0,2.172840118408203,2.1069960594177246,1.7204962968826294,174277,0.0,
1980-04-24 00:00:00+00:00,0.0,2.2606310844421387,2.19478702545166,1.7921828031539917,96820,0.0,
1980-04-25 00:00:00+00:00,0.0,2.2167348861694336,2.1508920192718506,1.756340265274048,27338,0.0,
1980-04-28 00:00:00+00:00,0.0,2.2606310844421387,2.19478702545166,1.7921828031539917,63788,0.0,
1980-04-29 00:00:00+00:00,0.0,2.3045270442962646,2.238682985305786,1.828027367591858,77456,0.0,
1980-04-30 00:00:00+00:00,0.0,2.326474905014038,2.2606310844421387,1.84594988822937,126436,0.0,
1980-05-01 00:00:00+00:00,0.0,2.2606310844421387,2.19478702545166,1.7921828031539917,199336,0.0,
1980-05-02 00:00:00+00:00,0.0,2.2606310844421387,2.19478702545166,1.7921828031539917,79734,0.0,
1980-05-05 00:00:00+00:00,0.0,2.282578945159912,2.2167348861694336,1.8101050853729248,43284,0.0,
1980-05-06 00:00:00+00:00,0.0,2.2606310844421387,2.19478702545166,1.7921828031539917,158330,0.0,
1980-05-07 00:00:00+00:00,0.0,2.19478702545166,2.128943920135498,1.7384177446365356,166303,0.0,
1980-05-08 00:00:00+00:00,0.0,2.1069960594177246,2.041152000427246,1.6667309999465942,103655,0.0,
1980-05-09 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,13669,0.0,
1980-05-12 00:00:00+00:00,0.0,2.128943920135498,2.063100099563598,1.6846524477005005,7973,0.0,
1980-05-13 00:00:00+00:00,0.0,2.172840118408203,2.1069960594177246,1.7204962968826294,94542,0.0,
1980-05-14 00:00:00+00:00,0.0,2.2167348861694336,2.1508920192718506,1.756340265274048,582061,0.0,
1980-05-15 00:00:00+00:00,0.0,2.2167348861694336,2.1508920192718506,1.756340265274048,67205,0.0,
1980-05-16 00:00:00+00:00,0.0,2.282578945159912,2.2167348861694336,1.8101050853729248,198197,0.0,
