date,MAN_Open,MAN_High,MAN_Low,MAN_Close,MAN_Volume,MAN_Dividends,MAN_Stock Splits
1988-10-05 00:00:00+00:00,15.125,15.25,15.0,9.43094539642334,11500,0.0,
1988-10-06 00:00:00+00:00,15.25,15.375,15.25,9.50888729095459,12700,0.0,
1988-10-07 00:00:00+00:00,15.25,15.75,15.25,9.820652961730955,12000,0.0,
1988-10-10 00:00:00+00:00,15.5,15.75,15.5,9.820652961730955,34600,0.0,
1988-10-11 00:00:00+00:00,15.625,15.625,15.125,9.50888729095459,147000,0.0,
1988-10-12 00:00:00+00:00,15.125,15.125,14.875,9.27506160736084,368200,0.0,
1988-10-13 00:00:00+00:00,15.25,15.625,15.25,9.664770126342772,246100,0.0,
1988-10-14 00:00:00+00:00,15.625,16.125,15.625,9.898594856262209,65400,0.0,
1988-10-17 00:00:00+00:00,16.25,16.625,16.25,10.288301467895508,59600,0.0,
1988-10-18 00:00:00+00:00,16.625,16.625,16.375,10.288301467895508,13900,0.0,
1988-10-19 00:00:00+00:00,16.625,16.875,16.0,10.21036434173584,253600,0.0,
1988-10-20 00:00:00+00:00,16.875,17.375,16.875,10.83389663696289,158200,0.0,
1988-10-21 00:00:00+00:00,17.125,17.875,16.75,10.911839485168455,241400,0.0,
1988-10-24 00:00:00+00:00,17.875,17.875,17.5,10.911839485168455,75600,0.0,
1988-10-25 00:00:00+00:00,17.25,17.5,17.25,10.83389663696289,70600,0.0,
1988-10-26 00:00:00+00:00,17.375,17.5,17.375,10.911839485168455,16300,0.0,
1988-10-27 00:00:00+00:00,17.375,17.375,17.125,10.75595474243164,125600,0.0,
1988-10-28 00:00:00+00:00,17.25,17.625,17.25,10.911839485168455,23700,0.0,
1988-10-31 00:00:00+00:00,17.625,17.625,17.625,10.98978042602539,900,0.0,
1988-11-01 00:00:00+00:00,17.375,17.375,16.75,10.522130012512209,192800,0.0,
1988-11-02 00:00:00+00:00,16.75,17.0,16.75,10.60007095336914,98500,0.0,
1988-11-03 00:00:00+00:00,16.875,16.875,16.75,10.444189071655272,124800,0.0,
1988-11-04 00:00:00+00:00,16.75,16.75,16.625,10.444189071655272,5400,0.0,
1988-11-07 00:00:00+00:00,16.5,16.5,16.375,10.288301467895508,69900,0.0,
1988-11-08 00:00:00+00:00,16.5,16.625,16.5,10.288301467895508,42000,0.0,
1988-11-09 00:00:00+00:00,16.375,16.375,16.0,9.976536750793455,43200,0.0,
1988-11-10 00:00:00+00:00,16.25,16.5,16.25,10.13241958618164,32300,0.0,
1988-11-11 00:00:00+00:00,16.125,16.125,16.0,10.054481506347656,4900,0.0,
1988-11-14 00:00:00+00:00,16.0,16.0,15.625,9.820652961730955,29100,0.0,
1988-11-15 00:00:00+00:00,15.75,15.75,15.75,9.820652961730955,12000,0.0,
1988-11-16 00:00:00+00:00,15.875,17.125,15.875,10.67801570892334,593400,0.0,
1988-11-17 00:00:00+00:00,17.25,17.375,17.125,10.75595474243164,51900,0.0,
1988-11-18 00:00:00+00:00,17.0,17.0,16.75,10.60007095336914,24300,0.0,
1988-11-21 00:00:00+00:00,16.75,16.75,16.375,10.366246223449709,11000,0.0,
1988-11-22 00:00:00+00:00,16.5,17.5,16.5,10.83389663696289,58400,0.0,
1988-11-23 00:00:00+00:00,17.375,17.5,17.25,10.83389663696289,58600,0.0,
1988-11-25 00:00:00+00:00,16.75,16.875,16.625,10.522130012512209,20700,0.0,
1988-11-28 00:00:00+00:00,16.75,16.75,16.75,10.444189071655272,1000,0.0,
1988-11-29 00:00:00+00:00,16.75,16.875,16.75,10.444189071655272,27600,0.0,
1988-11-30 00:00:00+00:00,16.875,17.125,16.875,10.522130012512209,15700,0.0,
1988-12-01 00:00:00+00:00,16.875,16.875,16.75,10.522130012512209,8500,0.0,
1988-12-02 00:00:00+00:00,16.375,16.875,16.375,10.444189071655272,19200,0.0,
1988-12-05 00:00:00+00:00,16.75,16.75,16.625,10.444189071655272,6800,0.0,
1988-12-06 00:00:00+00:00,16.625,16.75,15.75,10.13241958618164,62100,0.0,
1988-12-07 00:00:00+00:00,15.75,15.75,15.125,9.74271297454834,441400,0.0,
1988-12-08 00:00:00+00:00,15.375,15.375,15.125,9.43094539642334,137200,0.0,
1988-12-09 00:00:00+00:00,15.0,15.5,15.0,9.50888729095459,165500,0.0,
1988-12-12 00:00:00+00:00,15.25,15.5,15.125,9.50888729095459,120100,0.0,
1988-12-13 00:00:00+00:00,15.375,15.375,15.0,9.43094539642334,175100,0.0,
1988-12-14 00:00:00+00:00,15.125,15.25,15.125,9.50888729095459,74700,0.0,
1988-12-15 00:00:00+00:00,15.25,15.5,15.25,9.586830139160156,105900,0.0,
1988-12-16 00:00:00+00:00,15.25,15.375,15.125,9.43094539642334,57900,0.0,
1988-12-19 00:00:00+00:00,15.5,15.625,14.75,9.586830139160156,108300,0.0,
1988-12-20 00:00:00+00:00,15.375,15.375,15.125,9.43094539642334,78200,0.0,
1988-12-21 00:00:00+00:00,15.25,15.25,15.125,9.43094539642334,15000,0.0,
1988-12-22 00:00:00+00:00,15.0,15.375,15.0,9.586830139160156,54300,0.0,
1988-12-23 00:00:00+00:00,15.5,15.75,15.5,9.74271297454834,17700,0.0,
1988-12-27 00:00:00+00:00,15.75,15.75,15.5,9.74271297454834,10600,0.0,
1988-12-28 00:00:00+00:00,15.5,15.5,15.5,9.664770126342772,10600,0.0,
1988-12-29 00:00:00+00:00,15.5,15.5,15.25,9.586830139160156,7000,0.0,
1988-12-30 00:00:00+00:00,15.25,15.25,15.0,9.353008270263672,13700,0.0,
1989-01-03 00:00:00+00:00,15.125,15.75,15.125,9.820652961730955,220900,0.0,
1989-01-04 00:00:00+00:00,15.5,15.875,15.5,9.898594856262209,131300,0.0,
1989-01-05 00:00:00+00:00,15.875,15.875,15.75,9.898594856262209,191200,0.0,
1989-01-06 00:00:00+00:00,15.625,15.875,15.625,9.898594856262209,132300,0.0,
1989-01-09 00:00:00+00:00,16.375,17.125,16.375,10.522130012512209,156500,0.0,
1989-01-10 00:00:00+00:00,16.75,16.875,16.625,10.444189071655272,134200,0.0,
1989-01-11 00:00:00+00:00,16.625,16.75,16.625,10.444189071655272,79900,0.0,
1989-01-12 00:00:00+00:00,16.625,16.625,16.5,10.366246223449709,85300,0.0,
1989-01-13 00:00:00+00:00,16.5,16.5,16.0,10.054481506347656,137500,0.0,
1989-01-16 00:00:00+00:00,16.125,16.125,16.0,9.976536750793455,98200,0.0,
1989-01-17 00:00:00+00:00,15.875,15.875,15.625,9.898594856262209,194700,0.0,
1989-01-18 00:00:00+00:00,15.75,16.125,15.75,10.054481506347656,92000,0.0,
1989-01-19 00:00:00+00:00,15.875,16.0,15.875,9.976536750793455,99300,0.0,
1989-01-20 00:00:00+00:00,15.875,16.125,15.875,10.054481506347656,78900,0.0,
1989-01-23 00:00:00+00:00,16.0,16.0,15.5,9.74271297454834,99200,0.0,
1989-01-24 00:00:00+00:00,15.5,15.5,15.5,9.664770126342772,99600,0.0,
1989-01-25 00:00:00+00:00,15.375,15.5,15.375,9.664770126342772,167100,0.0,
1989-01-26 00:00:00+00:00,15.5,15.875,15.375,9.898594856262209,129300,0.0,
1989-01-27 00:00:00+00:00,15.875,15.875,15.625,9.74271297454834,111400,0.0,
1989-01-30 00:00:00+00:00,15.75,15.75,15.375,9.586830139160156,57100,0.0,
1989-01-31 00:00:00+00:00,15.5,15.5,15.25,9.586830139160156,122200,0.0,
