date,AGG_Open,AGG_High,AGG_Low,AGG_Close,AGG_Volume,AGG_Dividends,AGG_Stock Splits
2003-09-29 00:00:00+00:00,102.29000091552734,102.3000030517578,102.0999984741211,53.23785018920898,13600,0.0,
2003-09-30 00:00:00+00:00,102.3000030517578,102.73999786376952,102.29000091552734,53.5140495300293,62600,0.0,
2003-10-01 00:00:00+00:00,102.63999938964844,102.75,102.5999984741211,53.48802947998047,66300,0.0,
2003-10-02 00:00:00+00:00,102.1999969482422,102.6500015258789,102.01000213623048,53.40464782714844,68900,0.0,
2003-10-03 00:00:00+00:00,102.0500030517578,102.0500030517578,101.6999969482422,53.0190315246582,64500,0.0,
2003-10-06 00:00:00+00:00,101.63999938964844,101.98999786376952,101.5999984741211,53.09719467163086,28700,0.0,
2003-10-07 00:00:00+00:00,101.94000244140624,101.94000244140624,101.37999725341795,52.91482925415039,13000,0.0,
2003-10-08 00:00:00+00:00,101.48999786376952,102.0500030517578,101.27999877929688,53.04509353637695,42700,0.0,
2003-10-09 00:00:00+00:00,101.38999938964844,101.5,101.0999984741211,52.85750961303711,35900,0.0,
2003-10-10 00:00:00+00:00,101.68000030517578,102.0500030517578,101.68000030517578,53.14933013916016,13500,0.0,
2003-10-13 00:00:00+00:00,102.0,102.0999984741211,101.5500030517578,52.91482925415039,23700,0.0,
2003-10-14 00:00:00+00:00,101.44000244140624,101.58999633789062,101.13999938964844,52.81058120727539,54300,0.0,
2003-10-15 00:00:00+00:00,101.18000030517578,101.23999786376952,100.9000015258789,52.68037414550781,23100,0.0,
2003-10-16 00:00:00+00:00,101.38999938964844,101.5500030517578,100.5500030517578,52.53962707519531,62300,0.0,
2003-10-17 00:00:00+00:00,101.04000091552734,101.30999755859376,100.75,52.78976058959961,55600,0.0,
2003-10-20 00:00:00+00:00,101.13999938964844,101.47000122070312,101.13999938964844,52.758487701416016,12900,0.0,
2003-10-21 00:00:00+00:00,101.38999938964844,101.7300033569336,101.38999938964844,52.86271667480469,49000,0.0,
2003-10-22 00:00:00+00:00,101.75,101.9499969482422,101.51000213623048,53.09719467163086,25400,0.0,
2003-10-23 00:00:00+00:00,101.83999633789062,101.87000274658205,101.6500015258789,52.9669189453125,20700,0.0,
2003-10-24 00:00:00+00:00,101.8000030517578,102.1500015258789,101.8000030517578,53.22745513916016,28200,0.0,
