date,WCN_Open,WCN_High,WCN_Low,WCN_Close,WCN_Volume,WCN_Dividends,WCN_Stock Splits
1998-05-22 00:00:00+00:00,2.7160489559173584,2.839505910873413,2.7160489559173584,2.5044403076171875,13194394,0.0,
1998-05-26 00:00:00+00:00,2.790122985839844,3.012346029281616,2.790122985839844,2.630484342575073,913275,0.0,
1998-05-27 00:00:00+00:00,2.864197969436645,2.962963104248047,2.839505910873413,2.542802095413208,995794,0.0,
1998-05-28 00:00:00+00:00,2.888889074325561,3.160494089126587,2.864197969436645,2.630484342575073,540675,0.0,
1998-05-29 00:00:00+00:00,3.012346029281616,3.0740740299224854,2.987653970718384,2.663365602493286,409050,0.0,
1998-06-01 00:00:00+00:00,3.0,3.0740740299224854,3.0,2.663365602493286,205538,0.0,
1998-06-02 00:00:00+00:00,3.061728000640869,3.061728000640869,3.0,2.6962459087371826,1033763,0.0,
1998-06-03 00:00:00+00:00,3.012346029281616,3.481481075286865,3.012346029281616,2.871612548828125,394369,0.0,
1998-06-04 00:00:00+00:00,3.2345681190490723,3.4320991039276123,3.209877014160156,2.981215715408325,327544,0.0,
1998-06-05 00:00:00+00:00,3.481481075286865,3.555556058883667,3.382715940475464,3.090818166732788,833794,0.0,
1998-06-08 00:00:00+00:00,3.555556058883667,3.555556058883667,3.481481075286865,3.090818166732788,136688,0.0,
1998-06-09 00:00:00+00:00,3.5308640003204346,3.5308640003204346,3.209877014160156,2.8496904373168945,349819,0.0,
1998-06-10 00:00:00+00:00,3.209877014160156,3.3086419105529785,3.012346029281616,2.827770233154297,586744,0.0,
1998-06-11 00:00:00+00:00,3.185184955596924,3.2839510440826416,3.185184955596924,2.871612548828125,164025,0.0,
1998-06-12 00:00:00+00:00,3.259258985519409,3.259258985519409,3.160494089126587,2.893532514572144,164025,0.0,
1998-06-15 00:00:00+00:00,3.3086419105529785,3.3086419105529785,3.2345681190490723,2.9154539108276367,64800,0.0,
1998-06-16 00:00:00+00:00,3.3333330154418945,3.7037041187286377,3.259258985519409,3.288105726242065,219713,0.0,
1998-06-17 00:00:00+00:00,3.7037041187286377,4.037036895751953,3.60493803024292,3.507312297821045,550294,0.0,
1998-06-18 00:00:00+00:00,4.049383163452148,4.098764896392822,3.75308609008789,3.4415502548217773,457144,0.0,
1998-06-19 00:00:00+00:00,3.876543045043945,3.876543045043945,3.629630088806152,3.2442641258239746,120994,0.0,
1998-06-22 00:00:00+00:00,3.75308609008789,3.75308609008789,3.580246925354004,3.2442641258239746,166556,0.0,
1998-06-23 00:00:00+00:00,3.555556058883667,3.60493803024292,3.543210029602051,3.156581163406372,466763,0.0,
1998-06-24 00:00:00+00:00,3.555556058883667,3.75308609008789,3.555556058883667,3.288105726242065,210094,0.0,
1998-06-25 00:00:00+00:00,3.654320955276489,4.024691104888916,3.654320955276489,3.48539137840271,459169,0.0,
1998-06-26 00:00:00+00:00,3.9012351036071777,3.975308895111084,3.80246901512146,3.3757882118225098,45563,0.0,
