date,NLY_Open,NLY_High,NLY_Low,NLY_Close,NLY_Volume,NLY_Dividends,NLY_Stock Splits
1997-10-08 00:00:00+00:00,52.25,52.5,50.5,2.1374199390411377,1556300,0.0,
1997-10-09 00:00:00+00:00,50.5,51.75,50.5,2.1691644191741943,150775,0.0,
1997-10-10 00:00:00+00:00,51.0,51.0,50.0,2.1585824489593506,92425,0.0,
1997-10-13 00:00:00+00:00,51.0,51.0,50.25,2.1268398761749268,49100,0.0,
1997-10-14 00:00:00+00:00,50.25,50.5,49.75,2.105676889419556,133900,0.0,
1997-10-15 00:00:00+00:00,49.5,50.25,49.5,2.105676889419556,58200,0.0,
1997-10-16 00:00:00+00:00,50.25,50.75,49.5,2.105676889419556,109850,0.0,
1997-10-17 00:00:00+00:00,49.5,49.75,48.5,2.073932886123657,62150,0.0,
1997-10-20 00:00:00+00:00,49.25,49.5,49.0,2.084514617919922,41075,0.0,
1997-10-21 00:00:00+00:00,49.25,49.25,49.0,2.084514617919922,29800,0.0,
1997-10-22 00:00:00+00:00,49.0,50.0,49.0,2.105676889419556,50050,0.0,
1997-10-23 00:00:00+00:00,48.5,48.75,47.5,2.0316081047058105,132675,0.0,
1997-10-24 00:00:00+00:00,48.0,48.5,48.0,2.0316081047058105,143950,0.0,
1997-10-27 00:00:00+00:00,48.0,48.25,46.5,1.9681191444396973,153250,0.0,
1997-10-28 00:00:00+00:00,46.0,48.0,45.0,2.010444641113281,50750,0.0,
1997-10-29 00:00:00+00:00,46.25,48.5,46.25,2.021026611328125,106925,0.0,
1997-10-30 00:00:00+00:00,46.5,48.0,46.5,2.010444641113281,9650,0.0,
1997-10-31 00:00:00+00:00,47.75,48.0,47.5,2.010444641113281,7350,0.0,
1997-11-03 00:00:00+00:00,47.75,48.5,47.75,2.042188882827759,16450,0.0,
1997-11-04 00:00:00+00:00,48.0,48.25,47.0,1.999863624572754,29500,0.0,
1997-11-05 00:00:00+00:00,47.25,47.5,47.0,1.999863624572754,49000,0.0,
1997-11-06 00:00:00+00:00,47.0,47.5,46.75,1.9787007570266724,47000,0.0,
1997-11-07 00:00:00+00:00,46.5,47.0,45.5,1.925794005393982,37825,0.0,
1997-11-10 00:00:00+00:00,46.0,46.25,44.0,1.862306833267212,47625,0.0,
1997-11-11 00:00:00+00:00,44.5,44.75,43.5,1.8940509557724,36225,0.0,
1997-11-12 00:00:00+00:00,44.75,44.75,42.5,1.7988194227218628,35675,0.0,
1997-11-13 00:00:00+00:00,43.0,43.75,42.0,1.8094003200531008,44300,0.0,
1997-11-14 00:00:00+00:00,43.0,43.0,41.5,1.767075538635254,31275,0.0,
1997-11-17 00:00:00+00:00,41.5,42.0,41.0,1.735331416130066,46550,0.0,
1997-11-18 00:00:00+00:00,41.5,43.5,41.5,1.8411451578140257,44400,0.0,
1997-11-19 00:00:00+00:00,43.5,44.25,43.5,1.862306833267212,8950,0.0,
1997-11-20 00:00:00+00:00,44.0,44.0,43.5,1.8517255783081052,21225,0.0,
1997-11-21 00:00:00+00:00,44.0,44.25,43.5,1.8517255783081052,12375,0.0,
1997-11-24 00:00:00+00:00,43.75,44.0,43.0,1.8305634260177608,22850,0.0,
1997-11-25 00:00:00+00:00,43.5,43.5,42.5,1.7988194227218628,7025,0.0,
1997-11-26 00:00:00+00:00,43.0,43.25,42.5,1.8094003200531008,48425,0.0,
1997-11-28 00:00:00+00:00,42.75,43.25,42.75,1.819981813430786,5000,0.0,
1997-12-01 00:00:00+00:00,43.0,43.25,42.75,1.8094003200531008,7800,0.0,
1997-12-02 00:00:00+00:00,43.25,43.75,43.0,1.8411451578140257,3550,0.0,
1997-12-03 00:00:00+00:00,43.75,43.75,42.75,1.819981813430786,4950,0.0,
1997-12-04 00:00:00+00:00,42.5,45.25,42.5,1.9152135848999023,40000,0.0,
1997-12-05 00:00:00+00:00,45.25,45.25,43.25,1.862306833267212,18825,0.0,
1997-12-08 00:00:00+00:00,44.0,44.0,43.0,1.8305634260177608,5000,0.0,
1997-12-09 00:00:00+00:00,43.0,43.0,41.5,1.7564942836761477,12075,0.0,
1997-12-10 00:00:00+00:00,42.0,42.5,41.5,1.767075538635254,28175,0.0,
1997-12-11 00:00:00+00:00,41.5,41.75,41.0,1.745913028717041,12325,0.0,
1997-12-12 00:00:00+00:00,41.25,41.5,40.5,1.745913028717041,13100,0.0,
1997-12-15 00:00:00+00:00,41.0,41.25,40.0,1.6930060386657717,22925,0.0,
1997-12-16 00:00:00+00:00,40.0,41.0,40.0,1.735331416130066,37675,0.0,
1997-12-17 00:00:00+00:00,41.5,43.0,41.5,1.7988194227218628,20700,0.0,
1997-12-18 00:00:00+00:00,42.5,42.5,41.5,1.777657151222229,8875,0.0,
1997-12-19 00:00:00+00:00,42.0,43.25,41.5,1.8305634260177608,32475,0.0,
1997-12-22 00:00:00+00:00,43.0,43.0,42.0,1.7988194227218628,12025,0.0,
1997-12-23 00:00:00+00:00,42.5,42.75,42.0,1.7882375717163086,25075,0.0,
1997-12-24 00:00:00+00:00,42.0,42.5,42.0,1.777657151222229,11900,0.0,
1997-12-26 00:00:00+00:00,41.5,41.5,40.5,1.7564942836761477,12200,0.0,
1997-12-29 00:00:00+00:00,41.0,41.5,41.0,1.7837368249893188,6450,0.88,
1997-12-30 00:00:00+00:00,41.25,42.5,41.25,1.8377894163131716,11825,0.0,
1997-12-31 00:00:00+00:00,42.0,44.0,42.0,1.9026525020599363,38925,0.0,
1998-01-02 00:00:00+00:00,44.5,44.5,43.75,1.8918418884277344,2425,0.0,
1998-01-05 00:00:00+00:00,43.75,43.75,43.0,1.881032109260559,6500,0.0,
1998-01-06 00:00:00+00:00,43.5,43.5,41.75,1.816168546676636,3050,0.0,
1998-01-07 00:00:00+00:00,42.0,42.0,41.0,1.794547200202942,5650,0.0,
1998-01-08 00:00:00+00:00,41.5,41.5,41.0,1.7729259729385376,750,0.0,
1998-01-09 00:00:00+00:00,41.0,41.5,40.75,1.794547200202942,9150,0.0,
1998-01-12 00:00:00+00:00,41.5,41.5,40.0,1.7621153593063354,2875,0.0,
1998-01-13 00:00:00+00:00,41.0,41.0,40.75,1.7729259729385376,1375,0.0,
1998-01-14 00:00:00+00:00,40.75,41.0,40.5,1.7729259729385376,2550,0.0,
1998-01-15 00:00:00+00:00,41.0,42.0,40.75,1.816168546676636,16950,0.0,
1998-01-16 00:00:00+00:00,41.75,43.5,41.75,1.8594104051589968,7600,0.0,
1998-01-20 00:00:00+00:00,43.0,43.25,43.0,1.8594104051589968,14150,0.0,
1998-01-21 00:00:00+00:00,43.25,43.25,42.5,1.8485996723175049,5500,0.0,
1998-01-22 00:00:00+00:00,43.25,43.25,42.5,1.8377894163131716,3600,0.0,
1998-01-23 00:00:00+00:00,42.0,42.5,42.0,1.816168546676636,1900,0.0,
1998-01-26 00:00:00+00:00,42.0,42.5,41.5,1.794547200202942,2575,0.0,
1998-01-27 00:00:00+00:00,41.0,42.0,41.0,1.816168546676636,5525,0.0,
1998-01-28 00:00:00+00:00,42.5,42.75,42.25,1.826978325843811,1075,0.0,
1998-01-29 00:00:00+00:00,42.25,43.0,42.25,1.8485996723175049,11100,0.0,
1998-01-30 00:00:00+00:00,42.5,42.75,42.25,1.826978325843811,3975,0.0,
1998-02-02 00:00:00+00:00,42.75,43.0,42.25,1.8485996723175049,2100,0.0,
1998-02-03 00:00:00+00:00,42.5,44.0,42.5,1.881032109260559,15750,0.0,
1998-02-04 00:00:00+00:00,42.5,44.0,42.5,1.9026525020599363,18475,0.0,
1998-02-05 00:00:00+00:00,47.0,47.0,43.75,1.8918418884277344,9200,0.0,
1998-02-06 00:00:00+00:00,43.5,43.5,42.75,1.8485996723175049,1500,0.0,
1998-02-09 00:00:00+00:00,43.25,43.5,43.0,1.8594104051589968,6075,0.0,
1998-02-10 00:00:00+00:00,42.75,43.5,42.75,1.8485996723175049,19875,0.0,
1998-02-11 00:00:00+00:00,43.0,43.0,42.75,1.8594104051589968,1800,0.0,
1998-02-12 00:00:00+00:00,43.0,43.0,42.0,1.8377894163131716,6250,0.0,
1998-02-13 00:00:00+00:00,42.5,42.5,41.5,1.794547200202942,4075,0.0,
1998-02-17 00:00:00+00:00,41.0,42.5,41.0,1.816168546676636,10300,0.0,
1998-02-18 00:00:00+00:00,41.5,42.0,41.5,1.816168546676636,3775,0.0,
1998-02-19 00:00:00+00:00,41.75,43.0,41.75,1.8377894163131716,3375,0.0,
1998-02-20 00:00:00+00:00,42.5,43.0,42.0,1.8485996723175049,2275,0.0,
1998-02-23 00:00:00+00:00,42.75,43.0,42.75,1.8485996723175049,9375,0.0,
1998-02-24 00:00:00+00:00,42.5,43.0,42.0,1.8594104051589968,16250,0.0,
1998-02-25 00:00:00+00:00,42.75,43.25,42.5,1.8594104051589968,5600,0.0,
1998-02-26 00:00:00+00:00,43.0,43.75,42.75,1.8918418884277344,3550,0.0,
1998-02-27 00:00:00+00:00,43.25,43.75,42.75,1.881032109260559,5350,0.0,
