date,TUP_Open,TUP_High,TUP_Low,TUP_Close,TUP_Volume,TUP_Dividends,TUP_Stock Splits
1996-05-08 00:00:00+00:00,42.0,42.0,42.0,16.80239486694336,2500,0.0,
1996-05-09 00:00:00+00:00,43.0,43.0,43.0,17.202449798583984,20000,0.0,
1996-05-10 00:00:00+00:00,42.0,42.0,42.0,16.80239486694336,5000,0.0,
1996-05-13 00:00:00+00:00,42.375,43.0,42.375,17.202449798583984,52500,0.0,
1996-05-14 00:00:00+00:00,42.625,42.625,42.0,17.002422332763672,80000,0.0,
1996-05-15 00:00:00+00:00,42.5,42.5,41.875,16.852388381958008,135000,0.0,
1996-05-16 00:00:00+00:00,42.125,42.125,41.625,16.852388381958008,55000,0.0,
1996-05-17 00:00:00+00:00,42.125,42.875,41.5,16.60236167907715,81000,0.0,
1996-05-20 00:00:00+00:00,41.75,42.75,41.75,17.10243034362793,467400,0.0,
1996-05-21 00:00:00+00:00,43.0,44.0,42.25,16.902408599853516,588300,0.0,
1996-05-22 00:00:00+00:00,42.75,43.0,41.625,16.902408599853516,433200,0.0,
1996-05-23 00:00:00+00:00,42.375,44.0,42.375,17.602506637573242,1264100,0.0,
1996-05-24 00:00:00+00:00,44.125,44.875,43.875,17.8525333404541,180100,0.0,
1996-05-28 00:00:00+00:00,45.0,46.0,45.0,18.10257148742676,550500,0.0,
1996-05-29 00:00:00+00:00,45.25,45.25,44.0,17.652511596679688,277600,0.0,
1996-05-30 00:00:00+00:00,44.25,45.875,44.0,18.352617263793945,605600,0.0,
1996-05-31 00:00:00+00:00,46.0,46.375,45.75,18.30260467529297,522100,0.0,
1996-06-03 00:00:00+00:00,45.5,45.625,44.25,17.802534103393555,289600,0.0,
1996-06-04 00:00:00+00:00,44.625,45.25,44.625,18.002567291259766,461700,0.0,
1996-06-05 00:00:00+00:00,45.0,45.25,44.5,17.95254898071289,176700,0.0,
1996-06-06 00:00:00+00:00,44.75,44.75,43.125,17.30245590209961,364100,0.0,
1996-06-07 00:00:00+00:00,42.0,43.25,42.0,17.30245590209961,444300,0.0,
1996-06-10 00:00:00+00:00,43.125,43.125,42.625,17.15243148803711,142800,0.0,
1996-06-11 00:00:00+00:00,42.75,43.0,42.625,17.202449798583984,132000,0.0,
1996-06-12 00:00:00+00:00,43.125,43.125,42.75,17.202449798583984,226400,0.0,
1996-06-13 00:00:00+00:00,43.0,43.5,43.0,17.252450942993164,118300,0.0,
1996-06-14 00:00:00+00:00,43.0,43.125,42.375,16.952411651611328,164000,0.0,
1996-06-17 00:00:00+00:00,42.375,42.625,41.625,16.952411651611328,208200,0.0,
1996-06-18 00:00:00+00:00,42.125,42.125,41.375,16.652372360229492,551600,0.0,
1996-06-19 00:00:00+00:00,41.625,41.625,40.625,16.302318572998047,566800,0.0,
1996-06-20 00:00:00+00:00,40.625,40.75,39.125,15.752242088317873,421300,0.0,
1996-06-21 00:00:00+00:00,39.25,39.5,38.75,15.802248001098633,671900,0.0,
1996-06-24 00:00:00+00:00,39.875,40.125,39.5,15.802248001098633,299800,0.0,
1996-06-25 00:00:00+00:00,39.5,42.25,39.5,16.852388381958008,501300,0.0,
1996-06-26 00:00:00+00:00,42.0,42.625,42.0,17.05242156982422,386600,0.0,
1996-06-27 00:00:00+00:00,42.5,42.5,41.625,16.652372360229492,567600,0.0,
1996-06-28 00:00:00+00:00,41.375,42.25,41.25,16.902408599853516,505700,0.0,
1996-07-01 00:00:00+00:00,42.25,43.5,42.25,17.402481079101562,666500,0.0,
1996-07-02 00:00:00+00:00,43.25,45.125,43.25,17.602506637573242,620900,0.0,
1996-07-03 00:00:00+00:00,43.625,43.625,42.5,17.252450942993164,214500,0.0,
1996-07-05 00:00:00+00:00,42.875,42.875,42.25,16.952411651611328,143000,0.0,
1996-07-08 00:00:00+00:00,41.5,42.625,41.5,16.852388381958008,403100,0.0,
1996-07-09 00:00:00+00:00,42.0,42.0,41.0,16.402324676513672,197800,0.0,
1996-07-10 00:00:00+00:00,41.0,41.625,40.25,16.652372360229492,193700,0.0,
1996-07-11 00:00:00+00:00,41.5,41.625,39.75,16.402324676513672,318700,0.0,
1996-07-12 00:00:00+00:00,41.0,41.0,40.0,16.15229034423828,177300,0.0,
1996-07-15 00:00:00+00:00,40.25,40.25,39.5,15.95226764678955,161400,0.0,
1996-07-16 00:00:00+00:00,39.625,39.625,38.25,15.602219581604004,288000,0.0,
1996-07-17 00:00:00+00:00,39.25,40.625,39.25,16.252315521240234,212900,0.0,
1996-07-18 00:00:00+00:00,40.5,41.375,40.0,16.50234603881836,400400,0.0,
1996-07-19 00:00:00+00:00,41.375,43.0,41.125,16.45233917236328,573600,0.0,
1996-07-22 00:00:00+00:00,41.125,41.125,39.375,16.002275466918945,236500,0.0,
1996-07-23 00:00:00+00:00,40.75,41.25,40.375,16.45233917236328,720000,0.0,
