date,OPY_Open,OPY_High,OPY_Low,OPY_Close,OPY_Volume,OPY_Dividends,OPY_Stock Splits
1982-10-06 00:00:00+00:00,0.0,4.375,3.875,2.1953017711639404,2000,0.0,
1982-10-07 00:00:00+00:00,3.875,3.875,3.875,2.1953017711639404,0,0.0,
1982-10-08 00:00:00+00:00,3.875,3.875,3.875,2.1953017711639404,0,0.0,
1982-10-11 00:00:00+00:00,3.875,3.875,3.875,2.1953017711639404,0,0.0,
1982-10-12 00:00:00+00:00,0.0,4.375,4.125,2.3369336128234863,8000,0.0,
1982-10-13 00:00:00+00:00,0.0,4.75,4.5,2.5493838787078857,9900,0.0,
1982-10-14 00:00:00+00:00,0.0,4.75,4.5,2.5493838787078857,13200,0.0,
1982-10-15 00:00:00+00:00,4.5,4.5,4.5,2.5493838787078857,0,0.0,
1982-10-18 00:00:00+00:00,0.0,4.75,4.375,2.4785664081573486,5000,0.0,
1982-10-19 00:00:00+00:00,0.0,4.375,4.125,2.3369336128234863,5200,0.0,
1982-10-20 00:00:00+00:00,0.0,4.375,4.125,2.3369336128234863,2300,0.0,
1982-10-21 00:00:00+00:00,0.0,4.125,3.875,2.1953017711639404,1600,0.0,
1982-10-22 00:00:00+00:00,0.0,4.0,3.875,2.1953017711639404,1200,0.0,
1982-10-25 00:00:00+00:00,3.875,3.875,3.875,2.1953017711639404,0,0.0,
1982-10-26 00:00:00+00:00,3.875,3.875,3.875,2.1953017711639404,0,0.0,
1982-10-27 00:00:00+00:00,3.875,3.875,3.875,2.1953017711639404,0,0.0,
1982-10-28 00:00:00+00:00,3.875,3.875,3.875,2.1953017711639404,0,0.0,
1982-10-29 00:00:00+00:00,0.0,3.875,3.5,1.9828532934188845,1500,0.0,
1982-11-01 00:00:00+00:00,3.5,3.5,3.5,1.9828532934188845,0,0.0,
1982-11-02 00:00:00+00:00,3.5,3.5,3.5,1.9828532934188845,0,0.0,
1982-11-03 00:00:00+00:00,3.5,3.5,3.5,1.9828532934188845,0,0.0,
1982-11-04 00:00:00+00:00,0.0,3.75,3.5,1.9828532934188845,1400,0.0,
1982-11-05 00:00:00+00:00,0.0,3.875,3.5,1.9828532934188845,3600,0.0,
1982-11-08 00:00:00+00:00,3.5,3.5,3.5,1.9828532934188845,0,0.0,
1982-11-09 00:00:00+00:00,3.5,3.5,3.5,1.9828532934188845,0,0.0,
1982-11-10 00:00:00+00:00,3.5,3.5,3.5,1.9828532934188845,0,0.0,
1982-11-11 00:00:00+00:00,0.0,3.625,3.375,1.912037014961243,1700,0.0,
1982-11-12 00:00:00+00:00,3.375,3.375,3.375,1.912037014961243,0,0.0,
1982-11-15 00:00:00+00:00,3.375,3.375,3.375,1.912037014961243,0,0.0,
1982-11-16 00:00:00+00:00,3.375,3.375,3.375,1.912037014961243,0,0.0,
1982-11-17 00:00:00+00:00,3.375,3.375,3.375,1.912037014961243,0,0.0,
1982-11-18 00:00:00+00:00,0.0,3.5,3.125,1.7704052925109863,200,0.0,
1982-11-19 00:00:00+00:00,3.125,3.125,3.125,1.7704052925109863,0,0.0,
1982-11-22 00:00:00+00:00,3.125,3.125,3.125,1.7704052925109863,0,0.0,
1982-11-23 00:00:00+00:00,0.0,3.125,2.875,1.628772258758545,1600,0.0,
1982-11-24 00:00:00+00:00,2.875,2.875,2.875,1.628772258758545,0,0.0,
1982-11-26 00:00:00+00:00,2.875,2.875,2.875,1.628772258758545,0,0.0,
1982-11-29 00:00:00+00:00,0.0,3.125,2.75,1.557955980300903,1000,0.0,
1982-11-30 00:00:00+00:00,2.75,2.75,2.75,1.557955980300903,0,0.0,
1982-12-01 00:00:00+00:00,2.75,2.75,2.75,1.557955980300903,0,0.0,
1982-12-02 00:00:00+00:00,2.75,2.75,2.75,1.557955980300903,0,0.0,
1982-12-03 00:00:00+00:00,2.75,2.75,2.75,1.557955980300903,0,0.0,
1982-12-06 00:00:00+00:00,2.75,2.75,2.75,1.557955980300903,0,0.0,
