date,LGLV_Open,LGLV_High,LGLV_Low,LGLV_Close,LGLV_Volume,LGLV_Dividends,LGLV_Stock Splits
2013-02-21 00:00:00+00:00,59.56999969482422,59.56999969482422,59.560001373291016,42.89997100830078,1000,0.0,
2013-02-22 00:00:00+00:00,59.810001373291016,60.06999969482422,59.810001373291016,43.26729202270508,7300,0.0,
2013-02-25 00:00:00+00:00,60.08000183105469,60.09999847412109,59.790000915527344,43.06562423706055,1300,0.0,
2013-02-26 00:00:00+00:00,59.40999984741211,59.52999877929688,59.369998931884766,42.87835693359375,2200,0.0,
2013-02-27 00:00:00+00:00,59.70000076293945,60.31999969482422,59.70000076293945,43.44736862182617,400,0.0,
2013-02-28 00:00:00+00:00,60.43000030517578,60.4900016784668,60.43000030517578,43.56983184814453,600,0.0,
2013-03-01 00:00:00+00:00,60.4900016784668,60.4900016784668,60.4900016784668,43.56983184814453,0,0.0,
2013-03-04 00:00:00+00:00,60.27999877929688,60.27999877929688,60.27999877929688,43.41856384277344,300,0.0,
2013-03-05 00:00:00+00:00,61.11000061035156,61.18999862670898,61.11000061035156,44.07401657104492,600,0.0,
2013-03-06 00:00:00+00:00,61.5,61.5,61.13999938964844,44.03800964355469,3500,0.0,
2013-03-07 00:00:00+00:00,61.2599983215332,61.2599983215332,61.22999954223633,44.10282897949219,2500,0.0,
2013-03-08 00:00:00+00:00,61.38999938964844,61.5099983215332,61.38999938964844,44.30451202392578,800,0.0,
2013-03-11 00:00:00+00:00,61.65999984741211,62.72999954223633,61.65999984741211,45.183250427246094,400,0.0,
2013-03-12 00:00:00+00:00,61.619998931884766,61.619998931884766,61.54999923706055,44.33332443237305,800,0.0,
2013-03-13 00:00:00+00:00,61.54999923706055,61.54999923706055,61.54999923706055,44.33332443237305,0,0.0,
2013-03-14 00:00:00+00:00,62.09999847412109,62.09999847412109,61.90999984741211,44.592620849609375,400,0.0,
2013-03-15 00:00:00+00:00,62.18999862670898,62.18999862670898,61.880001068115234,44.65106964111328,300,0.111,
