date,GMGI_Open,GMGI_High,GMGI_Low,GMGI_Close,GMGI_Volume,GMGI_Dividends,GMGI_Stock Splits
2009-10-30 00:00:00+00:00,37125001216.0,37125001216.0,37125001216.0,37125001216.0,0,,
2009-11-02 00:00:00+00:00,37125001216.0,37125001216.0,37125001216.0,37125001216.0,0,,
2009-11-03 00:00:00+00:00,37125001216.0,37125001216.0,37125001216.0,37125001216.0,0,,
2009-11-04 00:00:00+00:00,37125001216.0,37125001216.0,37125001216.0,37125001216.0,0,,
2009-11-05 00:00:00+00:00,37125001216.0,37125001216.0,37125001216.0,37125001216.0,0,,
2009-11-06 00:00:00+00:00,37125001216.0,37125001216.0,37125001216.0,37125001216.0,0,,
2009-11-09 00:00:00+00:00,37125001216.0,39149998080.0,37125001216.0,39149998080.0,0,,
2009-11-10 00:00:00+00:00,39149998080.0,43875000320.0,39149998080.0,41849999360.0,0,,
2009-11-11 00:00:00+00:00,43200000000.0,45900001280.0,41849999360.0,45225000960.0,0,,
2009-11-12 00:00:00+00:00,44550000640.0,46575001600.0,44550000640.0,46575001600.0,0,,
2009-11-13 00:00:00+00:00,46575001600.0,49949999104.0,45900001280.0,49882501120.0,0,,
2009-11-16 00:00:00+00:00,50624999424.0,50624999424.0,49274998784.0,50624999424.0,0,,
2009-11-17 00:00:00+00:00,50624999424.0,50624999424.0,50624999424.0,50624999424.0,0,,
2009-11-18 00:00:00+00:00,47250001920.0,54000001024.0,47250001920.0,54000001024.0,0,,
2009-11-19 00:00:00+00:00,54000001024.0,56699998208.0,51299999744.0,56699998208.0,0,,
2009-11-20 00:00:00+00:00,56025001984.0,57374998528.0,51975000064.0,52650000384.0,0,,
2009-11-23 00:00:00+00:00,56025001984.0,60074999808.0,55350001664.0,60074999808.0,0,,
2009-11-24 00:00:00+00:00,61425000448.0,66149998592.0,60074999808.0,64125001728.0,0,,
2009-11-25 00:00:00+00:00,64125001728.0,64799997952.0,57374998528.0,62100000768.0,0,,
2009-11-27 00:00:00+00:00,62100000768.0,64125001728.0,59399999488.0,64125001728.0,0,,
2009-11-30 00:00:00+00:00,64125001728.0,71550001152.0,64125001728.0,71550001152.0,0,,
2009-12-01 00:00:00+00:00,72224997376.0,81675001856.0,71550001152.0,80999997440.0,0,,
2009-12-02 00:00:00+00:00,82349998080.0,83699998720.0,74250002432.0,77624999936.0,0,,
2009-12-03 00:00:00+00:00,77624999936.0,83699998720.0,77624999936.0,83025002496.0,0,,
2009-12-04 00:00:00+00:00,83025002496.0,83025002496.0,77624999936.0,80999997440.0,0,,
2009-12-07 00:00:00+00:00,83699998720.0,83699998720.0,79649996800.0,80999997440.0,0,,
2009-12-08 00:00:00+00:00,80999997440.0,80999997440.0,50624999424.0,67499999232.0,0,,
2009-12-09 00:00:00+00:00,57374998528.0,64125001728.0,54000001024.0,64125001728.0,0,,
2009-12-10 00:00:00+00:00,57374998528.0,64125001728.0,57374998528.0,60750000128.0,0,,
2009-12-11 00:00:00+00:00,64125001728.0,64125001728.0,60750000128.0,60750000128.0,0,,
2009-12-14 00:00:00+00:00,64125001728.0,64125001728.0,57374998528.0,60750000128.0,0,,
2009-12-15 00:00:00+00:00,74250002432.0,74250002432.0,57374998528.0,58724999168.0,0,,
2009-12-16 00:00:00+00:00,60750000128.0,66824998912.0,60750000128.0,60750000128.0,0,,
2009-12-17 00:00:00+00:00,64125001728.0,64125001728.0,60750000128.0,60750000128.0,0,,
2009-12-18 00:00:00+00:00,60750000128.0,60750000128.0,50624999424.0,54000001024.0,0,,
2009-12-21 00:00:00+00:00,57374998528.0,57374998528.0,34424999936.0,43875000320.0,0,,
2009-12-22 00:00:00+00:00,42524999680.0,50624999424.0,42524999680.0,50624999424.0,0,,
2009-12-23 00:00:00+00:00,50624999424.0,60750000128.0,47250001920.0,47250001920.0,0,,
2009-12-24 00:00:00+00:00,47250001920.0,47250001920.0,47250001920.0,47250001920.0,0,,
2009-12-28 00:00:00+00:00,47250001920.0,47250001920.0,39149998080.0,46575001600.0,0,,
2009-12-29 00:00:00+00:00,41174999040.0,41174999040.0,41174999040.0,41174999040.0,0,,
2009-12-30 00:00:00+00:00,39824998400.0,40499998720.0,38475001856.0,40499998720.0,0,,
2009-12-31 00:00:00+00:00,43875000320.0,47250001920.0,43875000320.0,47250001920.0,0,,
2010-01-04 00:00:00+00:00,50624999424.0,54000001024.0,47924998144.0,54000001024.0,0,,
2010-01-05 00:00:00+00:00,49274998784.0,51975000064.0,49274998784.0,51975000064.0,0,,
2010-01-06 00:00:00+00:00,54000001024.0,54000001024.0,43875000320.0,44550000640.0,0,,
2010-01-07 00:00:00+00:00,44550000640.0,45900001280.0,44550000640.0,45900001280.0,0,,
2010-01-08 00:00:00+00:00,45900001280.0,45900001280.0,45900001280.0,45900001280.0,0,,
2010-01-11 00:00:00+00:00,45900001280.0,45900001280.0,45225000960.0,45225000960.0,0,,
2010-01-12 00:00:00+00:00,45225000960.0,45900001280.0,40499998720.0,45900001280.0,0,,
2010-01-13 00:00:00+00:00,45900001280.0,45900001280.0,45900001280.0,45900001280.0,0,,
2010-01-14 00:00:00+00:00,45900001280.0,47250001920.0,44550000640.0,47250001920.0,0,,
2010-01-15 00:00:00+00:00,47250001920.0,47250001920.0,45900001280.0,45900001280.0,0,,
2010-01-19 00:00:00+00:00,45900001280.0,45900001280.0,44550000640.0,44550000640.0,0,,
2010-01-20 00:00:00+00:00,43875000320.0,47250001920.0,43875000320.0,47250001920.0,0,,
2010-01-21 00:00:00+00:00,47250001920.0,50624999424.0,43875000320.0,43875000320.0,0,,
2010-01-22 00:00:00+00:00,50624999424.0,50624999424.0,47924998144.0,50624999424.0,0,,
2010-01-25 00:00:00+00:00,51975000064.0,52650000384.0,51299999744.0,52650000384.0,0,,
2010-01-26 00:00:00+00:00,50624999424.0,52650000384.0,50624999424.0,52650000384.0,0,,
2010-01-27 00:00:00+00:00,52650000384.0,52650000384.0,50624999424.0,50624999424.0,0,,
2010-01-28 00:00:00+00:00,52650000384.0,52650000384.0,47924998144.0,47924998144.0,0,,
2010-01-29 00:00:00+00:00,50624999424.0,50624999424.0,47924998144.0,47924998144.0,0,,
2010-02-01 00:00:00+00:00,50624999424.0,52650000384.0,50624999424.0,52650000384.0,0,,
2010-02-02 00:00:00+00:00,53325000704.0,53325000704.0,51975000064.0,53325000704.0,0,,
2010-02-03 00:00:00+00:00,53325000704.0,53325000704.0,53325000704.0,53325000704.0,0,,
2010-02-04 00:00:00+00:00,51975000064.0,53325000704.0,50624999424.0,50624999424.0,0,,
2010-02-05 00:00:00+00:00,48599998464.0,50624999424.0,48599998464.0,48599998464.0,0,,
2010-02-08 00:00:00+00:00,48599998464.0,48599998464.0,47924998144.0,47924998144.0,0,,
2010-02-09 00:00:00+00:00,50624999424.0,50624999424.0,43875000320.0,46575001600.0,0,,
2010-02-10 00:00:00+00:00,47250001920.0,47250001920.0,43200000000.0,43200000000.0,0,,
2010-02-11 00:00:00+00:00,40499998720.0,48599998464.0,40499998720.0,43875000320.0,0,,
2010-02-12 00:00:00+00:00,43875000320.0,43875000320.0,41849999360.0,43875000320.0,0,,
2010-02-16 00:00:00+00:00,47250001920.0,50624999424.0,47250001920.0,50624999424.0,0,,
2010-02-17 00:00:00+00:00,45900001280.0,50624999424.0,45900001280.0,50624999424.0,0,,
2010-02-18 00:00:00+00:00,50624999424.0,51975000064.0,50624999424.0,50624999424.0,0,,
2010-02-19 00:00:00+00:00,50624999424.0,55350001664.0,50624999424.0,55350001664.0,0,,
2010-02-22 00:00:00+00:00,55012499456.0,64799997952.0,55012499456.0,64799997952.0,0,,
