date,BCPC_Open,BCPC_High,BCPC_Low,BCPC_Close,BCPC_Volume,BCPC_Dividends,BCPC_Stock Splits
1986-06-03 00:00:00+00:00,0.2370370030403137,0.2567900121212005,0.2370370030403137,0.2087312191724777,180352,0.0,
1986-06-04 00:00:00+00:00,0.2502059936523437,0.2502059936523437,0.2370370030403137,0.2087312191724777,47461,0.0,
1986-06-05 00:00:00+00:00,0.2370370030403137,0.2370370030403137,0.2304529994726181,0.192252516746521,94922,0.0,
1986-06-06 00:00:00+00:00,0.2304529994726181,0.2370370030403137,0.2238679975271225,0.197745144367218,20883,0.0,
1986-06-09 00:00:00+00:00,0.2370370030403137,0.2370370030403137,0.2370370030403137,0.197745144367218,0,0.0,
1986-06-10 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2107000052928924,0.1812664419412613,182250,0.0,
1986-06-11 00:00:00+00:00,0.2172839939594268,0.2172839939594268,0.2172839939594268,0.1812664419412613,0,0.0,
1986-06-12 00:00:00+00:00,0.2238679975271225,0.2238679975271225,0.2238679975271225,0.1867590695619583,37969,0.0,
1986-06-13 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.192252516746521,55055,0.0,
1986-06-16 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2172839939594268,0.192252516746521,34172,0.0,
1986-06-17 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.192252516746521,0,0.0,
1986-06-18 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2238679975271225,0.192252516746521,30375,0.0,
1986-06-19 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.192252516746521,0,0.0,
1986-06-20 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.192252516746521,7594,0.0,
1986-06-23 00:00:00+00:00,0.2238679975271225,0.2238679975271225,0.2238679975271225,0.1867590695619583,18984,0.0,
1986-06-24 00:00:00+00:00,0.2238679975271225,0.2238679975271225,0.2238679975271225,0.1867590695619583,0,0.0,
1986-06-25 00:00:00+00:00,0.2107000052928924,0.2107000052928924,0.2107000052928924,0.175773873925209,7594,0.0,
1986-06-26 00:00:00+00:00,0.2107000052928924,0.2304529994726181,0.2107000052928924,0.1867590695619583,68344,0.0,
1986-06-27 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2304529994726181,0.192252516746521,37969,0.0,
1986-06-30 00:00:00+00:00,0.2304529994726181,0.2304529994726181,0.2107000052928924,0.192252516746521,265781,0.0,
1986-07-01 00:00:00+00:00,0.2370370030403137,0.2370370030403137,0.2370370030403137,0.197745144367218,28477,0.0,
