date,CB_Open,CB_High,CB_Low,CB_Close,CB_Volume,CB_Dividends,CB_Stock Splits
1993-03-25 00:00:00+00:00,9.666666984558104,9.708333015441896,9.458333015441896,5.160460472106934,20047500,0.0,
1993-03-26 00:00:00+00:00,9.541666984558104,9.708333015441896,9.5,5.182995796203613,5826000,0.0,
1993-03-29 00:00:00+00:00,9.5,9.583333015441896,9.416666984558104,5.115390300750732,2249400,0.0,
1993-03-30 00:00:00+00:00,9.416666984558104,9.458333015441896,9.333333015441896,5.115390300750732,2520900,0.0,
1993-03-31 00:00:00+00:00,9.416666984558104,9.708333015441896,9.416666984558104,5.228065967559815,2130900,0.0,
1993-04-01 00:00:00+00:00,9.625,9.666666984558104,9.541666984558104,5.160460472106934,1686300,0.0,
1993-04-02 00:00:00+00:00,9.541666984558104,9.541666984558104,9.5,5.137923717498779,1596000,0.0,
1993-04-05 00:00:00+00:00,9.458333015441896,9.458333015441896,9.375,5.070319652557373,1044300,0.0,
1993-04-06 00:00:00+00:00,9.416666984558104,9.5,9.416666984558104,5.137923717498779,458100,0.0,
1993-04-07 00:00:00+00:00,9.5,9.875,9.5,5.2505974769592285,632100,0.0,
1993-04-08 00:00:00+00:00,9.666666984558104,9.75,9.625,5.205531120300293,1555500,0.0,
1993-04-12 00:00:00+00:00,9.625,9.666666984558104,9.5,5.160460472106934,980100,0.0,
1993-04-13 00:00:00+00:00,9.5,9.583333015441896,9.5,5.182995796203613,4521000,0.0,
1993-04-14 00:00:00+00:00,9.583333015441896,9.625,9.541666984558104,5.160460472106934,385200,0.0,
1993-04-15 00:00:00+00:00,9.583333015441896,9.708333015441896,9.541666984558104,5.228065967559815,479100,0.0,
1993-04-16 00:00:00+00:00,9.666666984558104,9.75,9.666666984558104,5.2505974769592285,317400,0.0,
1993-04-19 00:00:00+00:00,9.625,9.708333015441896,9.583333015441896,5.228065967559815,189900,0.0,
1993-04-20 00:00:00+00:00,9.666666984558104,9.666666984558104,9.416666984558104,5.092856407165527,1680000,0.0,
1993-04-21 00:00:00+00:00,9.416666984558104,9.458333015441896,9.416666984558104,5.115390300750732,440400,0.0,
1993-04-22 00:00:00+00:00,9.416666984558104,9.458333015441896,9.375,5.092856407165527,390900,0.0,
1993-04-23 00:00:00+00:00,9.458333015441896,9.458333015441896,9.333333015441896,5.115390300750732,700800,0.0,
1993-04-26 00:00:00+00:00,9.416666984558104,9.416666984558104,9.166666984558104,4.957644939422607,1038300,0.0,
1993-04-27 00:00:00+00:00,9.166666984558104,9.208333015441896,9.166666984558104,4.980181217193604,604200,0.0,
1993-04-28 00:00:00+00:00,9.208333015441896,9.208333015441896,9.166666984558104,4.957644939422607,815700,0.0,
1993-04-29 00:00:00+00:00,9.208333015441896,9.25,9.166666984558104,4.957644939422607,477600,0.0,
1993-04-30 00:00:00+00:00,9.208333015441896,9.541666984558104,9.208333015441896,5.160460472106934,1086600,0.0,
1993-05-03 00:00:00+00:00,9.5,9.666666984558104,9.5,5.228065967559815,654600,0.0,
1993-05-04 00:00:00+00:00,9.916666984558104,10.0,9.875,5.363273620605469,1054200,0.0,
1993-05-05 00:00:00+00:00,10.25,10.583333015441896,10.208333015441896,5.723830699920654,1123500,0.0,
1993-05-06 00:00:00+00:00,10.666666984558104,10.666666984558104,10.333333015441896,5.611157417297363,699600,0.0,
1993-05-07 00:00:00+00:00,10.291666984558104,10.416666984558104,10.291666984558104,5.588617324829102,197400,0.0,
1993-05-10 00:00:00+00:00,10.333333015441896,10.375,10.166666984558104,5.588617324829102,288900,0.0,
1993-05-11 00:00:00+00:00,10.291666984558104,10.375,10.291666984558104,5.611157417297363,396000,0.0,
1993-05-12 00:00:00+00:00,10.333333015441896,10.375,10.291666984558104,5.611157417297363,428400,0.0,
1993-05-13 00:00:00+00:00,10.333333015441896,10.333333015441896,10.041666984558104,5.430875778198242,135300,0.0,
1993-05-14 00:00:00+00:00,10.0,10.083333015441896,10.0,5.430875778198242,402600,0.0,
1993-05-17 00:00:00+00:00,10.041666984558104,10.041666984558104,9.875,5.38580846786499,121800,0.0,
1993-05-18 00:00:00+00:00,9.958333015441896,9.958333015441896,9.916666984558104,5.38580846786499,91200,0.0,
1993-05-19 00:00:00+00:00,9.875,10.208333015441896,9.875,5.498483180999756,201600,0.0,
1993-05-20 00:00:00+00:00,10.208333015441896,10.208333015441896,10.0,5.453412055969238,138900,0.0,
1993-05-21 00:00:00+00:00,10.125,10.125,10.041666984558104,5.430875778198242,244500,0.0,
1993-05-24 00:00:00+00:00,10.041666984558104,10.083333015441896,10.0,5.430875778198242,162600,0.0,
1993-05-25 00:00:00+00:00,9.916666984558104,10.0,9.875,5.340737819671631,30300,0.0,
1993-05-26 00:00:00+00:00,9.916666984558104,9.916666984558104,9.583333015441896,5.228065967559815,139500,0.0,
1993-05-27 00:00:00+00:00,9.75,9.833333015441896,9.625,5.205531120300293,398400,0.0,
1993-05-28 00:00:00+00:00,9.666666984558104,9.666666984558104,9.5,5.160460472106934,262800,0.0,
1993-06-01 00:00:00+00:00,9.541666984558104,9.625,9.458333015441896,5.137923717498779,204000,0.0,
1993-06-02 00:00:00+00:00,9.5,9.583333015441896,9.416666984558104,5.092856407165527,305700,0.0,
1993-06-03 00:00:00+00:00,9.416666984558104,9.416666984558104,9.333333015441896,5.047784805297852,487800,0.0,
1993-06-04 00:00:00+00:00,9.333333015441896,9.416666984558104,9.25,5.002717018127441,240300,0.0,
1993-06-07 00:00:00+00:00,9.166666984558104,9.25,9.0,4.8675079345703125,318600,0.0,
1993-06-08 00:00:00+00:00,8.916666984558105,8.916666984558105,8.791666984558105,4.754833221435547,428700,0.0,
1993-06-09 00:00:00+00:00,8.791666984558105,8.875,8.708333015441895,4.777368545532227,1035300,0.0,
1993-06-10 00:00:00+00:00,8.791666984558105,8.833333015441895,8.708333015441895,4.754833221435547,211200,0.0,
1993-06-11 00:00:00+00:00,8.666666984558105,8.75,8.625,4.687232971191406,1272600,0.0,
1993-06-14 00:00:00+00:00,8.666666984558105,8.75,8.666666984558105,4.70976448059082,33300,0.0,
1993-06-15 00:00:00+00:00,8.75,8.833333015441895,8.5,4.66469669342041,552600,0.0,
1993-06-16 00:00:00+00:00,8.625,8.666666984558105,8.583333015441895,4.642160415649414,379500,0.0,
1993-06-17 00:00:00+00:00,8.625,8.666666984558105,8.583333015441895,4.642160415649414,489900,0.0,
1993-06-18 00:00:00+00:00,8.666666984558105,8.75,8.625,4.687232971191406,551700,0.0,
1993-06-21 00:00:00+00:00,8.708333015441895,8.916666984558105,8.583333015441895,4.822435855865479,480300,0.0,
1993-06-22 00:00:00+00:00,9.125,9.25,9.083333015441896,4.935112953186035,938700,0.0,
1993-06-23 00:00:00+00:00,9.083333015441896,9.25,9.083333015441896,4.957644939422607,346200,0.0,
1993-06-24 00:00:00+00:00,9.166666984558104,9.25,9.125,5.020973205566406,459300,0.033333,
1993-06-25 00:00:00+00:00,9.333333015441896,9.583333015441896,9.333333015441896,5.179294586181641,234900,0.0,
1993-06-28 00:00:00+00:00,9.583333015441896,9.666666984558104,9.583333015441896,5.201910495758057,41400,0.0,
1993-06-29 00:00:00+00:00,9.666666984558104,9.666666984558104,9.583333015441896,5.247146129608154,312000,0.0,
1993-06-30 00:00:00+00:00,9.666666984558104,9.916666984558104,9.666666984558104,5.382846832275391,32700,0.0,
1993-07-01 00:00:00+00:00,9.916666984558104,10.0,9.833333015441896,5.337610721588135,377700,0.0,
1993-07-02 00:00:00+00:00,9.833333015441896,9.833333015441896,9.75,5.337610721588135,45000,0.0,
1993-07-06 00:00:00+00:00,9.75,9.75,9.708333015441896,5.269759654998779,157800,0.0,
1993-07-07 00:00:00+00:00,9.666666984558104,9.666666984558104,9.5,5.156674861907959,438000,0.0,
1993-07-08 00:00:00+00:00,9.541666984558104,9.541666984558104,9.5,5.179294586181641,189900,0.0,
1993-07-09 00:00:00+00:00,9.541666984558104,9.666666984558104,9.541666984558104,5.247146129608154,200400,0.0,
1993-07-12 00:00:00+00:00,9.666666984558104,9.833333015441896,9.666666984558104,5.337610721588135,108000,0.0,
1993-07-13 00:00:00+00:00,9.791666984558104,9.875,9.791666984558104,5.360227584838867,166500,0.0,
1993-07-14 00:00:00+00:00,9.833333015441896,9.833333015441896,9.75,5.292379379272461,1323300,0.0,
1993-07-15 00:00:00+00:00,9.75,9.833333015441896,9.75,5.337610721588135,41100,0.0,
1993-07-16 00:00:00+00:00,9.791666984558104,9.833333015441896,9.75,5.292379379272461,75300,0.0,
