date,CAPL_Open,CAPL_High,CAPL_Low,CAPL_Close,CAPL_Volume,CAPL_Dividends,CAPL_Stock Splits
2012-10-25 00:00:00+00:00,21.40999984741211,21.649999618530277,20.11000061035156,6.5126495361328125,2734400,0.0,
2012-10-26 00:00:00+00:00,21.520000457763672,21.520000457763672,20.11000061035156,6.709029197692871,302200,0.0,
2012-10-31 00:00:00+00:00,20.82999992370605,21.13999938964844,20.34000015258789,6.709029197692871,102000,0.0,
2012-11-01 00:00:00+00:00,20.989999771118164,21.030000686645508,20.700000762939453,6.680054187774658,82700,0.0,
2012-11-02 00:00:00+00:00,20.899999618530277,20.950000762939453,20.420000076293945,6.622106552124023,124200,0.0,
2012-11-05 00:00:00+00:00,20.790000915527344,20.790000915527344,20.270000457763672,6.570598602294922,91200,0.0,
2012-11-06 00:00:00+00:00,20.549999237060547,20.549999237060547,20.15999984741211,6.5255279541015625,83200,0.0,
2012-11-07 00:00:00+00:00,20.200000762939453,20.229999542236328,19.520000457763672,6.438607215881348,99300,0.0,
2012-11-08 00:00:00+00:00,19.600000381469727,20.01000022888184,19.559999465942383,6.345247745513916,37900,0.0,
2012-11-09 00:00:00+00:00,20.049999237060547,20.049999237060547,19.559999465942383,6.306612968444824,23100,0.0,
2012-11-12 00:00:00+00:00,19.65999984741211,20.06999969482422,19.65999984741211,6.390317916870117,48700,0.0,
2012-11-13 00:00:00+00:00,19.729999542236328,19.850000381469727,19.559999465942383,6.325929641723633,18600,0.0,
2012-11-14 00:00:00+00:00,19.799999237060547,19.799999237060547,19.25,6.27120304107666,67000,0.0,
2012-11-15 00:00:00+00:00,19.479999542236328,19.479999542236328,19.020000457763672,6.1939377784729,43500,0.0,
2012-11-16 00:00:00+00:00,19.299999237060547,19.38999938964844,19.25,6.2422285079956055,45400,0.0,
2012-11-19 00:00:00+00:00,19.0,19.670000076293945,19.0,6.303396224975586,40800,0.0,
2012-11-20 00:00:00+00:00,19.690000534057617,19.700000762939453,19.450000762939453,6.3162713050842285,10000,0.0,
2012-11-21 00:00:00+00:00,19.690000534057617,19.81999969482422,19.63999938964844,6.377438545227051,11700,0.0,
2012-11-23 00:00:00+00:00,19.88999938964844,19.93000030517578,19.600000381469727,6.406412601470947,12200,0.0,
2012-11-26 00:00:00+00:00,19.93000030517578,20.020000457763672,19.43000030517578,6.354905128479004,10200,0.0,
2012-11-27 00:00:00+00:00,19.739999771118164,19.739999771118164,19.479999542236328,6.322710990905762,15900,0.0,
2012-11-28 00:00:00+00:00,19.149999618530277,19.799999237060547,19.100000381469727,6.293737411499023,17900,0.0,
2012-11-29 00:00:00+00:00,19.5,19.6299991607666,19.299999237060547,6.264763832092285,15500,0.0,
2012-11-30 00:00:00+00:00,19.799999237060547,19.799999237060547,19.0,6.229351043701172,38400,0.0,
2012-12-03 00:00:00+00:00,19.34000015258789,19.57999992370605,19.299999237060547,6.232572078704834,34700,0.0,
2012-12-04 00:00:00+00:00,18.950000762939453,19.34000015258789,18.700000762939453,6.084482669830322,133700,0.0,
2012-12-05 00:00:00+00:00,19.350000381469727,19.350000381469727,18.399999618530277,6.003998756408691,81300,0.0,
2012-12-06 00:00:00+00:00,18.010000228881836,18.75,16.65999984741211,5.933176040649414,245800,0.0,
2012-12-07 00:00:00+00:00,18.600000381469727,18.649999618530277,18.43000030517578,5.9396138191223145,40800,0.0,
2012-12-10 00:00:00+00:00,18.489999771118164,18.649999618530277,18.200000762939453,5.9879021644592285,53300,0.0,
2012-12-11 00:00:00+00:00,18.399999618530277,18.670000076293945,18.11000061035156,6.003998756408691,129400,0.0,
2012-12-12 00:00:00+00:00,18.690000534057617,19.350000381469727,18.38999938964844,6.206816673278809,137700,0.0,
2012-12-13 00:00:00+00:00,19.18000030517578,19.34000015258789,19.11000061035156,6.177841663360596,125100,0.0,
2012-12-14 00:00:00+00:00,19.149999618530277,19.32999992370605,18.899999618530277,6.222911834716797,28300,0.0,
2012-12-17 00:00:00+00:00,19.299999237060547,19.420000076293945,18.75,6.045848846435547,19400,0.0,
2012-12-18 00:00:00+00:00,18.76000022888184,19.190000534057617,18.56999969482422,6.110238075256348,33900,0.0,
2012-12-19 00:00:00+00:00,18.920000076293945,19.809999465942383,18.700000762939453,6.222911834716797,31000,0.0,
2012-12-20 00:00:00+00:00,18.90999984741211,19.07999992370605,18.700000762939453,6.116674423217773,44500,0.0,
2012-12-21 00:00:00+00:00,18.959999084472656,19.149999618530277,18.65999984741211,6.132771968841553,19700,0.0,
2012-12-24 00:00:00+00:00,18.61000061035156,19.09000015258789,18.530000686645508,6.052290439605713,57000,0.0,
2012-12-26 00:00:00+00:00,18.5,18.770000457763672,18.299999237060547,5.946053504943848,119200,0.0,
2012-12-27 00:00:00+00:00,18.59000015258789,18.600000381469727,17.700000762939453,5.791526794433594,164000,0.0,
2012-12-28 00:00:00+00:00,17.8799991607666,18.46999931335449,17.799999237060547,5.891322135925293,131300,0.0,
2012-12-31 00:00:00+00:00,18.18000030517578,18.68000030517578,18.07999992370605,5.981466770172119,135300,0.0,
2013-01-02 00:00:00+00:00,18.739999771118164,19.84000015258789,18.739999771118164,6.267983436584473,89000,0.0,
2013-01-03 00:00:00+00:00,19.5,19.84000015258789,19.350000381469727,6.358122825622559,79200,0.0,
2013-01-04 00:00:00+00:00,19.709999084472656,19.959999084472656,19.649999618530277,6.412852764129639,70900,0.0,
2013-01-07 00:00:00+00:00,19.690000534057617,20.170000076293945,19.6299991607666,6.406412601470947,126100,0.0,
2013-01-08 00:00:00+00:00,19.809999465942383,19.899999618530277,19.459999084472656,6.393535614013672,55600,0.0,
2013-01-09 00:00:00+00:00,20.0,20.0,19.440000534057617,6.351685523986816,48300,0.0,
2013-01-10 00:00:00+00:00,19.809999465942383,20.049999237060547,19.59000015258789,6.45470142364502,48800,0.0,
2013-01-11 00:00:00+00:00,20.049999237060547,20.170000076293945,19.71999931335449,6.406412601470947,84700,0.0,
2013-01-14 00:00:00+00:00,19.86000061035156,20.049999237060547,19.76000022888184,6.45470142364502,79600,0.0,
2013-01-15 00:00:00+00:00,20.0,20.09000015258789,19.850000381469727,6.438607215881348,95000,0.0,
2013-01-16 00:00:00+00:00,20.0,20.0,19.75,6.396756172180176,95600,0.0,
2013-01-17 00:00:00+00:00,19.799999237060547,19.979999542236328,19.709999084472656,6.432166576385498,79000,0.0,
2013-01-18 00:00:00+00:00,19.8799991607666,19.950000762939453,19.51000022888184,6.322710990905762,85900,0.0,
2013-01-22 00:00:00+00:00,19.739999771118164,20.020000457763672,19.709999084472656,6.419289588928223,61700,0.0,
2013-01-23 00:00:00+00:00,20.020000457763672,20.049999237060547,19.809999465942383,6.406412601470947,80600,0.0,
2013-01-24 00:00:00+00:00,19.850000381469727,20.0,19.6299991607666,6.422510623931885,71500,0.0,
2013-01-25 00:00:00+00:00,19.940000534057617,20.030000686645508,19.8799991607666,6.438607215881348,25700,0.0,
2013-01-28 00:00:00+00:00,20.0,20.1299991607666,19.950000762939453,6.46436071395874,55200,0.0,
2013-01-29 00:00:00+00:00,20.0,20.049999237060547,19.75,6.40963077545166,70800,0.0,
2013-01-30 00:00:00+00:00,19.670000076293945,20.049999237060547,19.670000076293945,6.492959976196289,4200,0.295,
2013-01-31 00:00:00+00:00,19.959999084472656,19.979999542236328,19.75,6.50602912902832,20800,0.0,
2013-02-01 00:00:00+00:00,20.0,20.01000022888184,19.76000022888184,6.519102573394775,24300,0.0,
2013-02-04 00:00:00+00:00,19.84000015258789,20.100000381469727,19.76000022888184,6.532171249389648,192700,0.0,
2013-02-05 00:00:00+00:00,19.8799991607666,20.1299991607666,19.489999771118164,6.502762317657471,173900,0.0,
2013-02-06 00:00:00+00:00,19.899999618530277,20.040000915527344,19.899999618530277,6.535440921783447,206400,0.0,
2013-02-07 00:00:00+00:00,20.0,20.09000015258789,19.920000076293945,6.535440921783447,28600,0.0,
2013-02-08 00:00:00+00:00,20.0,20.13999938964844,19.979999542236328,6.571386337280273,43700,0.0,
2013-02-11 00:00:00+00:00,20.149999618530277,20.450000762939453,20.09000015258789,6.633470058441162,80100,0.0,
2013-02-12 00:00:00+00:00,20.229999542236328,20.38999938964844,20.229999542236328,6.649806976318359,52300,0.0,
2013-02-13 00:00:00+00:00,20.36000061035156,20.450000762939453,20.200000762939453,6.669417381286621,74000,0.0,
2013-02-14 00:00:00+00:00,20.450000762939453,20.450000762939453,20.299999237060547,6.675950527191162,46000,0.0,
2013-02-15 00:00:00+00:00,20.399999618530277,20.88999938964844,20.399999618530277,6.705361366271973,100700,0.0,
2013-02-19 00:00:00+00:00,20.63999938964844,20.770000457763672,20.600000381469727,6.764180660247803,25200,0.0,
2013-02-20 00:00:00+00:00,20.6200008392334,20.899999618530277,20.200000762939453,6.698824882507324,46800,0.0,
2013-02-21 00:00:00+00:00,20.5,20.649999618530277,20.299999237060547,6.698824882507324,48700,0.0,
2013-02-22 00:00:00+00:00,20.56999969482422,20.790000915527344,20.399999618530277,6.718430995941162,22700,0.0,
2013-02-25 00:00:00+00:00,20.600000381469727,20.68000030517578,20.440000534057617,6.698824882507324,20300,0.0,
2013-02-26 00:00:00+00:00,20.600000381469727,20.649999618530277,20.5,6.721700191497803,19100,0.0,
2013-02-27 00:00:00+00:00,20.540000915527344,20.690000534057617,20.540000915527344,6.734771251678467,22500,0.0,
2013-02-28 00:00:00+00:00,20.51000022888184,20.96999931335449,20.459999084472656,6.800123691558838,14100,0.0,
