date,FWRD_Open,FWRD_High,FWRD_Low,FWRD_Close,FWRD_Volume,FWRD_Dividends,FWRD_Stock Splits
1993-11-16 00:00:00+00:00,3.388889074325561,3.6111109256744394,3.277777910232544,1.80656898021698,8705700,0.0,
1993-11-17 00:00:00+00:00,3.6111109256744394,3.9166669845581055,3.555556058883667,1.94770610332489,2836350,0.0,
1993-11-18 00:00:00+00:00,3.8888890743255615,4.055555820465088,3.777777910232544,1.919478416442871,1637550,0.0,
1993-11-19 00:00:00+00:00,3.777777910232544,3.8611109256744394,3.722222089767456,1.9053648710250852,1134450,0.0,
1993-11-22 00:00:00+00:00,3.722222089767456,3.777777910232544,3.555556058883667,1.8347963094711304,767250,0.0,
1993-11-23 00:00:00+00:00,3.6111109256744394,3.9166669845581055,3.6111109256744394,1.94770610332489,422100,0.0,
1993-11-24 00:00:00+00:00,3.8333330154418954,3.9166669845581055,3.8333330154418954,1.9900482892990112,111600,0.0,
1993-11-26 00:00:00+00:00,3.8888890743255615,3.8888890743255615,3.8333330154418954,1.9759345054626465,19350,0.0,
1993-11-29 00:00:00+00:00,3.8333330154418954,4.0,3.8333330154418954,1.9900482892990112,214200,0.0,
1993-11-30 00:00:00+00:00,3.944443941116333,4.1666669845581055,3.944443941116333,2.0888445377349854,242100,0.0,
1993-12-01 00:00:00+00:00,4.222221851348877,4.277778148651123,4.111111164093018,2.1029577255249023,338400,0.0,
1993-12-02 00:00:00+00:00,4.111111164093018,4.194444179534912,4.055555820465088,2.0606167316436768,136350,0.0,
1993-12-03 00:00:00+00:00,4.138888835906982,4.1666669845581055,4.083333015441895,2.117072820663452,49950,0.0,
1993-12-06 00:00:00+00:00,4.083333015441895,4.1666669845581055,4.083333015441895,2.1029577255249023,30600,0.0,
1993-12-07 00:00:00+00:00,4.083333015441895,4.1666669845581055,4.083333015441895,2.1029577255249023,103050,0.0,
1993-12-08 00:00:00+00:00,4.1666669845581055,4.222221851348877,4.083333015441895,2.1453001499176025,206100,0.0,
1993-12-09 00:00:00+00:00,4.25,4.388888835906982,4.194444179534912,2.229982376098633,554400,0.0,
1993-12-10 00:00:00+00:00,4.388888835906982,4.388888835906982,4.305555820465088,2.201754331588745,135000,0.0,
1993-12-13 00:00:00+00:00,4.305555820465088,4.388888835906982,4.305555820465088,2.229982376098633,155250,0.0,
1993-12-14 00:00:00+00:00,4.388888835906982,4.5,4.222221851348877,2.229982376098633,340200,0.0,
1993-12-15 00:00:00+00:00,4.222221851348877,4.333333015441895,4.222221851348877,2.201754331588745,61200,0.0,
1993-12-16 00:00:00+00:00,4.1666669845581055,4.333333015441895,4.1666669845581055,2.1453001499176025,136800,0.0,
1993-12-17 00:00:00+00:00,4.111111164093018,4.277778148651123,4.111111164093018,2.173527956008911,122850,0.0,
1993-12-20 00:00:00+00:00,4.222221851348877,4.25,4.0,2.032388687133789,983700,0.0,
1993-12-21 00:00:00+00:00,4.0,4.222221851348877,4.0,2.1029577255249023,384300,0.0,
1993-12-22 00:00:00+00:00,4.055555820465088,4.277778148651123,4.055555820465088,2.173527956008911,211050,0.0,
1993-12-23 00:00:00+00:00,4.111111164093018,4.111111164093018,4.111111164093018,2.0888445377349854,4950,0.0,
1993-12-27 00:00:00+00:00,4.333333015441895,4.444444179534912,4.277778148651123,2.2582099437713623,37350,0.0,
1993-12-28 00:00:00+00:00,4.333333015441895,4.611111164093018,4.333333015441895,2.3146655559539795,650700,0.0,
1993-12-29 00:00:00+00:00,4.5,4.777778148651123,4.5,2.4275765419006348,229050,0.0,
1993-12-30 00:00:00+00:00,4.555555820465088,4.777778148651123,4.555555820465088,2.3711206912994385,223200,0.0,
1993-12-31 00:00:00+00:00,4.611111164093018,4.6666669845581055,4.555555820465088,2.3146655559539795,43200,0.0,
1994-01-03 00:00:00+00:00,4.555555820465088,4.6666669845581055,4.555555820465088,2.342892646789551,236700,0.0,
1994-01-04 00:00:00+00:00,4.444444179534912,4.472221851348877,4.444444179534912,2.272323608398437,416700,0.0,
1994-01-05 00:00:00+00:00,4.333333015441895,4.75,4.333333015441895,2.3711206912994385,94050,0.0,
1994-01-06 00:00:00+00:00,4.6666669845581055,5.0,4.6666669845581055,2.484031915664673,422100,0.0,
1994-01-07 00:00:00+00:00,4.777778148651123,5.055555820465088,4.777778148651123,2.5687148571014404,445950,0.0,
1994-01-10 00:00:00+00:00,4.888888835906982,5.055555820465088,4.833333015441895,2.469917297363281,101700,0.0,
1994-01-11 00:00:00+00:00,4.833333015441895,4.944444179534912,4.833333015441895,2.484031915664673,20250,0.0,
1994-01-12 00:00:00+00:00,5.0,5.0,4.833333015441895,2.4558041095733643,3600,0.0,
1994-01-13 00:00:00+00:00,4.944444179534912,4.944444179534912,4.777778148651123,2.484031915664673,41400,0.0,
1994-01-14 00:00:00+00:00,4.944444179534912,4.944444179534912,4.777778148651123,2.4558041095733643,32850,0.0,
1994-01-17 00:00:00+00:00,4.777778148651123,4.777778148651123,4.777778148651123,2.4275765419006348,3600,0.0,
1994-01-18 00:00:00+00:00,4.777778148651123,4.777778148651123,4.777778148651123,2.4275765419006348,7650,0.0,
1994-01-19 00:00:00+00:00,4.722221851348877,4.888888835906982,4.722221851348877,2.484031915664673,58500,0.0,
1994-01-20 00:00:00+00:00,4.6666669845581055,4.833333015441895,4.6666669845581055,2.4558041095733643,71550,0.0,
1994-01-21 00:00:00+00:00,4.833333015441895,4.944444179534912,4.722221851348877,2.4558041095733643,53550,0.0,
