date,PBYI_Open,PBYI_High,PBYI_Low,PBYI_Close,PBYI_Volume,PBYI_Dividends,PBYI_Stock Splits
2012-04-24 00:00:00+00:00,13.0,14.0,12.5,14.0,109500,,
2012-04-25 00:00:00+00:00,12.960000038146973,14.029999732971191,12.960000038146973,13.0,265900,,
2012-04-26 00:00:00+00:00,14.0,14.0,12.5,14.0,127000,,
2012-04-27 00:00:00+00:00,13.0,13.0,12.600000381469728,13.0,2100,,
2012-04-30 00:00:00+00:00,13.0,13.5,13.0,13.5,34000,,
2012-05-01 00:00:00+00:00,13.25,13.75,13.25,13.75,6000,,
2012-05-02 00:00:00+00:00,13.550000190734863,13.710000038146973,13.5,13.550000190734863,7900,,
2012-05-03 00:00:00+00:00,13.550000190734863,13.550000190734863,13.25,13.350000381469728,18300,,
2012-05-04 00:00:00+00:00,13.699999809265137,13.989999771118164,13.699999809265137,13.989999771118164,2000,,
2012-05-07 00:00:00+00:00,13.5,13.5,13.0,13.0,15400,,
2012-05-08 00:00:00+00:00,13.0,13.0,13.0,13.0,2500,,
2012-05-09 00:00:00+00:00,12.899999618530272,12.899999618530272,12.75,12.75,4800,,
2012-05-10 00:00:00+00:00,12.899999618530272,13.25,12.75,13.25,14400,,
2012-05-11 00:00:00+00:00,13.0,13.100000381469728,13.0,13.0,15900,,
2012-05-14 00:00:00+00:00,13.0,13.25,13.0,13.25,1100,,
2012-05-15 00:00:00+00:00,13.25,13.5,13.25,13.5,5400,,
2012-05-16 00:00:00+00:00,13.350000381469728,13.5,13.350000381469728,13.5,55800,,
2012-05-17 00:00:00+00:00,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,1000,,
2012-05-18 00:00:00+00:00,13.5,13.5,12.899999618530272,13.0,1900,,
2012-05-21 00:00:00+00:00,12.75,12.75,12.75,12.75,31500,,
2012-05-22 00:00:00+00:00,12.899999618530272,12.899999618530272,12.899999618530272,12.899999618530272,800,,
2012-05-23 00:00:00+00:00,13.5,13.5,13.5,13.5,4000,,
2012-05-24 00:00:00+00:00,13.5,13.5,13.5,13.5,3000,,
2012-05-25 00:00:00+00:00,13.5,13.5,13.25,13.25,4800,,
2012-05-29 00:00:00+00:00,13.359999656677246,13.5,12.779999732971191,12.779999732971191,4300,,
2012-05-30 00:00:00+00:00,13.25,13.25,13.0,13.0,3400,,
2012-05-31 00:00:00+00:00,13.5,13.5,13.5,13.5,1100,,
2012-06-01 00:00:00+00:00,13.5,13.5,12.75,13.0,3400,,
2012-06-04 00:00:00+00:00,13.0,13.0,11.0,11.0,146200,,
2012-06-05 00:00:00+00:00,12.5,12.5,12.5,12.5,300,,
2012-06-06 00:00:00+00:00,12.5,12.5,12.5,12.5,0,,
2012-06-07 00:00:00+00:00,12.5,12.5,12.5,12.5,1800,,
2012-06-08 00:00:00+00:00,12.5,12.5,12.5,12.5,11600,,
2012-06-11 00:00:00+00:00,12.5,12.5,12.5,12.5,11700,,
2012-06-12 00:00:00+00:00,12.399999618530272,12.399999618530272,12.25,12.25,400,,
2012-06-13 00:00:00+00:00,12.25,12.25,12.25,12.25,0,,
2012-06-14 00:00:00+00:00,12.25,12.25,12.25,12.25,0,,
2012-06-15 00:00:00+00:00,12.25,12.25,12.25,12.25,0,,
2012-06-18 00:00:00+00:00,12.25,12.25,12.25,12.25,0,,
2012-06-19 00:00:00+00:00,12.020000457763672,12.020000457763672,11.949999809265137,11.949999809265137,1400,,
2012-06-20 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,2900,,
2012-06-21 00:00:00+00:00,11.949999809265137,11.949999809265137,11.850000381469728,11.850000381469728,4500,,
2012-06-22 00:00:00+00:00,11.949999809265137,11.949999809265137,11.800000190734863,11.850000381469728,4400,,
2012-06-25 00:00:00+00:00,11.880000114440918,11.880000114440918,11.850000381469728,11.850000381469728,13000,,
2012-06-26 00:00:00+00:00,11.5,11.5,11.300000190734863,11.300000190734863,14500,,
2012-06-27 00:00:00+00:00,11.25,11.300000190734863,11.25,11.300000190734863,11500,,
2012-06-28 00:00:00+00:00,11.25,11.25,11.25,11.25,10700,,
2012-06-29 00:00:00+00:00,11.0,11.25,11.0,11.25,149800,,
2012-07-02 00:00:00+00:00,11.149999618530272,11.149999618530272,11.0,11.100000381469728,35600,,
2012-07-03 00:00:00+00:00,11.050000190734863,11.25,11.0,11.25,4600,,
2012-07-05 00:00:00+00:00,11.25,11.25,11.25,11.25,0,,
2012-07-06 00:00:00+00:00,11.369999885559082,11.369999885559082,11.369999885559082,11.369999885559082,600,,
2012-07-09 00:00:00+00:00,11.369999885559082,11.369999885559082,11.369999885559082,11.369999885559082,0,,
2012-07-10 00:00:00+00:00,11.369999885559082,11.369999885559082,11.369999885559082,11.369999885559082,0,,
2012-07-11 00:00:00+00:00,11.369999885559082,11.369999885559082,11.369999885559082,11.369999885559082,0,,
2012-07-12 00:00:00+00:00,11.0,11.300000190734863,11.0,11.25,14100,,
2012-07-13 00:00:00+00:00,11.25,11.25,11.25,11.25,500,,
2012-07-16 00:00:00+00:00,11.25,13.0,11.1899995803833,11.199999809265137,160600,,
2012-07-17 00:00:00+00:00,12.5,12.5,12.5,12.5,300,,
2012-07-18 00:00:00+00:00,12.5,12.5,12.5,12.5,0,,
2012-07-19 00:00:00+00:00,12.0,12.0,12.0,12.0,1800,,
2012-07-20 00:00:00+00:00,12.5,12.5,12.5,12.5,11500,,
2012-07-23 00:00:00+00:00,12.5,12.5,12.5,12.5,0,,
2012-07-24 00:00:00+00:00,12.5,12.5,12.5,12.5,0,,
2012-07-25 00:00:00+00:00,12.0,12.0,12.0,12.0,15400,,
2012-07-26 00:00:00+00:00,12.0,12.0,12.0,12.0,0,,
2012-07-27 00:00:00+00:00,12.5,12.5,12.5,12.5,450000,,
2012-07-30 00:00:00+00:00,12.75,13.0,12.550000190734863,12.979999542236328,27700,,
2012-07-31 00:00:00+00:00,12.949999809265137,12.949999809265137,12.75,12.75,800,,
2012-08-01 00:00:00+00:00,12.5,12.5,12.0,12.399999618530272,43000,,
2012-08-02 00:00:00+00:00,12.399999618530272,12.399999618530272,12.350000381469728,12.399999618530272,1000,,
2012-08-03 00:00:00+00:00,12.399999618530272,12.649999618530272,12.25,12.300000190734863,44300,,
2012-08-06 00:00:00+00:00,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,0,,
2012-08-07 00:00:00+00:00,13.0,13.0,12.550000190734863,12.800000190734863,343400,,
2012-08-08 00:00:00+00:00,13.0,13.0,13.0,13.0,1500,,
2012-08-09 00:00:00+00:00,13.5,13.5,13.5,13.5,10200,,
