date,TK_Open,TK_High,TK_Low,TK_Close,TK_Volume,TK_Dividends,TK_Stock Splits
1995-07-20 00:00:00+00:00,11.5,11.625,11.3125,5.450369358062744,1701600,0.0,
1995-07-21 00:00:00+00:00,11.625,11.75,11.5,5.391759872436523,307000,0.0,
1995-07-24 00:00:00+00:00,11.5625,11.625,11.5,5.42106294631958,188800,0.0,
1995-07-25 00:00:00+00:00,11.625,11.625,11.5,5.42106294631958,102200,0.0,
1995-07-26 00:00:00+00:00,11.5625,11.5625,11.5,5.391759872436523,133000,0.0,
1995-07-27 00:00:00+00:00,11.5,11.75,11.5,5.450369358062744,113200,0.0,
1995-07-28 00:00:00+00:00,11.5625,11.875,11.5625,5.508976459503174,155200,0.0,
1995-07-31 00:00:00+00:00,11.75,11.875,11.625,5.567580699920654,133200,0.0,
1995-08-01 00:00:00+00:00,11.8125,12.0,11.75,5.626185894012451,99400,0.0,
1995-08-02 00:00:00+00:00,12.0,12.1875,12.0,5.684792995452881,43200,0.0,
1995-08-03 00:00:00+00:00,12.125,12.1875,12.0,5.655489921569824,48600,0.0,
1995-08-04 00:00:00+00:00,12.0625,12.0625,11.9375,5.596883296966553,33800,0.0,
1995-08-07 00:00:00+00:00,11.875,11.875,11.8125,5.567580699920654,125000,0.0,
1995-08-08 00:00:00+00:00,12.0,12.0,11.875,5.567580699920654,134200,0.0,
1995-08-09 00:00:00+00:00,11.9375,12.0,11.875,5.567580699920654,17400,0.0,
1995-08-10 00:00:00+00:00,11.875,12.125,11.875,5.684792995452881,33000,0.0,
1995-08-11 00:00:00+00:00,12.125,12.4375,12.125,5.831305980682373,43200,0.0,
1995-08-14 00:00:00+00:00,12.5625,12.8125,12.1875,5.714094161987305,116800,0.0,
1995-08-15 00:00:00+00:00,12.4375,12.5,12.25,5.74339771270752,132200,0.0,
1995-08-16 00:00:00+00:00,12.3125,12.3125,12.0,5.626185894012451,211400,0.0,
1995-08-17 00:00:00+00:00,12.0625,12.3125,12.0625,5.684792995452881,71400,0.0,
1995-08-18 00:00:00+00:00,12.0625,12.25,12.0625,5.74339771270752,106200,0.0,
1995-08-21 00:00:00+00:00,12.25,12.25,12.0,5.626185894012451,45400,0.0,
1995-08-22 00:00:00+00:00,12.125,12.125,11.875,5.567580699920654,35400,0.0,
1995-08-23 00:00:00+00:00,11.625,11.75,11.625,5.479672908782959,115200,0.0,
1995-08-24 00:00:00+00:00,11.6875,11.75,11.6875,5.508976459503174,100200,0.0,
1995-08-25 00:00:00+00:00,11.8125,11.875,11.8125,5.567580699920654,43000,0.0,
1995-08-28 00:00:00+00:00,12.0,12.0,11.9375,5.596883296966553,28400,0.0,
1995-08-29 00:00:00+00:00,12.0,12.0,11.6875,5.479672908782959,89200,0.0,
1995-08-30 00:00:00+00:00,11.75,11.75,11.625,5.479672908782959,181000,0.0,
1995-08-31 00:00:00+00:00,11.75,11.875,11.6875,5.567580699920654,100000,0.0,
1995-09-01 00:00:00+00:00,12.0,12.0625,12.0,5.626185894012451,10200,0.0,
1995-09-05 00:00:00+00:00,12.0,12.0625,11.9375,5.626185894012451,40200,0.0,
1995-09-06 00:00:00+00:00,12.0625,12.125,12.0625,5.684792995452881,28000,0.0,
1995-09-07 00:00:00+00:00,12.1875,12.4375,12.1875,5.772700786590576,121400,0.0,
1995-09-08 00:00:00+00:00,12.3125,12.375,12.25,5.74339771270752,22400,0.0,
1995-09-11 00:00:00+00:00,12.3125,12.3125,12.1875,5.714094161987305,6400,0.0,
1995-09-12 00:00:00+00:00,12.25,12.375,12.25,5.802002906799316,15400,0.0,
1995-09-13 00:00:00+00:00,12.3125,12.3125,12.1875,5.74339771270752,20600,0.0,
1995-09-14 00:00:00+00:00,12.3125,12.375,12.3125,5.802002906799316,39200,0.0,
1995-09-15 00:00:00+00:00,12.4375,12.5,12.375,5.802002906799316,21400,0.0,
1995-09-18 00:00:00+00:00,12.5,12.5,12.375,5.802002906799316,33400,0.0,
1995-09-19 00:00:00+00:00,12.4375,12.5,12.375,5.831305980682373,20000,0.0,
1995-09-20 00:00:00+00:00,12.4375,12.4375,12.375,5.802002906799316,1600,0.0,
1995-09-21 00:00:00+00:00,12.375,12.375,12.3125,5.802002906799316,65600,0.0,
1995-09-22 00:00:00+00:00,12.3125,12.3125,12.1875,5.74339771270752,52200,0.0,
1995-09-25 00:00:00+00:00,12.1875,12.1875,12.0625,5.684792995452881,41000,0.0,
1995-09-26 00:00:00+00:00,12.125,12.125,12.0,5.655489921569824,17600,0.0,
1995-09-27 00:00:00+00:00,12.0,12.0625,12.0,5.655489921569824,103000,0.0,
1995-09-28 00:00:00+00:00,12.0,12.0625,12.0,5.626185894012451,82600,0.0,
1995-09-29 00:00:00+00:00,12.0,12.0,12.0,5.626185894012451,34200,0.0,
1995-10-02 00:00:00+00:00,12.0625,12.0625,12.0,5.626185894012451,1200,0.0,
1995-10-03 00:00:00+00:00,12.125,12.125,12.125,5.684792995452881,8200,0.0,
1995-10-04 00:00:00+00:00,12.125,12.125,12.125,5.684792995452881,3600,0.0,
1995-10-05 00:00:00+00:00,12.125,12.125,12.125,5.684792995452881,1000,0.0,
1995-10-06 00:00:00+00:00,12.0,12.0625,12.0,5.626185894012451,25800,0.0,
1995-10-09 00:00:00+00:00,11.9375,11.9375,11.8125,5.538277626037598,384000,0.0,
