date,CLRO_Open,CLRO_High,CLRO_Low,CLRO_Close,CLRO_Volume,CLRO_Dividends,CLRO_Stock Splits
1989-03-03 00:00:00+00:00,0.0,1.375,1.0,0.3553751707077026,1000,0.0,
1989-03-06 00:00:00+00:00,0.0,1.34375,1.0,0.3553751707077026,600,0.0,
1989-03-07 00:00:00+00:00,0.0,1.34375,1.0,0.3553751707077026,400,0.0,
1989-03-08 00:00:00+00:00,0.0,1.34375,1.0,0.3553751707077026,500,0.0,
1989-03-09 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-03-10 00:00:00+00:00,0.0,1.34375,1.0,0.3553751707077026,200,0.0,
1989-03-13 00:00:00+00:00,0.0,1.34375,1.0,0.3553751707077026,2000,0.0,
1989-03-14 00:00:00+00:00,0.0,1.25,1.0,0.3553751707077026,2800,0.0,
1989-03-15 00:00:00+00:00,0.0,1.25,1.0,0.3553751707077026,900,0.0,
1989-03-16 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-03-17 00:00:00+00:00,0.0,1.25,1.0,0.3553751707077026,300,0.0,
1989-03-20 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-03-21 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-03-22 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-03-23 00:00:00+00:00,0.0,1.25,1.0,0.3553751707077026,4400,0.0,
1989-03-27 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-03-28 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-03-29 00:00:00+00:00,0.0,1.1875,1.0,0.3553751707077026,1700,0.0,
1989-03-30 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,600,0.0,
1989-03-31 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,6800,0.0,
1989-04-03 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-04-04 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,12000,0.0,
1989-04-05 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,8000,0.0,
1989-04-06 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,4000,0.0,
1989-04-07 00:00:00+00:00,1.0,1.0,1.0,0.3553751707077026,0,0.0,
1989-04-10 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,1200,0.0,
1989-04-11 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,100,0.0,
1989-04-12 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,600,0.0,
1989-04-13 00:00:00+00:00,0.0,1.125,1.0,0.3553751707077026,3000,0.0,
1989-04-14 00:00:00+00:00,0.0,1.25,1.125,0.3997970521450043,6000,0.0,
1989-04-17 00:00:00+00:00,1.125,1.125,1.125,0.3997970521450043,0,0.0,
1989-04-18 00:00:00+00:00,0.0,1.3125,1.1875,0.4220080375671386,11100,0.0,
1989-04-19 00:00:00+00:00,1.1875,1.1875,1.1875,0.4220080375671386,0,0.0,
1989-04-20 00:00:00+00:00,0.0,1.375,1.25,0.444219022989273,15500,0.0,
1989-04-21 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,21000,0.0,
1989-04-24 00:00:00+00:00,0.0,1.5625,1.375,0.4886408746242523,3100,0.0,
1989-04-25 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,23300,0.0,
1989-04-26 00:00:00+00:00,0.0,1.4375,1.375,0.4886408746242523,11300,0.0,
1989-04-27 00:00:00+00:00,0.0,1.4375,1.375,0.4886408746242523,13000,0.0,
1989-04-28 00:00:00+00:00,0.0,1.4375,1.375,0.4886408746242523,10000,0.0,
1989-05-01 00:00:00+00:00,1.375,1.375,1.375,0.4886408746242523,0,0.0,
1989-05-02 00:00:00+00:00,1.375,1.375,1.375,0.4886408746242523,0,0.0,
1989-05-03 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,4400,0.0,
1989-05-04 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,1000,0.0,
1989-05-05 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,1800,0.0,
1989-05-08 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,1500,0.0,
1989-05-09 00:00:00+00:00,1.375,1.375,1.375,0.4886408746242523,0,0.0,
1989-05-10 00:00:00+00:00,0.0,1.5,1.3125,0.4664298892021179,31000,0.0,
1989-05-11 00:00:00+00:00,0.0,1.5,1.3125,0.4664298892021179,2100,0.0,
1989-05-12 00:00:00+00:00,0.0,1.4375,1.3125,0.4664298892021179,3300,0.0,
1989-05-15 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,1400,0.0,
1989-05-16 00:00:00+00:00,0.0,1.5,1.375,0.4886408746242523,1400,0.0,
1989-05-17 00:00:00+00:00,1.375,1.375,1.375,0.4886408746242523,0,0.0,
1989-05-18 00:00:00+00:00,0.0,1.625,1.375,0.4886408746242523,8500,0.0,
1989-05-19 00:00:00+00:00,0.0,1.75,1.625,0.5774847865104675,7200,0.0,
1989-05-22 00:00:00+00:00,0.0,1.875,1.75,0.6219066381454468,7700,0.0,
1989-05-23 00:00:00+00:00,0.0,2.0,1.75,0.6219066381454468,21100,0.0,
1989-05-24 00:00:00+00:00,0.0,2.0,1.75,0.6219066381454468,1300,0.0,
1989-05-25 00:00:00+00:00,0.0,1.9375,1.75,0.6219066381454468,19400,0.0,
1989-05-26 00:00:00+00:00,0.0,1.9375,1.8125,0.6441174149513245,10000,0.0,
1989-05-30 00:00:00+00:00,0.0,1.9375,1.8125,0.6441174149513245,10300,0.0,
1989-05-31 00:00:00+00:00,0.0,2.0625,1.9375,0.688539445400238,25800,0.0,
1989-06-01 00:00:00+00:00,0.0,2.0,1.8125,0.6441174149513245,13500,0.0,
1989-06-02 00:00:00+00:00,0.0,2.0,1.8125,0.6441174149513245,8200,0.0,
1989-06-05 00:00:00+00:00,0.0,2.0,1.875,0.666328489780426,18100,0.0,
1989-06-06 00:00:00+00:00,0.0,1.9375,1.8125,0.6441174149513245,9300,0.0,
1989-06-07 00:00:00+00:00,0.0,1.9375,1.8125,0.6441174149513245,1500,0.0,
1989-06-08 00:00:00+00:00,0.0,1.875,1.75,0.6219066381454468,12700,0.0,
1989-06-09 00:00:00+00:00,0.0,1.875,1.75,0.6219066381454468,2900,0.0,
1989-06-12 00:00:00+00:00,0.0,1.875,1.78125,0.6330121159553528,5200,0.0,
1989-06-13 00:00:00+00:00,1.78125,1.78125,1.78125,0.6330121159553528,0,0.0,
1989-06-14 00:00:00+00:00,1.78125,1.78125,1.78125,0.6330121159553528,0,0.0,
1989-06-15 00:00:00+00:00,0.0,1.875,1.8125,0.6441174149513245,200,0.0,
1989-06-16 00:00:00+00:00,0.0,1.875,1.8125,0.6441174149513245,900,0.0,
1989-06-19 00:00:00+00:00,0.0,1.875,1.8125,0.6441174149513245,2500,0.0,
1989-06-20 00:00:00+00:00,0.0,2.0,1.875,0.666328489780426,8000,0.0,
1989-06-21 00:00:00+00:00,0.0,2.125,2.0,0.7107503414154053,14400,0.0,
1989-06-22 00:00:00+00:00,2.0,2.0,2.0,0.7107503414154053,0,0.0,
1989-06-23 00:00:00+00:00,0.0,2.125,1.9375,0.688539445400238,8800,0.0,
1989-06-26 00:00:00+00:00,0.0,2.0625,2.0,0.7107503414154053,1600,0.0,
1989-06-27 00:00:00+00:00,0.0,2.125,2.0,0.7107503414154053,6500,0.0,
1989-06-28 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,25800,0.0,
1989-06-29 00:00:00+00:00,0.0,2.1875,2.0,0.7107503414154053,10000,0.0,
1989-06-30 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,19500,0.0,
1989-07-03 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,4000,0.0,
1989-07-05 00:00:00+00:00,2.125,2.125,2.125,0.7551723718643188,0,0.0,
1989-07-06 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,400,0.0,
1989-07-07 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,1700,0.0,
1989-07-10 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,3700,0.0,
1989-07-11 00:00:00+00:00,0.0,2.25,2.0625,0.7329612374305725,12100,0.0,
1989-07-12 00:00:00+00:00,0.0,2.125,2.0,0.7107503414154053,34900,0.0,
1989-07-13 00:00:00+00:00,0.0,2.09375,2.0,0.7107503414154053,15500,0.0,
1989-07-14 00:00:00+00:00,0.0,2.09375,2.0,0.7107503414154053,2000,0.0,
1989-07-17 00:00:00+00:00,0.0,2.09375,2.0,0.7107503414154053,100,0.0,
1989-07-18 00:00:00+00:00,0.0,2.09375,2.0625,0.7329612374305725,1800,0.0,
1989-07-19 00:00:00+00:00,0.0,2.09375,2.0625,0.7329612374305725,800,0.0,
1989-07-20 00:00:00+00:00,0.0,2.125,2.0625,0.7329612374305725,1200,0.0,
1989-07-21 00:00:00+00:00,2.0625,2.0625,2.0625,0.7329612374305725,0,0.0,
1989-07-24 00:00:00+00:00,0.0,2.125,2.0625,0.7329612374305725,12400,0.0,
1989-07-25 00:00:00+00:00,0.0,2.125,2.0,0.7107503414154053,11700,0.0,
1989-07-26 00:00:00+00:00,0.0,2.125,2.0625,0.7329612374305725,28800,0.0,
1989-07-27 00:00:00+00:00,0.0,2.1875,2.125,0.7551723718643188,3500,0.0,
1989-07-28 00:00:00+00:00,0.0,2.1875,2.09375,0.7440667152404785,4600,0.0,
1989-07-31 00:00:00+00:00,0.0,2.1875,2.09375,0.7440667152404785,4100,0.0,
1989-08-01 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,1400,0.0,
1989-08-02 00:00:00+00:00,0.0,2.25,2.125,0.7551723718643188,2000,0.0,
1989-08-03 00:00:00+00:00,0.0,2.21875,2.125,0.7551723718643188,11500,0.0,
1989-08-04 00:00:00+00:00,0.0,2.21875,2.125,0.7551723718643188,2300,0.0,
1989-08-07 00:00:00+00:00,0.0,2.25,2.1875,0.7773831486701965,7600,0.0,
1989-08-08 00:00:00+00:00,0.0,2.3125,2.1875,0.7773831486701965,26200,0.0,
1989-08-09 00:00:00+00:00,0.0,2.3125,2.1875,0.7773831486701965,13000,0.0,
1989-08-10 00:00:00+00:00,0.0,2.3125,2.1875,0.7773831486701965,600,0.0,
