date,C_Open,C_High,C_Low,C_Close,C_Volume,C_Dividends,C_Stock Splits
1977-01-03 00:00:00+00:00,16.13312530517578,16.236875534057617,16.13312530517578,7.000539779663086,47952,0.0,
1977-01-04 00:00:00+00:00,16.236875534057617,16.28874969482422,16.184999465942383,7.022899627685547,34217,0.0,
1977-01-05 00:00:00+00:00,16.28874969482422,16.28874969482422,16.13312530517578,6.978168487548828,15422,0.0,
1977-01-06 00:00:00+00:00,16.13312530517578,16.13312530517578,15.92562484741211,6.933438777923584,39036,0.0,
1977-01-07 00:00:00+00:00,16.081249237060547,16.13312530517578,15.92562484741211,6.955802917480469,20482,0.0,
1977-01-10 00:00:00+00:00,16.13312530517578,16.340625762939453,16.13312530517578,7.022899627685547,42892,0.0,
1977-01-11 00:00:00+00:00,16.28874969482422,16.392499923706055,16.28874969482422,7.045269966125488,22169,0.0,
1977-01-12 00:00:00+00:00,16.340625762939453,16.340625762939453,16.13312530517578,7.045269966125488,34940,0.0,
1977-01-13 00:00:00+00:00,16.340625762939453,16.548124313354492,16.340625762939453,7.089999198913574,34458,0.0,
1977-01-14 00:00:00+00:00,16.444374084472656,16.548124313354492,16.392499923706055,7.112363338470459,20723,0.0,
1977-01-17 00:00:00+00:00,16.28874969482422,16.28874969482422,16.029375076293945,6.955802917480469,33735,0.0,
1977-01-18 00:00:00+00:00,16.13312530517578,16.184999465942383,16.029375076293945,6.978168487548828,34217,0.0,
1977-01-19 00:00:00+00:00,16.184999465942383,16.236875534057617,16.081249237060547,7.000539779663086,19759,0.0,
1977-01-20 00:00:00+00:00,16.236875534057617,16.340625762939453,15.92562484741211,6.955802917480469,79518,0.0,
1977-01-21 00:00:00+00:00,16.13312530517578,16.184999465942383,15.977499961853027,6.955802917480469,19277,0.0,
1977-01-24 00:00:00+00:00,16.13312530517578,16.184999465942383,16.029375076293945,6.978168487548828,24096,0.0,
1977-01-25 00:00:00+00:00,16.184999465942383,16.340625762939453,16.184999465942383,7.022899627685547,25060,0.0,
1977-01-26 00:00:00+00:00,16.236875534057617,16.236875534057617,16.081249237060547,6.955802917480469,22892,0.0,
1977-01-27 00:00:00+00:00,16.13312530517578,16.184999465942383,15.977499961853027,6.978168487548828,26506,0.0,
1977-01-28 00:00:00+00:00,16.13312530517578,16.184999465942383,15.977499961853027,6.978168487548828,26506,0.0,
1977-01-31 00:00:00+00:00,16.13312530517578,16.13312530517578,15.977499961853027,6.911074638366699,18072,0.0,
