date,CCI_Open,CCI_High,CCI_Low,CCI_Close,CCI_Volume,CCI_Dividends,CCI_Stock Splits
2020-09-24 00:00:00+00:00,156.52999877929688,159.25999450683594,155.64999389648438,134.04141235351562,2292200,0.0,
2020-09-25 00:00:00+00:00,156.39999389648438,161.86000061035156,156.1199951171875,137.71180725097656,1827100,0.0,
2020-09-28 00:00:00+00:00,163.88999938964844,164.75,161.8300018310547,139.31277465820312,1843900,0.0,
2020-09-29 00:00:00+00:00,163.2100067138672,164.5,162.3800048828125,139.8152313232422,1552600,0.0,
2020-09-30 00:00:00+00:00,164.8000030517578,167.0,164.35000610351562,141.79095458984375,2341600,0.0,
2020-10-01 00:00:00+00:00,166.75,168.3000030517578,164.92999267578125,143.07688903808594,1693200,0.0,
2020-10-02 00:00:00+00:00,166.91000366210938,169.3000030517578,166.10000610351562,143.59632873535156,2275700,0.0,
2020-10-05 00:00:00+00:00,168.6199951171875,169.0,165.27999877929688,143.6304168701172,1450200,0.0,
2020-10-06 00:00:00+00:00,168.75,168.75,164.44000244140625,140.59019470214844,2010000,0.0,
2020-10-07 00:00:00+00:00,166.1999969482422,166.5,164.17999267578125,140.44544982910156,1514400,0.0,
2020-10-08 00:00:00+00:00,165.75,169.30999755859375,165.33999633789062,141.17784118652344,1329000,0.0,
2020-10-09 00:00:00+00:00,166.60000610351562,167.6300048828125,164.8800048828125,142.52334594726562,1010400,0.0,
2020-10-12 00:00:00+00:00,168.22999572753906,168.5,166.52000427246094,143.2642364501953,1029700,0.0,
2020-10-13 00:00:00+00:00,168.08999633789062,168.08999633789062,165.94000244140625,142.04647827148438,1635400,0.0,
2020-10-14 00:00:00+00:00,167.1699981689453,167.49000549316406,164.5,140.53912353515625,1463900,0.0,
2020-10-15 00:00:00+00:00,164.16000366210938,168.5,163.4499969482422,143.18759155273438,1045700,0.0,
2020-10-16 00:00:00+00:00,167.0399932861328,168.4499969482422,166.36000061035156,142.13162231445312,1171700,0.0,
2020-10-19 00:00:00+00:00,168.25,168.75,163.75,139.93447875976562,3165600,0.0,
2020-10-20 00:00:00+00:00,164.6699981689453,165.63999938964844,162.25999450683594,140.05374145507812,2080900,0.0,
2020-10-21 00:00:00+00:00,162.9199981689453,165.4499969482422,162.75,139.483154296875,1434300,0.0,
2020-10-22 00:00:00+00:00,162.63999938964844,163.33999633789062,154.61000061035156,133.06210327148438,3377500,0.0,
2020-10-23 00:00:00+00:00,156.38999938964844,158.99000549316406,155.0,134.95263671875,1784100,0.0,
2020-10-26 00:00:00+00:00,157.6999969482422,160.42999267578125,156.6699981689453,136.1874542236328,1548100,0.0,
2020-10-27 00:00:00+00:00,160.19000244140625,162.35000610351562,160.1199951171875,136.7751007080078,1763700,0.0,
2020-10-28 00:00:00+00:00,158.5,160.0800018310547,156.5,133.5730743408203,1743400,0.0,
2020-10-29 00:00:00+00:00,158.80999755859375,159.61000061035156,156.22000122070312,134.30543518066406,1310500,0.0,
2020-10-30 00:00:00+00:00,156.63999938964844,157.58999633789062,154.0800018310547,133.01953125,1256000,0.0,
2020-11-02 00:00:00+00:00,157.4499969482422,160.80999755859375,156.92999267578125,135.81275939941406,1260700,0.0,
