date,EDZ_Open,EDZ_High,EDZ_Low,EDZ_Close,EDZ_Volume,EDZ_Dividends,EDZ_Stock Splits
2008-12-30 00:00:00+00:00,18472.5,18472.5,17567.5,16050.53515625,43,0.0,
2008-12-31 00:00:00+00:00,17665.0,17715.0,16570.0,15360.73046875,29,0.0,
2009-01-02 00:00:00+00:00,16050.0,16245.0,13892.5,12900.7294921875,134,0.0,
2009-01-05 00:00:00+00:00,14367.5,14490.0,13467.5,12560.39453125,266,0.0,
2009-01-06 00:00:00+00:00,13112.5,13290.0,12450.0,11603.34765625,182,0.0,
2009-01-07 00:00:00+00:00,13800.0,15017.5,13800.0,13549.4189453125,216,0.0,
2009-01-08 00:00:00+00:00,16250.0,16250.0,15060.0,13759.5595703125,172,0.0,
2009-01-09 00:00:00+00:00,15432.5,16437.5,15290.0,14648.083984375,84,0.0,
2009-01-12 00:00:00+00:00,16750.0,18422.5,16620.0,16680.955078125,174,0.0,
2009-01-13 00:00:00+00:00,18250.0,18532.5,17152.5,16411.4296875,113,0.0,
2009-01-14 00:00:00+00:00,18990.0,20972.5,18942.5,18818.89453125,140,0.0,
2009-01-15 00:00:00+00:00,20507.5,22670.0,19142.5,18277.55859375,289,0.0,
2009-01-16 00:00:00+00:00,18050.0,20942.5,18022.5,17443.84765625,252,0.0,
2009-01-20 00:00:00+00:00,21007.5,23395.0,20805.0,21374.828125,178,0.0,
2009-01-21 00:00:00+00:00,21607.5,23262.5,19750.0,18044.578125,324,0.0,
2009-01-22 00:00:00+00:00,19750.0,22527.5,19750.0,19492.70703125,232,0.0,
2009-01-23 00:00:00+00:00,23850.0,23850.0,20027.5,18805.19140625,100,0.0,
2009-01-26 00:00:00+00:00,19735.0,20495.0,18482.5,18181.62109375,241,0.0,
2009-01-27 00:00:00+00:00,19167.5,19602.5,18342.5,17231.427734375,79,0.0,
2009-01-28 00:00:00+00:00,16980.0,17245.0,15547.5,14570.423828125,155,0.0,
2009-01-29 00:00:00+00:00,17405.0,18222.5,17252.5,16619.283203125,209,0.0,
2009-01-30 00:00:00+00:00,17685.0,19090.0,17170.0,17156.052734375,132,0.0,
2009-02-02 00:00:00+00:00,19992.5,20100.0,18875.0,17622.009765625,153,0.0,
2009-02-03 00:00:00+00:00,18720.0,19192.5,17472.5,16160.1748046875,272,0.0,
2009-02-04 00:00:00+00:00,17060.0,17590.0,15985.0,15575.4404296875,253,0.0,
2009-02-05 00:00:00+00:00,17560.0,17950.0,15547.5,14618.390625,302,0.0,
2009-02-06 00:00:00+00:00,15365.0,15472.5,13490.0,12544.4072265625,317,0.0,
2009-02-09 00:00:00+00:00,13765.0,14222.5,13365.0,12622.06640625,231,0.0,
2009-02-10 00:00:00+00:00,14210.0,16280.0,13885.0,14757.72265625,314,0.0,
2009-02-11 00:00:00+00:00,15220.0,16102.5,14675.0,13775.546875,194,0.0,
2009-02-12 00:00:00+00:00,16277.5,16712.5,15185.0,13873.765625,292,0.0,
2009-02-13 00:00:00+00:00,15142.5,15607.5,14860.0,13718.4453125,271,0.0,
2009-02-17 00:00:00+00:00,17680.0,18490.0,17392.5,16888.806640625,360,0.0,
2009-02-18 00:00:00+00:00,17625.0,19060.0,17575.0,16509.640625,524,0.0,
2009-02-19 00:00:00+00:00,16877.5,18577.5,16875.0,16845.408203125,327,0.0,
2009-02-20 00:00:00+00:00,20295.0,20590.0,18892.5,17948.64453125,567,0.0,
2009-02-23 00:00:00+00:00,18270.0,21415.0,18180.0,19531.54296875,297,0.0,
2009-02-24 00:00:00+00:00,20827.5,21205.0,17750.0,16363.45703125,554,0.0,
2009-02-25 00:00:00+00:00,18317.5,19647.5,17680.0,17119.505859375,721,0.0,
2009-02-26 00:00:00+00:00,18115.0,19237.5,17345.0,17576.328125,242,0.0,
2009-02-27 00:00:00+00:00,20682.5,20682.5,19070.0,18304.962890625,122,0.0,
2009-03-02 00:00:00+00:00,21952.5,23935.0,21502.5,21774.55078125,268,0.0,
2009-03-03 00:00:00+00:00,22170.0,23952.5,21527.5,20531.984375,262,0.0,
2009-03-04 00:00:00+00:00,19322.5,19887.5,17375.0,16425.130859375,798,0.0,
2009-03-05 00:00:00+00:00,19857.5,20577.5,19160.0,18366.634765625,1084,0.0,
2009-03-06 00:00:00+00:00,19070.0,20807.5,18187.5,17491.81640625,397,0.0,
2009-03-09 00:00:00+00:00,20002.5,20425.0,18707.5,18524.2421875,465,0.0,
2009-03-10 00:00:00+00:00,17790.0,17915.0,15367.5,14138.724609375,716,0.0,
2009-03-11 00:00:00+00:00,14962.5,16050.0,14722.5,14097.609375,184,0.0,
2009-03-12 00:00:00+00:00,15607.5,15710.0,13562.5,12503.291015625,412,0.0,
2009-03-13 00:00:00+00:00,13310.0,14010.0,13180.0,12210.923828125,245,0.0,
2009-03-16 00:00:00+00:00,12745.0,13387.5,12325.0,12201.787109375,338,0.0,
2009-03-17 00:00:00+00:00,13500.0,13732.5,12475.0,11397.775390625,216,0.0,
2009-03-18 00:00:00+00:00,12905.0,13410.0,11485.0,10714.82421875,317,0.0,
2009-03-19 00:00:00+00:00,11277.5,12082.5,11185.0,10842.7333984375,173,0.0,
2009-03-20 00:00:00+00:00,12050.0,12512.5,11745.0,11345.2412109375,842,0.0,
2009-03-23 00:00:00+00:00,10677.5,10875.0,8925.0,8318.77734375,1759,0.0,
2009-03-24 00:00:00+00:00,9695.0,9772.5,9277.5,8921.787109375,316,0.0,
2009-03-25 00:00:00+00:00,9557.5,9922.5,8825.0,8474.09765625,1979,0.0,
2009-03-26 00:00:00+00:00,8757.5,9000.0,8510.0,7877.94091796875,448,0.0,
2009-03-27 00:00:00+00:00,9120.0,9500.0,9115.0,8512.927734375,517,0.0,
2009-03-30 00:00:00+00:00,10525.0,11027.5,10525.0,9760.0576171875,686,0.0,
2009-03-31 00:00:00+00:00,9900.0,10245.0,9577.5,9250.69921875,465,0.0,
2009-04-01 00:00:00+00:00,10137.5,10197.5,9017.5,8291.3681640625,418,0.0,
2009-04-02 00:00:00+00:00,8072.5,8110.0,7232.5,6968.86083984375,1149,0.0,
2009-04-03 00:00:00+00:00,7772.5,7845.0,7295.0,6665.07177734375,635,0.0,
2009-04-06 00:00:00+00:00,7612.5,7952.5,7537.5,6907.189453125,459,0.0,
2009-04-07 00:00:00+00:00,8002.5,8165.0,7845.0,7341.1728515625,472,0.0,
2009-04-08 00:00:00+00:00,7882.5,8067.5,7572.5,7069.3623046875,268,0.0,
2009-04-09 00:00:00+00:00,6947.5,7000.0,6750.0,6167.1328125,964,0.0,
2009-04-13 00:00:00+00:00,6805.0,6940.0,6540.0,6071.20068359375,265,0.0,
2009-04-14 00:00:00+00:00,6750.0,6985.0,6552.5,6363.568359375,841,0.0,
2009-04-15 00:00:00+00:00,6900.0,6987.5,6647.5,6087.189453125,470,0.0,
2009-04-16 00:00:00+00:00,6552.5,6777.5,6347.5,5927.30126953125,715,0.0,
2009-04-17 00:00:00+00:00,6517.5,6700.0,6457.5,6032.37060546875,595,0.0,
2009-04-20 00:00:00+00:00,6852.5,7572.5,6852.5,6918.6103515625,892,0.0,
2009-04-21 00:00:00+00:00,7652.5,7800.0,7007.5,6459.50146484375,950,0.0,
2009-04-22 00:00:00+00:00,7412.5,7437.5,6875.0,6667.35693359375,275,0.0,
2009-04-23 00:00:00+00:00,6927.5,7242.5,6895.0,6329.3056640625,769,0.0,
2009-04-24 00:00:00+00:00,6597.5,6712.5,6425.0,5988.9716796875,664,0.0,
2009-04-27 00:00:00+00:00,7122.5,7287.5,6900.0,6539.44580078125,1002,0.0,
2009-04-28 00:00:00+00:00,7640.0,7652.5,7062.5,6642.2314453125,576,0.0,
2009-04-29 00:00:00+00:00,6670.0,6705.0,5915.0,5630.36376953125,1798,0.0,
2009-04-30 00:00:00+00:00,5770.0,6100.0,5712.5,5452.203125,852,0.0,
2009-05-01 00:00:00+00:00,5932.5,5980.0,5547.5,5173.5400390625,677,0.0,
2009-05-04 00:00:00+00:00,5205.0,5225.0,4480.0,4093.149169921875,2095,0.0,
2009-05-05 00:00:00+00:00,4615.0,4765.0,4162.5,4189.08251953125,1140,0.0,
2009-05-06 00:00:00+00:00,4417.5,4580.0,4280.0,3985.7958984375,815,0.0,
2009-05-07 00:00:00+00:00,4172.5,4790.0,4172.5,4291.86865234375,1320,0.0,
2009-05-08 00:00:00+00:00,4400.0,4547.5,4207.5,3864.737060546875,1466,0.0,
2009-05-11 00:00:00+00:00,4495.0,4625.0,4417.5,4122.8427734375,982,0.0,
2009-05-12 00:00:00+00:00,4285.0,4622.5,4285.0,4022.341064453125,987,0.0,
2009-05-13 00:00:00+00:00,4750.0,4937.5,4677.5,4472.31396484375,1905,0.0,
