date,MOV_Open,MOV_High,MOV_Low,MOV_Close,MOV_Volume,MOV_Dividends,MOV_Stock Splits
1993-09-30 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.28605055809021,6273375,0.0,
1993-10-01 00:00:00+00:00,3.799999952316284,3.799999952316284,3.733333110809326,2.28605055809021,752250,0.0,
1993-10-04 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.28605055809021,356250,0.0,
1993-10-05 00:00:00+00:00,3.799999952316284,3.799999952316284,3.733333110809326,2.28605055809021,262125,0.0,
1993-10-06 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.28605055809021,959625,0.0,
1993-10-07 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.28605055809021,497250,0.0,
1993-10-08 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.326871156692505,138750,0.0,
1993-10-11 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.28605055809021,78000,0.0,
1993-10-12 00:00:00+00:00,3.799999952316284,3.799999952316284,3.733333110809326,2.28605055809021,432000,0.0,
1993-10-13 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.28605055809021,172500,0.0,
1993-10-14 00:00:00+00:00,3.733333110809326,3.799999952316284,3.733333110809326,2.28605055809021,406875,0.0,
1993-10-15 00:00:00+00:00,3.799999952316284,3.799999952316284,3.6666669845581055,2.2452280521392822,798000,0.0,
1993-10-18 00:00:00+00:00,3.766666889190674,3.766666889190674,3.6666669845581055,2.2452280521392822,256875,0.0,
1993-10-19 00:00:00+00:00,3.6666669845581055,3.766666889190674,3.6666669845581055,2.2452280521392822,364875,0.0,
1993-10-20 00:00:00+00:00,3.6666669845581055,3.700000047683716,3.5999999046325684,2.2044053077697754,159750,0.0,
1993-10-21 00:00:00+00:00,3.5999999046325684,3.5999999046325684,3.433332920074463,2.1023497581481934,374625,0.0,
1993-10-22 00:00:00+00:00,3.5,3.5,3.433332920074463,2.143172025680542,223500,0.0,
1993-10-25 00:00:00+00:00,3.5,3.5,3.433332920074463,2.122760534286499,167250,0.0,
1993-10-26 00:00:00+00:00,3.433332920074463,3.5,3.433332920074463,2.143172025680542,60750,0.0,
1993-10-27 00:00:00+00:00,3.5,3.5,3.433332920074463,2.1023497581481934,69375,0.0,
1993-10-28 00:00:00+00:00,3.433332920074463,3.5,3.400000095367432,2.081938982009888,184875,0.0,
1993-10-29 00:00:00+00:00,3.400000095367432,3.400000095367432,3.400000095367432,2.081938982009888,3750,0.0,
1993-11-01 00:00:00+00:00,3.400000095367432,3.400000095367432,3.3333330154418945,2.0411171913146973,157875,0.0,
1993-11-02 00:00:00+00:00,3.400000095367432,3.400000095367432,3.3333330154418945,2.0411171913146973,178875,0.0,
1993-11-03 00:00:00+00:00,3.400000095367432,3.400000095367432,3.3333330154418945,2.0411171913146973,208875,0.0,
1993-11-04 00:00:00+00:00,3.3333330154418945,3.400000095367432,3.166666984558105,1.9390608072280884,100500,0.0,
1993-11-05 00:00:00+00:00,3.1333329677581787,3.200000047683716,2.799999952316284,1.8574148416519165,925875,0.0,
1993-11-08 00:00:00+00:00,3.0999999046325684,3.233333110809326,3.066667079925537,1.9594722986221316,426375,0.0,
1993-11-09 00:00:00+00:00,3.200000047683716,3.200000047683716,3.1333329677581787,1.9594722986221316,87000,0.0,
1993-11-10 00:00:00+00:00,3.200000047683716,3.200000047683716,3.0999999046325684,1.898237347602844,478875,0.0,
1993-11-11 00:00:00+00:00,3.166666984558105,3.166666984558105,3.066667079925537,1.9390608072280884,216000,0.0,
1993-11-12 00:00:00+00:00,3.166666984558105,3.166666984558105,3.066667079925537,1.9390608072280884,124875,0.0,
1993-11-15 00:00:00+00:00,3.0999999046325684,3.200000047683716,3.0999999046325684,1.898237347602844,76875,0.0,
1993-11-16 00:00:00+00:00,3.166666984558105,3.166666984558105,3.0999999046325684,1.9390608072280884,376875,0.0,
