date,CEM_Open,CEM_High,CEM_Low,CEM_Close,CEM_Volume,CEM_Dividends,CEM_Stock Splits
2010-06-25 00:00:00+00:00,100.0,103.0500030517578,100.0,33.415096282958984,76360,0.0,
2010-06-28 00:00:00+00:00,102.1500015258789,102.5,100.1500015258789,33.31697082519531,45880,0.0,
2010-06-29 00:00:00+00:00,102.3499984741211,102.3499984741211,100.5,33.31697082519531,33240,0.0,
2010-06-30 00:00:00+00:00,102.1500015258789,102.25,100.75,33.44781875610352,38640,0.0,
2010-07-01 00:00:00+00:00,102.3499984741211,102.6999969482422,101.0,33.36602783203125,54660,0.0,
2010-07-02 00:00:00+00:00,101.75,104.0,101.3000030517578,33.70949172973633,41320,0.0,
2010-07-06 00:00:00+00:00,103.0500030517578,105.0,101.6500015258789,33.66044616699219,29360,0.0,
2010-07-07 00:00:00+00:00,103.6999969482422,103.75,101.75,33.52959442138672,20500,0.0,
2010-07-08 00:00:00+00:00,102.6999969482422,103.75,100.6500015258789,33.26790237426758,58660,0.0,
2010-07-09 00:00:00+00:00,101.8000030517578,103.1999969482422,101.25,33.66044616699219,21460,0.0,
2010-07-12 00:00:00+00:00,103.75,104.8499984741211,101.5,33.36602783203125,48680,0.0,
2010-07-13 00:00:00+00:00,102.8499984741211,102.9499969482422,101.5500030517578,33.26790237426758,27300,0.0,
2010-07-14 00:00:00+00:00,102.0999984741211,102.3499984741211,101.25,33.137046813964844,14000,0.0,
2010-07-15 00:00:00+00:00,102.0999984741211,102.75,100.8000030517578,33.39874267578125,45380,0.0,
2010-07-16 00:00:00+00:00,104.1500015258789,104.1500015258789,101.5999984741211,33.44781875610352,17440,0.0,
2010-07-19 00:00:00+00:00,102.8499984741211,102.8499984741211,101.3000030517578,33.48053359985352,5240,0.0,
2010-07-20 00:00:00+00:00,102.75,103.75,101.8499984741211,33.70949172973633,42340,0.0,
2010-07-21 00:00:00+00:00,103.5,103.9000015258789,102.5,33.67679214477539,30620,0.0,
2010-07-22 00:00:00+00:00,103.9000015258789,103.9499969482422,102.0,33.77492141723633,24240,0.0,
2010-07-23 00:00:00+00:00,103.4499969482422,103.4499969482422,102.1500015258789,33.70949172973633,27520,0.0,
2010-07-26 00:00:00+00:00,102.25,103.0,101.6999969482422,33.39874267578125,47680,0.0,
2010-07-27 00:00:00+00:00,101.5999984741211,102.8000030517578,101.0999984741211,33.49689102172852,30600,0.0,
2010-07-28 00:00:00+00:00,102.25,103.1999969482422,101.1999969482422,33.61137008666992,26760,0.0,
2010-07-29 00:00:00+00:00,102.0,102.3499984741211,100.0,32.7118034362793,94940,0.0,
2010-07-30 00:00:00+00:00,100.4499969482422,101.1500015258789,100.25,33.0062141418457,39400,0.0,
2010-08-02 00:00:00+00:00,101.25,101.5500030517578,100.5,32.9080696105957,28780,0.0,
2010-08-03 00:00:00+00:00,100.8499984741211,101.5,100.6500015258789,33.137046813964844,33540,0.0,
2010-08-04 00:00:00+00:00,101.5,102.0,100.8000030517578,33.03891372680664,48160,0.0,
2010-08-05 00:00:00+00:00,100.5,102.1999969482422,100.5,33.415096282958984,54500,0.0,
2010-08-06 00:00:00+00:00,102.5500030517578,103.0999984741211,101.25,33.51324462890625,77800,0.0,
2010-08-09 00:00:00+00:00,102.75,103.25,101.8499984741211,33.77492141723633,50080,0.0,
2010-08-10 00:00:00+00:00,102.75,103.0,101.4000015258789,33.62773132324219,71960,0.0,
2010-08-11 00:00:00+00:00,100.75,100.9499969482422,99.75,33.328216552734375,80080,1.75,
2010-08-12 00:00:00+00:00,100.0,102.1500015258789,99.75,33.94386291503906,52620,0.0,
2010-08-13 00:00:00+00:00,101.75,102.3000030517578,100.9499969482422,33.96051025390625,36180,0.0,
2010-08-16 00:00:00+00:00,102.3000030517578,102.3000030517578,100.8499984741211,33.877323150634766,59800,0.0,
2010-08-17 00:00:00+00:00,103.0999984741211,103.0999984741211,101.0999984741211,33.69428253173828,66020,0.0,
2010-08-18 00:00:00+00:00,101.5,102.0,100.8000030517578,33.94386291503906,52280,0.0,
2010-08-19 00:00:00+00:00,100.6999969482422,101.5,100.4499969482422,33.54453659057617,37980,0.0,
2010-08-20 00:00:00+00:00,101.6500015258789,101.9499969482422,100.25,33.41141128540039,30840,0.0,
2010-08-23 00:00:00+00:00,101.75,101.75,100.5999984741211,33.6610107421875,36160,0.0,
2010-08-24 00:00:00+00:00,100.9499969482422,101.0,100.1500015258789,33.444698333740234,30820,0.0,
2010-08-25 00:00:00+00:00,101.25,101.25,100.1500015258789,33.328216552734375,32860,0.0,
2010-08-26 00:00:00+00:00,100.9499969482422,100.9499969482422,99.0500030517578,33.19511413574219,49740,0.0,
2010-08-27 00:00:00+00:00,99.3000030517578,100.4499969482422,98.75,33.34486389160156,32960,0.0,
2010-08-30 00:00:00+00:00,99.0500030517578,99.9499969482422,98.8499984741211,33.14519119262695,26440,0.0,
2010-08-31 00:00:00+00:00,99.8499984741211,100.6500015258789,98.9499969482422,33.294952392578125,32300,0.0,
2010-09-01 00:00:00+00:00,99.9499969482422,102.4499969482422,99.5500030517578,33.760841369628906,58540,0.0,
2010-09-02 00:00:00+00:00,102.3000030517578,102.3000030517578,100.6999969482422,33.74421310424805,22860,0.0,
2010-09-03 00:00:00+00:00,102.3000030517578,102.3000030517578,100.5999984741211,33.760841369628906,20480,0.0,
2010-09-07 00:00:00+00:00,101.4499969482422,101.4499969482422,100.0999984741211,33.444698333740234,30700,0.0,
2010-09-08 00:00:00+00:00,100.9000015258789,101.6500015258789,100.25,33.54453659057617,30660,0.0,
2010-09-09 00:00:00+00:00,101.5999984741211,101.75,100.5999984741211,33.6610107421875,25080,0.0,
2010-09-10 00:00:00+00:00,101.5999984741211,101.6999969482422,100.9499969482422,33.62773132324219,21100,0.0,
2010-09-13 00:00:00+00:00,101.9000015258789,102.25,101.0999984741211,33.977149963378906,38840,0.0,
2010-09-14 00:00:00+00:00,102.1999969482422,103.0,101.5999984741211,34.16018295288086,55840,0.0,
2010-09-15 00:00:00+00:00,102.9499969482422,103.1500015258789,101.8000030517578,33.977149963378906,35120,0.0,
2010-09-16 00:00:00+00:00,101.9499969482422,102.6999969482422,101.75,34.11026382446289,37560,0.0,
2010-09-17 00:00:00+00:00,102.5,102.9000015258789,101.75,34.16018295288086,31180,0.0,
2010-09-20 00:00:00+00:00,102.8000030517578,102.9000015258789,101.75,33.92723083496094,34180,0.0,
2010-09-21 00:00:00+00:00,101.75,102.5999984741211,101.25,33.86067581176758,38000,0.0,
2010-09-22 00:00:00+00:00,102.5,102.6500015258789,101.0500030517578,33.96051025390625,44080,0.0,
2010-09-23 00:00:00+00:00,101.4000015258789,101.9499969482422,101.0500030517578,33.827396392822266,33160,0.0,
2010-09-24 00:00:00+00:00,101.9000015258789,102.0500030517578,100.9000015258789,33.74421310424805,52780,0.0,
2010-09-27 00:00:00+00:00,101.5500030517578,101.5999984741211,99.6999969482422,33.2783088684082,71620,0.0,
2010-09-28 00:00:00+00:00,100.0,101.3499984741211,99.5,33.211753845214844,54000,0.0,
2010-09-29 00:00:00+00:00,99.9499969482422,101.0,99.5999984741211,33.4946174621582,36740,0.0,
2010-09-30 00:00:00+00:00,101.4000015258789,102.1500015258789,100.5500030517578,33.91059494018555,41220,0.0,
2010-10-01 00:00:00+00:00,102.25,102.3000030517578,101.3000030517578,34.01042938232422,43420,0.0,
2010-10-04 00:00:00+00:00,102.0,102.9499969482422,100.9000015258789,34.193450927734375,52700,0.0,
2010-10-05 00:00:00+00:00,100.9000015258789,102.6500015258789,100.9000015258789,34.043704986572266,50780,0.0,
2010-10-06 00:00:00+00:00,102.25,103.3000030517578,101.75,34.376495361328125,52680,0.0,
2010-10-07 00:00:00+00:00,103.5,104.0,102.8499984741211,34.60942459106445,41920,0.0,
2010-10-08 00:00:00+00:00,104.0,104.9000015258789,102.8499984741211,34.54288101196289,33680,0.0,
2010-10-11 00:00:00+00:00,103.3000030517578,104.0999984741211,103.25,34.626075744628906,29460,0.0,
2010-10-12 00:00:00+00:00,104.3499984741211,104.3499984741211,102.9499969482422,34.44304656982422,31200,0.0,
2010-10-13 00:00:00+00:00,103.75,104.5,103.5500030517578,34.692630767822266,40480,0.0,
2010-10-14 00:00:00+00:00,104.4000015258789,104.4499969482422,103.5500030517578,34.49296951293945,46920,0.0,
2010-10-15 00:00:00+00:00,104.0500030517578,104.4000015258789,103.75,34.67599105834961,43020,0.0,
2010-10-18 00:00:00+00:00,103.75,104.75,103.5999984741211,34.82573699951172,42280,0.0,
2010-10-19 00:00:00+00:00,104.5500030517578,104.6999969482422,103.9000015258789,34.742549896240234,37440,0.0,
