date,AIV_Open,AIV_High,AIV_Low,AIV_Close,AIV_Volume,AIV_Dividends,AIV_Stock Splits
1994-07-22 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3312626183032989,10617758,0.0,
1994-07-25 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3335008025169372,1039648,0.0,
1994-07-26 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3312626183032989,536326,0.0,
1994-07-27 00:00:00+00:00,2.482980966567993,2.482980966567993,2.466315984725952,0.3312626183032989,279790,0.0,
1994-07-28 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3312626183032989,626339,0.0,
1994-07-29 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3312626183032989,149271,0.0,
1994-08-01 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3312626183032989,162773,0.0,
1994-08-02 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3312626183032989,450064,0.0,
1994-08-03 00:00:00+00:00,2.466315984725952,2.482980966567993,2.466315984725952,0.3335008025169372,281290,0.0,
1994-08-04 00:00:00+00:00,2.466315984725952,2.466315984725952,2.432987928390503,0.3267860412597656,4154090,0.0,
1994-08-05 00:00:00+00:00,2.432987928390503,2.4496519565582275,2.432987928390503,0.3267860412597656,979639,0.0,
1994-08-08 00:00:00+00:00,2.432987928390503,2.4496519565582275,2.432987928390503,0.3267860412597656,380304,0.0,
1994-08-09 00:00:00+00:00,2.4496519565582275,2.4496519565582275,2.432987928390503,0.3290243148803711,612837,0.0,
1994-08-10 00:00:00+00:00,2.432987928390503,2.432987928390503,2.3996589183807373,0.3223094046115875,1005143,0.0,
1994-08-11 00:00:00+00:00,2.3996589183807373,2.432987928390503,2.3829948902130127,0.320071130990982,507822,0.0,
1994-08-12 00:00:00+00:00,2.3996589183807373,2.3996589183807373,2.3829948902130127,0.3223094046115875,642841,0.0,
1994-08-15 00:00:00+00:00,2.3829948902130127,2.4163239002227783,2.3829948902130127,0.3223094046115875,181526,0.0,
1994-08-16 00:00:00+00:00,2.432987928390503,2.432987928390503,2.3996589183807373,0.3245477080345154,824367,0.0,
1994-08-17 00:00:00+00:00,2.4163239002227783,2.4163239002227783,2.3996589183807373,0.3223094046115875,696099,0.0,
1994-08-18 00:00:00+00:00,2.3996589183807373,2.4163239002227783,2.3996589183807373,0.3245477080345154,336798,0.0,
