date,RY_Open,RY_High,RY_Low,RY_Close,RY_Volume,RY_Dividends,RY_Stock Splits
1995-10-16 00:00:00+00:00,5.75,5.8125,5.75,1.9688811302185056,62000,0.0,
1995-10-17 00:00:00+00:00,5.8125,5.8125,5.8125,1.9688811302185056,53200,0.0,
1995-10-18 00:00:00+00:00,5.78125,5.84375,5.78125,1.9688811302185056,72000,0.0,
1995-10-19 00:00:00+00:00,5.84375,5.84375,5.8125,1.9688811302185056,5200,0.0,
1995-10-20 00:00:00+00:00,5.71875,5.71875,5.65625,1.9159526824951167,16400,0.0,
1995-10-23 00:00:00+00:00,5.46875,5.46875,5.25,1.7783432006835938,34000,0.0,
1995-10-24 00:00:00+00:00,5.1875,5.34375,5.125,1.810099959373474,50400,0.0,
1995-10-25 00:00:00+00:00,5.3125,5.3125,5.21875,1.7677582502365112,65600,0.0,
1995-10-26 00:00:00+00:00,5.28125,5.28125,5.1875,1.7571738958358765,63200,0.0,
1995-10-27 00:00:00+00:00,5.125,5.40625,5.125,1.8312705755233765,145200,0.0,
1995-10-30 00:00:00+00:00,5.46875,5.5,5.3125,1.8312705755233765,65200,0.0,
1995-10-31 00:00:00+00:00,5.65625,5.75,5.59375,1.9053682088851929,88400,0.0,
1995-11-01 00:00:00+00:00,5.65625,5.65625,5.5625,1.8947831392288208,45200,0.0,
1995-11-02 00:00:00+00:00,5.5625,5.6875,5.5625,1.9265389442443848,13200,0.0,
1995-11-03 00:00:00+00:00,5.71875,5.71875,5.6875,1.937124490737915,35200,0.0,
1995-11-06 00:00:00+00:00,5.65625,5.75,5.65625,1.9477092027664185,110000,0.0,
1995-11-07 00:00:00+00:00,5.625,5.6875,5.625,1.9265389442443848,16800,0.0,
1995-11-08 00:00:00+00:00,5.65625,5.65625,5.65625,1.9159526824951167,33600,0.0,
1995-11-09 00:00:00+00:00,5.6875,5.6875,5.59375,1.8947831392288208,12000,0.0,
1995-11-10 00:00:00+00:00,5.5625,5.59375,5.5625,1.8947831392288208,11200,0.0,
1995-11-13 00:00:00+00:00,5.625,5.71875,5.59375,1.937124490737915,14000,0.0,
1995-11-14 00:00:00+00:00,5.65625,5.71875,5.65625,1.937124490737915,12800,0.0,
1995-11-15 00:00:00+00:00,5.65625,5.65625,5.625,1.9053682088851929,5600,0.0,
1995-11-16 00:00:00+00:00,5.71875,5.71875,5.6875,1.9265389442443848,4800,0.0,
