date,TTSH_Open,TTSH_High,TTSH_Low,TTSH_Close,TTSH_Volume,TTSH_Dividends,TTSH_Stock Splits
2012-08-22 00:00:00+00:00,12.100000381469728,13.0,11.75,11.0412015914917,194200,0.0,
2012-08-23 00:00:00+00:00,12.800000190734863,13.0,12.489999771118164,10.998733520507812,151800,0.0,
2012-08-24 00:00:00+00:00,12.5600004196167,12.75,12.149999618530272,10.404207229614258,561400,0.0,
2012-08-27 00:00:00+00:00,12.859999656677246,12.859999656677246,12.210000038146973,10.46366024017334,234300,0.0,
2012-08-28 00:00:00+00:00,12.4399995803833,12.970000267028809,12.18000030517578,11.01572036743164,155100,0.0,
2012-08-29 00:00:00+00:00,12.1899995803833,12.5,12.020000457763672,10.404207229614258,60300,0.0,
2012-08-30 00:00:00+00:00,12.0,12.649999618530272,11.75,10.616538047790527,795100,0.0,
2012-08-31 00:00:00+00:00,12.31999969482422,12.649999618530272,12.1899995803833,10.65900421142578,62900,0.0,
2012-09-04 00:00:00+00:00,12.600000381469728,12.600000381469728,12.25,10.616538047790527,136900,0.0,
2012-09-05 00:00:00+00:00,12.5600004196167,13.029999732971191,12.380000114440918,10.811881065368652,217400,0.0,
2012-09-06 00:00:00+00:00,12.699999809265137,12.93000030517578,12.649999618530272,10.87982940673828,164500,0.0,
2012-09-07 00:00:00+00:00,12.850000381469728,12.850000381469728,12.75,10.828869819641112,89900,0.0,
2012-09-10 00:00:00+00:00,12.789999961853027,12.899999618530272,12.729999542236328,10.811881065368652,129800,0.0,
2012-09-11 00:00:00+00:00,12.859999656677246,12.890000343322754,12.729999542236328,10.947773933410645,128000,0.0,
2012-09-12 00:00:00+00:00,13.0,13.5,12.75,11.312983512878418,136700,0.0,
2012-09-13 00:00:00+00:00,13.260000228881836,13.850000381469728,13.079999923706056,11.627232551574709,355800,0.0,
2012-09-14 00:00:00+00:00,13.739999771118164,13.739999771118164,13.550000190734863,11.508328437805176,131300,0.0,
2012-09-17 00:00:00+00:00,13.550000190734863,13.880000114440918,13.119999885559082,11.36394214630127,337800,0.0,
2012-09-18 00:00:00+00:00,13.420000076293944,14.0,13.09000015258789,11.882028579711914,114800,0.0,
2012-09-19 00:00:00+00:00,13.960000038146973,14.68000030517578,13.960000038146973,12.272719383239746,248500,0.0,
2012-09-20 00:00:00+00:00,14.289999961853027,14.529999732971191,14.289999961853027,12.34066390991211,194800,0.0,
2012-09-21 00:00:00+00:00,15.0,15.699999809265137,14.550000190734863,12.654912948608398,565600,0.0,
2012-09-24 00:00:00+00:00,16.989999771118164,16.989999771118164,14.119999885559082,12.391624450683594,174400,0.0,
2012-09-25 00:00:00+00:00,14.600000381469728,14.859999656677246,14.34000015258789,12.264225006103516,56900,0.0,
2012-09-26 00:00:00+00:00,14.09000015258789,15.31999969482422,14.09000015258789,12.502035140991213,24500,0.0,
2012-09-27 00:00:00+00:00,14.300000190734863,14.699999809265137,14.239999771118164,12.111345291137695,110700,0.0,
2012-09-28 00:00:00+00:00,14.149999618530272,14.550000190734863,14.100000381469728,12.213266372680664,44800,0.0,
2012-10-01 00:00:00+00:00,14.56999969482422,14.699999809265137,14.25,12.30669116973877,213400,0.0,
2012-10-02 00:00:00+00:00,14.460000038146973,14.670000076293944,13.949999809265137,11.899017333984377,40000,0.0,
2012-10-03 00:00:00+00:00,13.989999771118164,14.0600004196167,13.579999923706056,11.865042686462402,102700,0.0,
2012-10-04 00:00:00+00:00,13.989999771118164,14.06999969482422,13.970000267028809,11.932989120483398,95800,0.0,
2012-10-05 00:00:00+00:00,14.149999618530272,14.149999618530272,13.770000457763672,11.87353515625,14300,0.0,
2012-10-08 00:00:00+00:00,13.970000267028809,14.279999732971191,13.90999984741211,12.06038761138916,99500,0.0,
2012-10-09 00:00:00+00:00,14.140000343322754,14.369999885559082,14.0600004196167,12.153815269470217,31300,0.0,
2012-10-10 00:00:00+00:00,14.270000457763672,14.479999542236328,14.15999984741211,12.153815269470217,136000,0.0,
2012-10-11 00:00:00+00:00,14.449999809265137,15.100000381469728,14.300000190734863,12.807790756225586,329100,0.0,
2012-10-12 00:00:00+00:00,14.989999771118164,15.130000114440918,14.699999809265137,12.799298286437988,124600,0.0,
2012-10-15 00:00:00+00:00,15.260000228881836,15.260000228881836,14.989999771118164,12.841763496398926,329000,0.0,
2012-10-16 00:00:00+00:00,15.140000343322754,15.140000343322754,14.869999885559082,12.688886642456056,81400,0.0,
2012-10-17 00:00:00+00:00,14.90999984741211,15.100000381469728,14.5600004196167,12.434090614318848,48800,0.0,
2012-10-18 00:00:00+00:00,14.640000343322754,14.75,14.300000190734863,12.289702415466309,45900,0.0,
2012-10-19 00:00:00+00:00,15.25,15.25,14.140000343322754,12.493541717529297,22900,0.0,
2012-10-22 00:00:00+00:00,13.5,14.779999732971191,13.5,12.374637603759766,41300,0.0,
2012-10-23 00:00:00+00:00,14.369999885559082,14.81999969482422,14.260000228881836,12.213266372680664,64900,0.0,
2012-10-24 00:00:00+00:00,14.5600004196167,14.880000114440918,14.390000343322754,12.315185546875,58800,0.0,
2012-10-25 00:00:00+00:00,14.649999618530272,14.649999618530272,14.199999809265137,12.238744735717772,27200,0.0,
2012-10-26 00:00:00+00:00,14.4399995803833,14.460000038146973,14.199999809265137,12.187787055969238,79400,0.0,
2012-10-31 00:00:00+00:00,14.529999732971191,14.81999969482422,14.260000228881836,12.213266372680664,40100,0.0,
2012-11-01 00:00:00+00:00,14.260000228881836,14.699999809265137,14.260000228881836,12.23025131225586,36900,0.0,
2012-11-02 00:00:00+00:00,14.699999809265137,14.890000343322754,14.449999809265137,12.400116920471191,98600,0.0,
2012-11-05 00:00:00+00:00,14.56999969482422,14.600000381469728,14.170000076293944,12.06888198852539,40500,0.0,
2012-11-06 00:00:00+00:00,14.390000343322754,15.020000457763672,14.010000228881836,12.06038761138916,182900,0.0,
2012-11-07 00:00:00+00:00,14.300000190734863,14.300000190734863,13.699999809265137,12.06038761138916,60800,0.0,
2012-11-08 00:00:00+00:00,14.0600004196167,14.420000076293944,13.449999809265137,11.618739128112791,73000,0.0,
2012-11-09 00:00:00+00:00,13.550000190734863,14.279999732971191,13.289999961853027,11.465861320495604,92600,0.0,
2012-11-12 00:00:00+00:00,13.65999984741211,13.869999885559082,12.0,11.627232551574709,71900,0.0,
2012-11-13 00:00:00+00:00,13.68000030517578,13.760000228881836,12.020000457763672,11.47435474395752,58600,0.0,
2012-11-14 00:00:00+00:00,13.579999923706056,13.949999809265137,13.43000030517578,11.559286117553713,49200,0.0,
2012-11-15 00:00:00+00:00,13.600000381469728,14.1899995803833,13.199999809265137,11.29599666595459,77800,0.0,
2012-11-16 00:00:00+00:00,13.260000228881836,13.800000190734863,13.210000038146973,11.516822814941406,101500,0.0,
2012-11-19 00:00:00+00:00,13.350000381469728,14.600000381469728,13.350000381469728,12.357650756835938,338400,0.0,
