date,LII_Open,LII_High,LII_Low,LII_Close,LII_Volume,LII_Dividends,LII_Stock Splits
1999-07-29 00:00:00+00:00,19.125,19.875,18.75,12.09829330444336,4780800,0.0,
1999-07-30 00:00:00+00:00,19.0,19.1875,18.625,12.380592346191406,1036200,0.0,
1999-08-02 00:00:00+00:00,19.0,19.0,18.75,12.09829330444336,168800,0.0,
1999-08-03 00:00:00+00:00,18.75,18.8125,18.25,12.09829330444336,246200,0.0,
1999-08-04 00:00:00+00:00,18.75,18.75,18.125,12.017640113830566,178200,0.0,
1999-08-05 00:00:00+00:00,18.625,18.625,17.875,11.695019721984863,67700,0.0,
1999-08-06 00:00:00+00:00,18.125,18.1875,17.375,11.291747093200684,103900,0.0,
1999-08-09 00:00:00+00:00,17.4375,17.5625,17.1875,11.211087226867676,75800,0.0,
1999-08-10 00:00:00+00:00,17.25,17.25,16.75,10.969127655029297,81500,0.0,
1999-08-11 00:00:00+00:00,17.0,17.4375,17.0,11.251416206359863,18700,0.0,
1999-08-12 00:00:00+00:00,18.25,18.25,17.625,11.453052520751951,63400,0.0,
1999-08-13 00:00:00+00:00,17.875,17.9375,17.1875,11.090107917785645,62700,0.0,
1999-08-16 00:00:00+00:00,17.0,17.0,16.25,10.60617733001709,72600,0.0,
1999-08-17 00:00:00+00:00,16.4375,16.875,16.375,10.727160453796388,37400,0.0,
1999-08-18 00:00:00+00:00,16.625,16.6875,16.375,10.565845489501951,36800,0.0,
1999-08-19 00:00:00+00:00,16.375,16.625,16.375,10.646501541137695,32600,0.0,
1999-08-20 00:00:00+00:00,16.4375,17.1875,16.4375,10.969127655029297,136100,0.0,
1999-08-23 00:00:00+00:00,17.875,17.9375,17.25,11.211087226867676,193800,0.0,
1999-08-24 00:00:00+00:00,17.125,17.4375,16.875,11.00944995880127,126600,0.0,
1999-08-25 00:00:00+00:00,16.875,17.0,16.5,10.780866622924805,125500,0.085,
1999-08-26 00:00:00+00:00,16.625,17.0,16.625,11.024045944213867,32700,0.0,
1999-08-27 00:00:00+00:00,17.25,17.5,17.125,11.307747840881348,34300,0.0,
1999-08-30 00:00:00+00:00,17.4375,18.375,17.25,11.713041305541992,136000,0.0,
1999-08-31 00:00:00+00:00,17.9375,19.25,17.75,12.320988655090332,309100,0.0,
1999-09-01 00:00:00+00:00,19.0625,19.0625,18.25,11.915691375732422,49100,0.0,
1999-09-02 00:00:00+00:00,18.375,18.375,17.75,11.915691375732422,50900,0.0,
1999-09-03 00:00:00+00:00,18.4375,18.5625,18.1875,11.875162124633787,52300,0.0,
1999-09-07 00:00:00+00:00,18.0625,18.0625,17.8125,11.550926208496094,12700,0.0,
1999-09-08 00:00:00+00:00,17.8125,17.8125,16.625,10.983510971069336,54400,0.0,
1999-09-09 00:00:00+00:00,16.8125,16.9375,16.625,10.861923217773438,28100,0.0,
1999-09-10 00:00:00+00:00,16.875,16.875,16.25,10.537686347961426,91800,0.0,
1999-09-13 00:00:00+00:00,16.375,17.0625,16.375,10.983510971069336,33600,0.0,
1999-09-14 00:00:00+00:00,17.0625,17.125,16.375,10.699804306030272,18500,0.0,
1999-09-15 00:00:00+00:00,16.5,17.0,16.3125,11.024045944213867,69500,0.0,
1999-09-16 00:00:00+00:00,17.25,17.25,16.8125,10.90245246887207,84500,0.0,
1999-09-17 00:00:00+00:00,17.0,17.125,16.875,11.105097770690918,22500,0.0,
1999-09-20 00:00:00+00:00,17.0625,17.0625,16.8125,10.983510971069336,18200,0.0,
1999-09-21 00:00:00+00:00,16.75,16.8125,16.5,10.699804306030272,23800,0.0,
1999-09-22 00:00:00+00:00,16.5,16.8125,16.5,10.861923217773438,19600,0.0,
1999-09-23 00:00:00+00:00,16.75,16.75,15.375,9.970272064208984,55700,0.0,
1999-09-24 00:00:00+00:00,15.375,15.5,14.5,9.686569213867188,80200,0.0,
1999-09-27 00:00:00+00:00,15.0625,15.25,14.75,9.605504989624023,69600,0.0,
1999-09-28 00:00:00+00:00,14.6875,14.75,14.5,9.524449348449709,37600,0.0,
1999-09-29 00:00:00+00:00,14.625,14.75,14.625,9.564976692199709,114600,0.0,
1999-09-30 00:00:00+00:00,15.5,15.875,15.25,10.05133056640625,83000,0.0,
1999-10-01 00:00:00+00:00,15.0,15.75,15.0,10.213448524475098,65000,0.0,
1999-10-04 00:00:00+00:00,15.75,15.75,15.4375,10.132391929626465,107500,0.0,
1999-10-05 00:00:00+00:00,15.375,15.5625,15.0,9.727096557617188,83000,0.0,
1999-10-06 00:00:00+00:00,15.0,15.0625,14.625,9.483916282653809,58700,0.0,
1999-10-07 00:00:00+00:00,14.625,15.0,14.625,9.686569213867188,68100,0.0,
1999-10-08 00:00:00+00:00,14.6875,14.875,14.375,9.443387985229492,60000,0.0,
1999-10-11 00:00:00+00:00,14.625,14.625,14.25,9.281264305114746,40900,0.0,
1999-10-12 00:00:00+00:00,14.3125,14.3125,13.25,8.957029342651367,177700,0.0,
1999-10-13 00:00:00+00:00,13.6875,15.1875,13.6875,9.686569213867188,75500,0.0,
1999-10-14 00:00:00+00:00,14.875,15.125,14.5625,9.564976692199709,50400,0.0,
1999-10-15 00:00:00+00:00,14.625,14.625,14.25,9.240736961364746,15700,0.0,
1999-10-18 00:00:00+00:00,14.25,14.4375,13.875,9.078619956970217,29100,0.0,
1999-10-19 00:00:00+00:00,13.75,13.75,13.375,8.754387855529785,36200,0.0,
1999-10-20 00:00:00+00:00,13.5,13.75,13.25,8.754387855529785,25700,0.0,
1999-10-21 00:00:00+00:00,13.4375,13.5,13.1875,8.673324584960938,15200,0.0,
1999-10-22 00:00:00+00:00,13.3125,13.5,13.25,8.592269897460938,17100,0.0,
1999-10-25 00:00:00+00:00,13.125,13.125,12.875,8.511207580566406,38200,0.0,
1999-10-26 00:00:00+00:00,13.25,13.6875,13.25,8.592269897460938,319000,0.0,
1999-10-27 00:00:00+00:00,13.125,13.125,9.875,6.484730243682861,991200,0.0,
1999-10-28 00:00:00+00:00,10.0,10.1875,9.125,6.241550922393799,958900,0.0,
1999-10-29 00:00:00+00:00,9.6875,10.25,9.625,6.606320381164551,553200,0.0,
1999-11-01 00:00:00+00:00,10.6875,11.0,10.0,6.565789699554443,218600,0.0,
1999-11-02 00:00:00+00:00,10.5,10.75,10.25,6.849495887756348,365500,0.0,
1999-11-03 00:00:00+00:00,10.5625,10.875,10.5,6.849495887756348,157100,0.0,
1999-11-04 00:00:00+00:00,10.5,10.625,10.4375,6.768436908721924,81800,0.0,
1999-11-05 00:00:00+00:00,10.4375,10.625,10.25,6.849495887756348,226100,0.0,
1999-11-08 00:00:00+00:00,10.6875,10.8125,10.5,7.011610984802246,125900,0.0,
1999-11-09 00:00:00+00:00,10.8125,10.8125,10.5625,6.8900251388549805,79100,0.0,
1999-11-10 00:00:00+00:00,10.625,10.8125,10.5,7.011610984802246,124000,0.0,
1999-11-11 00:00:00+00:00,10.9375,11.4375,10.75,7.0521440505981445,271200,0.0,
1999-11-12 00:00:00+00:00,10.8125,10.8125,10.4375,6.8900251388549805,262600,0.0,
1999-11-15 00:00:00+00:00,10.8125,10.875,10.4375,6.8089704513549805,92700,0.0,
1999-11-16 00:00:00+00:00,10.5,10.5,10.0625,6.606320381164551,353700,0.0,
1999-11-17 00:00:00+00:00,10.1875,10.375,10.0625,6.7279052734375,204200,0.0,
1999-11-18 00:00:00+00:00,10.5,10.75,10.4375,6.930553913116455,162300,0.0,
1999-11-19 00:00:00+00:00,10.8125,10.8125,10.5,6.8900251388549805,480500,0.0,
1999-11-22 00:00:00+00:00,10.875,11.25,10.75,7.254793643951416,254500,0.0,
1999-11-23 00:00:00+00:00,11.3125,11.375,11.125,7.335850715637207,134100,0.0,
1999-11-24 00:00:00+00:00,11.3125,11.5,11.25,7.295321941375732,126800,0.0,
1999-11-26 00:00:00+00:00,11.375,11.375,11.25,7.335850715637207,40100,0.0,
1999-11-29 00:00:00+00:00,11.3125,11.4375,11.3125,7.416913032531738,81800,0.0,
1999-11-30 00:00:00+00:00,11.4375,11.5,11.375,7.376380443572998,179400,0.0,
1999-12-01 00:00:00+00:00,11.375,11.375,11.1875,7.295321941375732,143600,0.0,
1999-12-02 00:00:00+00:00,11.25,11.25,11.0625,7.254793643951416,114200,0.0,
1999-12-03 00:00:00+00:00,11.1875,11.375,11.1875,7.376380443572998,244700,0.0,
1999-12-06 00:00:00+00:00,11.25,11.375,11.0625,7.214260101318359,154100,0.0,
1999-12-07 00:00:00+00:00,10.8125,11.1875,10.8125,7.254793643951416,220800,0.0,
1999-12-08 00:00:00+00:00,11.1875,11.3125,11.125,7.335850715637207,248600,0.0,
1999-12-09 00:00:00+00:00,11.25,11.4375,11.125,7.214260101318359,351900,0.0,
1999-12-10 00:00:00+00:00,10.5,10.5625,10.0625,6.7279052734375,440700,0.0,
1999-12-13 00:00:00+00:00,10.375,11.0,10.375,7.0521440505981445,216200,0.0,
1999-12-14 00:00:00+00:00,10.8125,11.4375,10.8125,7.295321941375732,698600,0.0,
1999-12-15 00:00:00+00:00,11.1875,11.25,11.125,7.316577434539795,316700,0.095,
1999-12-16 00:00:00+00:00,11.1875,11.1875,10.75,7.11220645904541,108800,0.0,
1999-12-17 00:00:00+00:00,10.875,10.875,10.5625,6.989577770233154,67800,0.0,
1999-12-20 00:00:00+00:00,10.5625,10.5625,9.8125,6.49907922744751,316200,0.0,
1999-12-21 00:00:00+00:00,9.875,9.9375,9.6875,6.335582256317139,185000,0.0,
1999-12-22 00:00:00+00:00,9.6875,9.75,9.4375,6.253834247589111,215700,0.0,
1999-12-23 00:00:00+00:00,9.4375,9.6875,9.4375,6.294709205627441,137500,0.0,
1999-12-27 00:00:00+00:00,9.75,9.75,8.875,6.049460887908936,256500,0.0,
1999-12-28 00:00:00+00:00,9.375,9.375,9.125,6.049460887908936,165800,0.0,
1999-12-29 00:00:00+00:00,9.1875,9.25,9.0625,6.049460887908936,117500,0.0,
1999-12-30 00:00:00+00:00,9.1875,9.25,9.0625,5.926835536956787,142900,0.0,
1999-12-31 00:00:00+00:00,8.9375,9.25,8.875,6.008581638336182,144700,0.0,
2000-01-03 00:00:00+00:00,9.5625,9.5625,9.3125,6.172083377838135,102200,0.0,
2000-01-04 00:00:00+00:00,9.3125,9.375,9.0,5.967710494995117,97100,0.0,
2000-01-05 00:00:00+00:00,9.125,9.1875,9.0,6.008581638336182,101600,0.0,
2000-01-06 00:00:00+00:00,9.0625,9.125,8.875,5.8450846672058105,122300,0.0,
2000-01-07 00:00:00+00:00,9.0,9.125,8.875,5.926835536956787,130900,0.0,
2000-01-10 00:00:00+00:00,9.1875,9.5625,9.1875,6.253834247589111,165700,0.0,
2000-01-11 00:00:00+00:00,9.6875,9.6875,9.5,6.212958812713623,63000,0.0,
2000-01-12 00:00:00+00:00,9.625,9.75,9.5,6.294709205627441,433800,0.0,
2000-01-13 00:00:00+00:00,9.625,9.6875,9.625,6.294709205627441,54500,0.0,
2000-01-14 00:00:00+00:00,9.625,9.6875,9.5,6.253834247589111,45200,0.0,
2000-01-18 00:00:00+00:00,9.5625,9.5625,9.375,6.172083377838135,84000,0.0,
2000-01-19 00:00:00+00:00,9.4375,9.4375,9.3125,6.172083377838135,86800,0.0,
2000-01-20 00:00:00+00:00,9.5625,9.5625,8.9375,6.090334415435791,162300,0.0,
2000-01-21 00:00:00+00:00,10.0,10.625,9.875,6.580828666687012,1517200,0.0,
2000-01-24 00:00:00+00:00,10.0625,10.25,9.75,6.417333602905273,274100,0.0,
2000-01-25 00:00:00+00:00,9.8125,9.8125,9.3125,6.172083377838135,215600,0.0,
2000-01-26 00:00:00+00:00,9.5625,9.6875,9.375,6.294709205627441,127900,0.0,
2000-01-27 00:00:00+00:00,9.6875,9.6875,9.25,6.212958812713623,141400,0.0,
2000-01-28 00:00:00+00:00,9.25,9.4375,9.25,6.049460887908936,149200,0.0,
2000-01-31 00:00:00+00:00,9.375,9.625,9.25,6.294709205627441,148000,0.0,
2000-02-01 00:00:00+00:00,9.4375,9.8125,9.4375,6.376456737518311,158400,0.0,
2000-02-02 00:00:00+00:00,9.6875,10.375,9.6875,6.703454494476318,182200,0.0,
2000-02-03 00:00:00+00:00,10.375,10.4375,9.9375,6.5399556159973145,115300,0.0,
2000-02-04 00:00:00+00:00,10.125,10.375,10.0,6.621706485748291,129200,0.0,
2000-02-07 00:00:00+00:00,10.1875,10.25,9.875,6.580828666687012,73600,0.0,
2000-02-08 00:00:00+00:00,10.1875,10.5625,10.1875,6.826083183288574,186000,0.0,
2000-02-09 00:00:00+00:00,10.4375,10.5,9.6875,6.458207130432129,87100,0.0,
2000-02-10 00:00:00+00:00,10.0,10.3125,9.9375,6.703454494476318,109600,0.0,
2000-02-11 00:00:00+00:00,10.25,10.4375,10.1875,6.744332313537598,73000,0.0,
2000-02-14 00:00:00+00:00,10.0625,10.25,9.875,6.5399556159973145,88800,0.0,
