date,TBRG_Open,TBRG_High,TBRG_Low,TBRG_Close,TBRG_Volume,TBRG_Dividends,TBRG_Stock Splits
2002-05-21 00:00:00+00:00,17.5,18.40999984741211,17.020000457763672,9.79867172241211,1685400,0.0,
2002-05-22 00:00:00+00:00,18.239999771118164,18.25,18.0,9.868974685668944,304500,0.0,
2002-05-23 00:00:00+00:00,18.32999992370605,18.899999618530277,18.149999618530277,10.031201362609863,183100,0.0,
2002-05-24 00:00:00+00:00,18.700000762939453,18.950000762939453,18.61000061035156,10.2096529006958,26000,0.0,
2002-05-28 00:00:00+00:00,18.75,19.309999465942383,18.559999465942383,10.355660438537598,68900,0.0,
2002-05-29 00:00:00+00:00,19.0,19.01000022888184,18.459999084472656,10.166391372680664,119300,0.0,
2002-05-30 00:00:00+00:00,18.700000762939453,18.950000762939453,18.649999618530277,10.13935375213623,139600,0.0,
2002-05-31 00:00:00+00:00,18.950000762939453,19.25,18.51000022888184,10.13935375213623,124800,0.0,
2002-06-03 00:00:00+00:00,18.76000022888184,19.01000022888184,18.530000686645508,10.058241844177246,139300,0.0,
2002-06-04 00:00:00+00:00,18.799999237060547,18.799999237060547,18.5,10.042016983032228,102900,0.0,
2002-06-05 00:00:00+00:00,18.549999237060547,18.68000030517578,18.399999618530277,10.004164695739746,163400,0.0,
2002-06-06 00:00:00+00:00,18.559999465942383,18.770000457763672,18.51000022888184,10.106913566589355,17400,0.0,
2002-06-07 00:00:00+00:00,18.600000381469727,18.709999084472656,18.399999618530277,10.117725372314451,165500,0.0,
2002-06-10 00:00:00+00:00,18.700000762939453,18.940000534057617,18.450000762939453,10.12313461303711,128100,0.0,
2002-06-11 00:00:00+00:00,18.8799991607666,19.5,18.549999237060547,10.220470428466797,31900,0.0,
2002-06-12 00:00:00+00:00,18.76000022888184,19.0,18.76000022888184,10.274553298950195,13300,0.0,
2002-06-13 00:00:00+00:00,18.799999237060547,19.450000762939453,18.799999237060547,10.350255012512209,22200,0.0,
2002-06-14 00:00:00+00:00,19.5,19.5,18.979999542236328,10.312395095825195,10400,0.0,
2002-06-17 00:00:00+00:00,19.600000381469727,20.350000381469727,19.200000762939453,10.9505033493042,57900,0.0,
2002-06-18 00:00:00+00:00,20.190000534057617,20.549999237060547,19.940000534057617,10.977540969848633,52000,0.0,
2002-06-19 00:00:00+00:00,20.09000015258789,21.450000762939453,20.09000015258789,11.453414916992188,44300,0.0,
2002-06-20 00:00:00+00:00,21.049999237060547,21.350000381469727,20.200000762939453,11.2479248046875,90000,0.0,
2002-06-21 00:00:00+00:00,20.200000762939453,20.920000076293945,20.200000762939453,11.215482711791992,54100,0.0,
2002-06-24 00:00:00+00:00,20.63999938964844,20.989999771118164,20.25,11.09110164642334,58500,0.0,
