date,RCG_Open,RCG_High,RCG_Low,RCG_Close,RCG_Volume,RCG_Dividends,RCG_Stock Splits
1996-04-30 00:00:00+00:00,10.25,10.75,9.25,3.383652448654175,27400,0.0,
1996-05-01 00:00:00+00:00,9.5,10.25,9.25,3.383652448654175,25700,0.0,
1996-05-02 00:00:00+00:00,9.5,9.75,9.375,3.472695589065552,7100,0.0,
1996-05-03 00:00:00+00:00,10.125,10.125,9.25,3.2946085929870605,6200,0.0,
1996-05-06 00:00:00+00:00,10.125,10.125,9.25,3.2946085929870605,17900,0.0,
1996-05-07 00:00:00+00:00,10.125,10.125,9.25,3.2946085929870605,36300,0.0,
1996-05-08 00:00:00+00:00,9.875,9.875,9.25,3.472695589065552,9200,0.0,
1996-05-09 00:00:00+00:00,9.75,9.75,9.75,3.472695589065552,1800,0.0,
1996-05-10 00:00:00+00:00,9.75,9.75,9.75,3.472695589065552,1400,0.0,
1996-05-13 00:00:00+00:00,9.75,9.75,9.25,3.2946085929870605,11600,0.0,
1996-05-14 00:00:00+00:00,9.25,9.5,9.25,3.383652448654175,6400,0.0,
1996-05-15 00:00:00+00:00,9.25,10.0,9.25,3.5172176361083984,7500,0.0,
1996-05-16 00:00:00+00:00,9.875,9.875,9.875,3.5172176361083984,900,0.0,
1996-05-17 00:00:00+00:00,9.25,9.25,9.25,3.2946085929870605,4700,0.0,
1996-05-20 00:00:00+00:00,9.25,9.25,9.25,3.2946085929870605,100,0.0,
1996-05-21 00:00:00+00:00,9.25,9.75,9.25,3.2946085929870605,8600,0.0,
1996-05-22 00:00:00+00:00,9.25,9.25,9.25,3.2946085929870605,1000,0.0,
1996-05-23 00:00:00+00:00,9.625,9.625,9.625,3.4281742572784424,400,0.0,
1996-05-24 00:00:00+00:00,9.25,9.75,9.25,3.472695589065552,600,0.0,
1996-05-28 00:00:00+00:00,9.25,9.4375,9.0,3.361391305923462,7700,0.0,
1996-05-29 00:00:00+00:00,9.4375,9.4375,9.4375,3.361391305923462,0,0.0,
1996-05-30 00:00:00+00:00,9.0,9.0,9.0,3.2055656909942627,1000,0.0,
1996-05-31 00:00:00+00:00,9.5,9.5,9.0,3.2055656909942627,33800,0.0,
1996-06-03 00:00:00+00:00,9.0,9.0,9.0,3.2055656909942627,0,0.0,
1996-06-04 00:00:00+00:00,9.0,9.0,9.0,3.2055656909942627,0,0.0,
1996-06-05 00:00:00+00:00,8.75,9.125,8.75,3.250087022781372,1100,0.0,
1996-06-06 00:00:00+00:00,8.75,9.125,8.75,3.250087022781372,1500,0.0,
1996-06-07 00:00:00+00:00,9.125,9.125,8.75,3.2055656909942627,5500,0.0,
1996-06-10 00:00:00+00:00,9.25,9.25,8.75,3.2055656909942627,1800,0.0,
1996-06-11 00:00:00+00:00,8.875,8.875,8.875,3.161043882369995,700,0.0,
1996-06-12 00:00:00+00:00,9.25,9.25,9.25,3.2946085929870605,500,0.0,
1996-06-13 00:00:00+00:00,8.9375,8.9375,8.75,3.161043882369995,1100,0.0,
1996-06-14 00:00:00+00:00,8.625,9.25,8.625,3.161043882369995,11500,0.0,
1996-06-17 00:00:00+00:00,8.75,8.75,8.75,3.1165213584899902,200,0.0,
1996-06-18 00:00:00+00:00,8.75,9.0,8.75,3.1165213584899902,7300,0.0,
1996-06-19 00:00:00+00:00,9.0,9.125,9.0,3.250087022781372,1000,0.0,
1996-06-20 00:00:00+00:00,9.125,9.125,9.125,3.250087022781372,0,0.0,
1996-06-21 00:00:00+00:00,9.125,9.125,9.125,3.250087022781372,0,0.0,
1996-06-24 00:00:00+00:00,9.125,9.125,8.25,2.938434839248657,13900,0.0,
1996-06-25 00:00:00+00:00,8.25,8.25,7.5,2.671305656433105,11500,0.0,
1996-06-26 00:00:00+00:00,7.5,7.5,7.25,2.582260131835937,3400,0.0,
1996-06-27 00:00:00+00:00,7.5,7.5,7.5,2.671305656433105,2800,0.0,
1996-06-28 00:00:00+00:00,7.5,7.5,7.25,2.582260131835937,3500,0.0,
1996-07-01 00:00:00+00:00,7.25,7.75,7.25,2.760347366333008,3200,0.0,
1996-07-02 00:00:00+00:00,7.625,7.75,7.625,2.760347366333008,1500,0.0,
1996-07-03 00:00:00+00:00,7.625,7.75,7.625,2.760347366333008,3600,0.0,
1996-07-05 00:00:00+00:00,8.0,8.0,8.0,2.8493921756744385,3400,0.0,
1996-07-08 00:00:00+00:00,8.875,10.125,8.5,3.5172176361083984,39900,0.0,
1996-07-09 00:00:00+00:00,9.75,9.75,9.0,3.250087022781372,6600,0.0,
1996-07-10 00:00:00+00:00,9.75,9.75,9.0,3.383652448654175,1100,0.0,
1996-07-11 00:00:00+00:00,9.0,9.5,9.0,3.383652448654175,3400,0.0,
1996-07-12 00:00:00+00:00,9.0,9.5,8.75,3.383652448654175,1200,0.0,
1996-07-15 00:00:00+00:00,8.75,9.0,8.75,3.2055656909942627,200,0.0,
1996-07-16 00:00:00+00:00,8.75,9.125,8.75,3.2055656909942627,800,0.0,
1996-07-17 00:00:00+00:00,9.5,9.5,9.5,3.383652448654175,200,0.0,
1996-07-18 00:00:00+00:00,8.75,9.125,8.75,3.250087022781372,1800,0.0,
1996-07-19 00:00:00+00:00,8.875,9.25,8.875,3.2055656909942627,10000,0.0,
1996-07-22 00:00:00+00:00,8.875,9.125,8.875,3.250087022781372,2300,0.0,
1996-07-23 00:00:00+00:00,8.875,9.0,8.875,3.161043882369995,2100,0.0,
1996-07-24 00:00:00+00:00,8.875,9.0,8.625,3.0719995498657227,34500,0.0,
1996-07-25 00:00:00+00:00,8.5,8.5,8.5,3.0274789333343506,1000,0.0,
1996-07-26 00:00:00+00:00,8.75,8.75,8.75,3.1165213584899902,700,0.0,
1996-07-29 00:00:00+00:00,8.875,8.875,8.875,3.161043882369995,800,0.0,
1996-07-30 00:00:00+00:00,8.875,8.875,8.875,3.161043882369995,0,0.0,
1996-07-31 00:00:00+00:00,8.875,8.875,8.875,3.193427801132202,700,0.09,
1996-08-01 00:00:00+00:00,8.625,8.625,8.625,3.103470802307129,5300,0.0,
1996-08-02 00:00:00+00:00,8.625,8.625,8.625,3.103470802307129,3100,0.0,
1996-08-05 00:00:00+00:00,8.875,8.875,8.625,3.103470802307129,2700,0.0,
1996-08-06 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,500,0.0,
1996-08-07 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,300,0.0,
1996-08-08 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,400,0.0,
1996-08-09 00:00:00+00:00,8.625,8.625,8.625,3.103470802307129,3000,0.0,
1996-08-12 00:00:00+00:00,8.625,8.625,8.625,3.103470802307129,12300,0.0,
1996-08-13 00:00:00+00:00,8.625,8.625,8.625,3.103470802307129,0,0.0,
1996-08-14 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,5500,0.0,
1996-08-15 00:00:00+00:00,8.875,9.0,8.75,3.148449420928955,4300,0.0,
1996-08-16 00:00:00+00:00,8.75,8.875,8.75,3.193427801132202,1500,0.0,
1996-08-19 00:00:00+00:00,8.9375,8.9375,8.9375,3.2159171104431152,2000,0.0,
1996-08-20 00:00:00+00:00,8.875,8.875,8.875,3.193427801132202,500,0.0,
1996-08-21 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,1600,0.0,
1996-08-22 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,0,0.0,
1996-08-23 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,0,0.0,
1996-08-26 00:00:00+00:00,8.75,8.75,8.75,3.148449420928955,2000,0.0,
1996-08-27 00:00:00+00:00,9.5,9.5,8.75,3.148449420928955,2300,0.0,
1996-08-28 00:00:00+00:00,9.25,9.25,9.25,3.328361749649048,100,0.0,
1996-08-29 00:00:00+00:00,8.75,9.25,8.625,3.103470802307129,8800,0.0,
1996-08-30 00:00:00+00:00,8.625,8.875,8.625,3.148449420928955,1500,0.0,
1996-09-03 00:00:00+00:00,9.25,9.5,9.25,3.4183168411254883,2800,0.0,
1996-09-04 00:00:00+00:00,9.5,9.5,9.5,3.4183168411254883,100,0.0,
1996-09-05 00:00:00+00:00,9.625,9.625,9.0,3.328361749649048,12900,0.0,
1996-09-06 00:00:00+00:00,9.25,9.25,9.25,3.328361749649048,0,0.0,
1996-09-09 00:00:00+00:00,9.0,9.5,9.0,3.23840594291687,11100,0.0,
1996-09-10 00:00:00+00:00,9.5,9.5,9.5,3.4183168411254883,400,0.0,
