date,ARCO_Open,ARCO_High,ARCO_Low,ARCO_Close,ARCO_Volume,ARCO_Dividends,ARCO_Stock Splits
2011-04-14 00:00:00+00:00,21.0,22.0,20.799999237060547,17.79115104675293,63774200,0.0,
2011-04-15 00:00:00+00:00,21.21999931335449,21.84000015258789,20.809999465942383,17.925424575805664,5891700,0.0,
2011-04-18 00:00:00+00:00,21.299999237060547,22.950000762939453,21.11000061035156,19.217798233032227,5759100,0.0,
2011-04-19 00:00:00+00:00,23.170000076293945,24.959999084472656,22.780000686645508,20.753551483154297,11062300,0.0,
2011-04-20 00:00:00+00:00,25.799999237060547,25.950000762939453,23.799999237060547,20.17449951171875,5863400,0.0,
2011-04-21 00:00:00+00:00,24.100000381469727,24.200000762939453,22.88999938964844,19.863990783691406,2406400,0.0,
2011-04-25 00:00:00+00:00,23.649999618530277,23.84000015258789,23.06999969482422,19.77167510986328,1169800,0.0,
2011-04-26 00:00:00+00:00,23.8700008392334,23.899999618530277,22.75,19.20101356506348,1800000,0.0,
2011-04-27 00:00:00+00:00,23.100000381469727,23.149999618530277,21.959999084472656,18.78980255126953,1828600,0.0,
2011-04-28 00:00:00+00:00,22.25,22.450000762939453,21.799999237060547,18.54643821716309,1669100,0.0,
2011-04-29 00:00:00+00:00,22.049999237060547,22.100000381469727,21.51000022888184,18.487693786621094,1956200,0.0,
2011-05-02 00:00:00+00:00,22.09000015258789,23.09000015258789,22.09000015258789,18.88212203979492,2014300,0.0,
2011-05-03 00:00:00+00:00,22.649999618530277,22.75,22.31999969482422,19.04156494140625,1792100,0.0,
2011-05-04 00:00:00+00:00,22.600000381469727,22.75,22.540000915527344,19.007999420166016,844200,0.0,
2011-05-05 00:00:00+00:00,22.600000381469727,23.149999618530277,22.38999938964844,18.97443389892578,1681400,0.0,
2011-05-06 00:00:00+00:00,23.100000381469727,23.100000381469727,21.51000022888184,18.487693786621094,3614700,0.0,
2011-05-09 00:00:00+00:00,22.239999771118164,22.5,22.049999237060547,18.86533546447754,621600,0.0,
2011-05-10 00:00:00+00:00,22.56999969482422,22.700000762939453,22.190000534057617,18.66392135620117,888100,0.0,
2011-05-11 00:00:00+00:00,22.100000381469727,22.1200008392334,21.65999984741211,18.30307006835937,1165300,0.0,
2011-05-12 00:00:00+00:00,21.670000076293945,21.709999084472656,20.88999938964844,18.026132583618164,1251800,0.0,
2011-05-13 00:00:00+00:00,21.479999542236328,22.350000381469727,21.280000686645508,18.67231559753418,1497700,0.0,
2011-05-16 00:00:00+00:00,22.40999984741211,22.40999984741211,21.700000762939453,18.37859535217285,572100,0.0,
2011-05-17 00:00:00+00:00,21.8799991607666,21.899999618530277,21.350000381469727,18.252716064453125,780000,0.0,
2011-05-18 00:00:00+00:00,21.76000022888184,22.59000015258789,21.76000022888184,18.756235122680664,914000,0.0,
2011-05-19 00:00:00+00:00,22.5,22.549999237060547,21.82999992370605,18.67231559753418,683300,0.0,
2011-05-20 00:00:00+00:00,22.25,22.25,21.8700008392334,18.47090721130371,444100,0.0,
2011-05-23 00:00:00+00:00,21.940000534057617,22.13999938964844,21.76000022888184,18.462512969970703,858000,0.0,
2011-05-24 00:00:00+00:00,22.549999237060547,22.549999237060547,21.8700008392334,18.47090721130371,1998600,0.0,
2011-05-25 00:00:00+00:00,21.899999618530277,22.040000915527344,21.799999237060547,18.37859535217285,531100,0.0,
2011-05-26 00:00:00+00:00,21.899999618530277,22.899999618530277,21.75,19.02478408813477,1050600,0.0,
2011-05-27 00:00:00+00:00,22.82999992370605,23.399999618530277,22.61000061035156,19.419208526611328,924100,0.0,
2011-05-31 00:00:00+00:00,23.38999938964844,23.399999618530277,22.520000457763672,19.0919189453125,750700,0.0,
2011-06-01 00:00:00+00:00,22.940000534057617,22.940000534057617,22.0,18.53804588317871,640400,0.0,
2011-06-02 00:00:00+00:00,22.3799991607666,22.440000534057617,21.700000762939453,18.77301597595215,1122200,0.0,
2011-06-03 00:00:00+00:00,22.170000076293945,23.270000457763672,22.1200008392334,19.276538848876957,728300,0.0,
2011-06-06 00:00:00+00:00,23.290000915527344,23.34000015258789,22.549999237060547,19.01638984680176,529600,0.0,
