date,BAC-PL_Open,BAC-PL_High,BAC-PL_Low,BAC-PL_Close,BAC-PL_Volume,BAC-PL_Dividends,BAC-PL_Stock Splits
2008-01-31 00:00:00+00:00,1080.0,1150.0,1070.0301513671875,386.5374450683594,112100,0.0,
2008-02-01 00:00:00+00:00,1134.0,1168.0,1119.58984375,392.7385559082031,155400,0.0,
2008-02-04 00:00:00+00:00,1130.0,1137.0,1118.1199951171875,386.4994812011719,128240,0.0,
2008-02-05 00:00:00+00:00,1115.0,1120.0,1097.7200927734375,378.9582824707031,315310,0.0,
2008-02-06 00:00:00+00:00,1105.0,1118.5,1098.1199951171875,378.9582824707031,238140,0.0,
2008-02-07 00:00:00+00:00,1100.0,1120.0,1098.5,383.1609191894531,279770,0.0,
2008-02-08 00:00:00+00:00,1109.0,1109.75,1079.0,378.6134643554688,103710,0.0,
2008-02-11 00:00:00+00:00,1115.0,1115.0,1085.25,373.8766784667969,60810,0.0,
2008-02-12 00:00:00+00:00,1100.0,1109.864990234375,1090.75,377.225341796875,172140,0.0,
2008-02-13 00:00:00+00:00,1104.0,1118.0,1100.0,381.71435546875,221480,0.0,
2008-02-14 00:00:00+00:00,1102.75,1114.2349853515625,1094.0,381.1114196777344,221745,0.0,
2008-02-15 00:00:00+00:00,1098.75,1112.0,1095.5849609375,381.3697204589844,118860,0.0,
2008-02-19 00:00:00+00:00,1115.0,1115.0,1108.5,383.0853271484375,69880,0.0,
2008-02-20 00:00:00+00:00,1097.2249755859375,1111.5,1095.25,381.7107543945313,23260,0.0,
2008-02-21 00:00:00+00:00,1110.5,1110.5,1096.6500244140625,378.4792785644531,48290,0.0,
2008-02-22 00:00:00+00:00,1098.25,1098.25,1091.4949951171875,378.2690734863281,63216,0.0,
2008-02-25 00:00:00+00:00,1098.0,1121.5,1097.5,381.6282043457031,86740,0.0,
2008-02-26 00:00:00+00:00,1113.0,1131.8499755859375,1104.4000244140625,383.6952209472656,92470,0.0,
2008-02-27 00:00:00+00:00,1117.041015625,1117.041015625,1113.0,383.609130859375,7350,0.0,
2008-02-28 00:00:00+00:00,1110.489990234375,1110.489990234375,1094.780029296875,377.1599731445313,33260,0.0,
2008-02-29 00:00:00+00:00,1087.75,1088.0,1055.0,368.6229248046875,74550,0.0,
2008-03-03 00:00:00+00:00,1063.5,1063.5,1063.5,366.3836364746094,0,0.0,
2008-03-04 00:00:00+00:00,1056.050048828125,1056.050048828125,1040.530029296875,362.3806457519531,142990,0.0,
2008-03-05 00:00:00+00:00,1055.0,1058.89501953125,1044.75,359.9242858886719,120420,0.0,
2008-03-06 00:00:00+00:00,1040.0,1040.0,1020.5499877929688,353.1199951171875,299670,0.0,
2008-03-07 00:00:00+00:00,1022.0,1034.0,1012.219970703125,352.08660888671875,108280,0.0,
2008-03-10 00:00:00+00:00,1017.010009765625,1041.25,972.0,334.8612976074219,145270,0.0,
2008-03-11 00:00:00+00:00,1026.0,1026.0,997.0,351.65264892578125,252870,0.0,
2008-03-12 00:00:00+00:00,1023.0,1073.2799072265625,1022.0599975585938,352.1072998046875,48470,0.0,
2008-03-13 00:00:00+00:00,1010.0,1026.0,989.5009765625,351.9143371582031,120420,0.0,
2008-03-14 00:00:00+00:00,1024.030029296875,1025.0,994.6300048828124,345.196533203125,166360,0.0,
2008-03-17 00:00:00+00:00,995.0,1001.2000122070312,974.8200073242188,344.9208679199219,278641,0.0,
2008-03-18 00:00:00+00:00,1002.0,1045.0,1002.0,360.01025390625,334000,0.0,
2008-03-19 00:00:00+00:00,1068.47998046875,1087.02001953125,1045.22998046875,365.8841552734375,105580,0.0,
2008-03-20 00:00:00+00:00,1065.0,1096.8499755859375,1059.97998046875,371.0861511230469,154800,0.0,
2008-03-24 00:00:00+00:00,1095.0,1139.8900146484375,1081.0,383.7467956542969,200000,0.0,
2008-03-25 00:00:00+00:00,1103.550048828125,1107.75,1087.0,376.374267578125,93710,0.0,
2008-03-26 00:00:00+00:00,1072.81005859375,1080.489990234375,1060.0,371.2633056640625,107230,0.0,
2008-03-27 00:00:00+00:00,1077.6400146484375,1080.0,1070.0,369.0534362792969,9037,0.0,
2008-03-28 00:00:00+00:00,1050.0,1057.75,1030.25,361.10638427734375,12680,18.3264,
2008-03-31 00:00:00+00:00,1033.75,1044.989990234375,1032.5,362.0702209472656,3517,0.0,
2008-04-01 00:00:00+00:00,1055.010009765625,1080.0,1055.010009765625,376.10455322265625,258360,0.0,
2008-04-02 00:00:00+00:00,1082.199951171875,1099.239990234375,1071.81201171875,380.2859497070313,217670,0.0,
2008-04-03 00:00:00+00:00,1081.5,1091.0,1070.614990234375,380.9975891113281,41910,0.0,
2008-04-04 00:00:00+00:00,1085.0,1090.0,1073.760009765625,379.4202270507813,176200,0.0,
2008-04-07 00:00:00+00:00,1086.1400146484375,1095.0,1079.3199462890625,380.0721740722656,87780,0.0,
2008-04-08 00:00:00+00:00,1080.0,1081.0,1069.449951171875,374.8462219238281,98308,0.0,
2008-04-09 00:00:00+00:00,1069.6939697265625,1074.989990234375,1058.8499755859375,372.4312438964844,55860,0.0,
2008-04-10 00:00:00+00:00,1058.0,1068.739990234375,1051.0899658203125,368.8349609375,37990,0.0,
2008-04-11 00:00:00+00:00,1050.0,1058.0,1045.9100341796875,366.5953063964844,70210,0.0,
2008-04-14 00:00:00+00:00,1031.739990234375,1041.5,1023.2540283203124,359.44158935546875,195012,0.0,
2008-04-15 00:00:00+00:00,1036.030029296875,1090.02001953125,1020.1799926757812,358.9156188964844,248914,0.0,
2008-04-16 00:00:00+00:00,1034.4849853515625,1073.8299560546875,1033.4000244140625,363.9980163574219,141958,0.0,
2008-04-17 00:00:00+00:00,1034.7900390625,1056.97998046875,1027.5,367.6783447265625,71890,0.0,
2008-04-18 00:00:00+00:00,1069.739990234375,1077.5,1058.3399658203125,371.4076232910156,119195,0.0,
2008-04-21 00:00:00+00:00,1050.0,1062.9200439453125,1044.3800048828125,370.7276611328125,19528,0.0,
2008-04-22 00:00:00+00:00,1048.5,1059.0,1036.969970703125,365.2073669433594,151643,0.0,
2008-04-23 00:00:00+00:00,1050.0,1052.3299560546875,1034.35595703125,364.9093322753906,114077,0.0,
2008-04-24 00:00:00+00:00,1060.0,1149.72998046875,1033.75,368.0288391113281,189035,0.0,
2008-04-25 00:00:00+00:00,1059.0,1080.0,1047.449951171875,372.2349243164063,80075,0.0,
2008-04-28 00:00:00+00:00,1050.0,1058.0,1047.5,368.0321960449219,69490,0.0,
2008-04-29 00:00:00+00:00,1046.75,1089.989990234375,1040.7099609375,368.0184631347656,151756,0.0,
2008-04-30 00:00:00+00:00,1049.739990234375,1098.0,1041.7799072265625,384.85296630859375,359829,0.0,
2008-05-01 00:00:00+00:00,1061.75,1076.364990234375,1052.780029296875,375.0389404296875,303843,0.0,
2008-05-02 00:00:00+00:00,1085.0,1092.5,1073.25,378.973388671875,95144,0.0,
2008-05-05 00:00:00+00:00,1082.0,1089.97998046875,1068.125,375.9152526855469,58088,0.0,
2008-05-06 00:00:00+00:00,1062.0,1081.5,1055.25,378.0357360839844,162926,0.0,
2008-05-07 00:00:00+00:00,1073.8199462890625,1080.25,1055.719970703125,370.1318054199219,63988,0.0,
