date,COPX_Open,COPX_High,COPX_Low,COPX_Close,COPX_Volume,COPX_Dividends,COPX_Stock Splits
2010-04-20 00:00:00+00:00,44.70000076293945,44.70000076293945,43.95000076293945,32.6640739440918,1933,0.0,
2010-04-21 00:00:00+00:00,43.79999923706055,44.09999847412109,43.22999954223633,32.152305603027344,2900,0.0,
2010-04-22 00:00:00+00:00,43.16999816894531,43.16999816894531,42.5099983215332,31.974294662475582,3600,0.0,
2010-04-23 00:00:00+00:00,42.959999084472656,43.2599983215332,42.75,32.08555221557617,1100,0.0,
2010-04-26 00:00:00+00:00,44.880001068115234,44.880001068115234,43.20000076293945,32.5750732421875,3600,0.0,
2010-04-27 00:00:00+00:00,43.04999923706055,43.20000076293945,41.72999954223633,30.95077133178711,6733,0.0,
2010-04-28 00:00:00+00:00,42.2400016784668,42.2400016784668,41.310001373291016,31.017520904541016,5133,0.0,
2010-04-29 00:00:00+00:00,42.18000030517578,42.18000030517578,41.84999847412109,31.039779663085938,18133,0.0,
2010-04-30 00:00:00+00:00,42.540000915527344,42.540000915527344,40.86000061035156,30.305498123168945,13467,0.0,
2010-05-03 00:00:00+00:00,40.34999847412109,40.95000076293945,39.93000030517578,29.86047744750977,1633,0.0,
2010-05-04 00:00:00+00:00,39.5099983215332,39.5099983215332,37.31999969482422,27.94692039489746,3633,0.0,
2010-05-05 00:00:00+00:00,36.0,37.43999862670898,35.790000915527344,27.43515396118164,2067,0.0,
2010-05-06 00:00:00+00:00,36.84000015258789,36.959999084472656,34.08000183105469,26.122360229492188,1967,0.0,
2010-05-07 00:00:00+00:00,35.970001220703125,35.970001220703125,34.5,26.05560874938965,2800,0.0,
2010-05-10 00:00:00+00:00,38.0099983215332,38.15999984741211,37.79999923706055,28.21392822265625,2500,0.0,
2010-05-11 00:00:00+00:00,37.709999084472656,37.91999816894531,37.5,27.813419342041016,1767,0.0,
2010-05-12 00:00:00+00:00,38.0099983215332,38.0099983215332,37.52999877929688,28.080421447753903,32733,0.0,
2010-05-13 00:00:00+00:00,38.58000183105469,38.7599983215332,38.06999969482422,28.28067970275879,2600,0.0,
2010-05-14 00:00:00+00:00,37.34999847412109,37.34999847412109,36.150001525878906,27.16814422607422,3967,0.0,
2010-05-17 00:00:00+00:00,37.08000183105469,37.08000183105469,34.13999938964844,26.033361434936523,2333,0.0,
2010-05-18 00:00:00+00:00,35.970001220703125,35.970001220703125,34.22999954223633,25.388092041015625,3500,0.0,
2010-05-19 00:00:00+00:00,33.29999923706055,33.41999816894531,32.279998779296875,24.54255485534668,767,0.0,
2010-05-20 00:00:00+00:00,32.400001525878906,32.400001525878906,30.93000030517578,23.22976493835449,2333,0.0,
2010-05-21 00:00:00+00:00,32.63999938964844,33.29999923706055,32.63999938964844,24.63156509399414,1400,0.0,
2010-05-24 00:00:00+00:00,33.56999969482422,33.630001068115234,33.09000015258789,24.54255485534668,1067,0.0,
2010-05-25 00:00:00+00:00,31.350000381469727,32.63999938964844,31.11000061035156,24.20879364013672,5267,0.0,
2010-05-26 00:00:00+00:00,33.93000030517578,34.04999923706055,33.720001220703125,25.03207397460937,967,0.0,
2010-05-27 00:00:00+00:00,34.97999954223633,36.02999877929688,34.97999954223633,26.723129272460938,2433,0.0,
2010-05-28 00:00:00+00:00,35.54999923706055,35.54999923706055,34.97999954223633,26.14461326599121,1600,0.0,
