date,AAXJ_Open,AAXJ_High,AAXJ_Low,AAXJ_Close,AAXJ_Volume,AAXJ_Dividends,AAXJ_Stock Splits
2008-08-15 00:00:00+00:00,50.130001068115234,50.130001068115234,50.130001068115234,37.83740615844727,100,0.0,
2008-08-18 00:00:00+00:00,49.77000045776367,49.77000045776367,49.0,36.984500885009766,25600,0.0,
2008-08-19 00:00:00+00:00,48.34000015258789,48.34000015258789,48.34000015258789,36.48633575439453,100,0.0,
2008-08-20 00:00:00+00:00,49.04999923706055,49.04999923706055,49.02000045776367,36.99958038330078,4000,0.0,
2008-08-21 00:00:00+00:00,49.02000045776367,49.02000045776367,49.02000045776367,36.99958038330078,0,0.0,
2008-08-22 00:00:00+00:00,49.25,49.25,49.15999984741211,37.15055465698242,3600,0.0,
2008-08-25 00:00:00+00:00,49.18999862670898,49.18999862670898,48.29999923706055,36.45614242553711,17000,0.0,
2008-08-26 00:00:00+00:00,48.91999816894531,48.91999816894531,48.54999923706055,36.803340911865234,5000,0.0,
2008-08-27 00:00:00+00:00,49.77000045776367,49.77000045776367,49.650001525878906,37.47509765625,1500,0.0,
2008-08-28 00:00:00+00:00,49.61000061035156,49.66999816894531,49.61000061035156,37.490196228027344,6000,0.0,
2008-08-29 00:00:00+00:00,49.38999938964844,49.38999938964844,49.33000183105469,37.23357391357422,400,0.0,
2008-09-02 00:00:00+00:00,49.0,49.0,49.0,36.984500885009766,100,0.0,
2008-09-03 00:00:00+00:00,47.220001220703125,47.34999847412109,47.09999847412109,35.60322570800781,3900,0.0,
2008-09-04 00:00:00+00:00,46.709999084472656,46.709999084472656,45.900001525878906,34.689937591552734,2600,0.0,
2008-09-05 00:00:00+00:00,45.22999954223633,46.0,45.08000183105469,34.72013854980469,6100,0.0,
2008-09-08 00:00:00+00:00,46.880001068115234,47.22999954223633,46.630001068115234,35.64852523803711,3800,0.0,
2008-09-09 00:00:00+00:00,46.869998931884766,46.869998931884766,45.880001068115234,34.62956237792969,11400,0.0,
2008-09-10 00:00:00+00:00,45.880001068115234,45.880001068115234,45.880001068115234,34.62956237792969,0,0.0,
