date,PTH_Open,PTH_High,PTH_Low,PTH_Close,PTH_Volume,PTH_Dividends,PTH_Stock Splits
2006-10-12 00:00:00+00:00,8.303333282470703,8.30666732788086,8.289999961853027,8.143850326538086,25500,0.0,
2006-10-13 00:00:00+00:00,8.34333324432373,8.34333324432373,8.30666732788086,8.173296928405762,10800,0.0,
2006-10-16 00:00:00+00:00,8.366666793823242,8.366666793823242,8.356666564941406,8.20274543762207,5700,0.0,
2006-10-17 00:00:00+00:00,8.30666732788086,8.316666603088379,8.289999961853027,8.163481712341309,9900,0.0,
2006-10-18 00:00:00+00:00,8.399999618530273,8.399999618530273,8.333333015441895,8.20274543762207,129900,0.0,
2006-10-19 00:00:00+00:00,8.393333435058594,8.393333435058594,8.366666793823242,8.212560653686523,6000,0.0,
2006-10-20 00:00:00+00:00,8.396666526794434,8.41333293914795,8.383333206176758,8.251823425292969,7200,0.0,
2006-10-23 00:00:00+00:00,8.386667251586914,8.4399995803833,8.386667251586914,8.258365631103516,37800,0.0,
2006-10-24 00:00:00+00:00,8.399999618530273,8.420000076293945,8.363332748413086,8.215832710266113,15900,0.0,
2006-10-25 00:00:00+00:00,8.34000015258789,8.34000015258789,8.313332557678223,8.16020679473877,35100,0.0,
2006-10-26 00:00:00+00:00,8.399999618530273,8.416666984558105,8.386667251586914,8.261640548706055,12300,0.0,
2006-10-27 00:00:00+00:00,8.380000114440918,8.473333358764648,8.380000114440918,8.31726360321045,75600,0.0,
2006-10-30 00:00:00+00:00,8.416666984558105,8.416666984558105,8.366666793823242,8.238736152648926,4800,0.0,
2006-10-31 00:00:00+00:00,8.433333396911621,8.433333396911621,8.350000381469727,8.19620132446289,14400,0.0,
2006-11-01 00:00:00+00:00,8.40999984741211,8.40999984741211,8.236666679382324,8.084953308105469,52800,0.0,
2006-11-02 00:00:00+00:00,8.289999961853027,8.313332557678223,8.289999961853027,8.16020679473877,31200,0.0,
2006-11-03 00:00:00+00:00,8.333333015441895,8.333333015441895,8.286666870117188,8.134035110473633,3600,0.0,
2006-11-06 00:00:00+00:00,8.433333396911621,8.433333396911621,8.433333396911621,8.277998924255371,900,0.0,
2006-11-07 00:00:00+00:00,8.493332862854004,8.529999732971191,8.493332862854004,8.363068580627441,273300,0.0,
2006-11-08 00:00:00+00:00,8.446666717529297,8.453332901000977,8.393333435058594,8.277998924255371,97800,0.0,
2006-11-09 00:00:00+00:00,8.423333168029785,8.423333168029785,8.296667098999023,8.143850326538086,600,0.0,
2006-11-10 00:00:00+00:00,8.313332557678223,8.34000015258789,8.313332557678223,8.186385154724121,61800,0.0,
2006-11-13 00:00:00+00:00,8.383333206176758,8.383333206176758,8.383333206176758,8.228919982910156,3000,0.0,
2006-11-14 00:00:00+00:00,8.366666793823242,8.41333293914795,8.356666564941406,8.258365631103516,44700,0.0,
2006-11-15 00:00:00+00:00,8.506667137145996,8.506667137145996,8.50333309173584,8.346709251403809,1200,0.0,
2006-11-16 00:00:00+00:00,8.526666641235352,8.526666641235352,8.5,8.363068580627441,8400,0.0,
2006-11-17 00:00:00+00:00,8.476667404174805,8.489999771118164,8.466667175292969,8.333622932434082,4200,0.0,
2006-11-20 00:00:00+00:00,8.506667137145996,8.520000457763672,8.463333129882812,8.30744743347168,3900,0.0,
2006-11-21 00:00:00+00:00,8.470000267028809,8.470000267028809,8.4399995803833,8.284542083740234,2700,0.0,
2006-11-22 00:00:00+00:00,8.449999809265137,8.470000267028809,8.430000305175781,8.310718536376953,11400,0.0,
2006-11-24 00:00:00+00:00,8.433333396911621,8.446666717529297,8.433333396911621,8.29108715057373,1200,0.0,
2006-11-27 00:00:00+00:00,8.34000015258789,8.34000015258789,8.319999694824219,8.166751861572266,2100,0.0,
2006-11-28 00:00:00+00:00,8.326666831970215,8.350000381469727,8.303333282470703,8.183114051818848,13800,0.0,
2006-11-29 00:00:00+00:00,8.366666793823242,8.396666526794434,8.34333324432373,8.222376823425293,6900,0.0,
2006-11-30 00:00:00+00:00,8.376667022705078,8.376667022705078,8.376667022705078,8.222376823425293,0,0.0,
2006-12-01 00:00:00+00:00,8.416666984558105,8.466667175292969,8.41333293914795,8.310718536376953,367200,0.0,
2006-12-04 00:00:00+00:00,8.516667366027832,8.553333282470703,8.516667366027832,8.39578914642334,9300,0.0,
2006-12-05 00:00:00+00:00,8.539999961853027,8.579999923706055,8.539999961853027,8.421965599060059,3900,0.0,
2006-12-06 00:00:00+00:00,8.566666603088379,8.609999656677246,8.566666603088379,8.451411247253418,8400,0.0,
2006-12-07 00:00:00+00:00,8.603333473205566,8.613332748413086,8.596667289733887,8.438324928283691,3600,0.0,
2006-12-08 00:00:00+00:00,8.609999656677246,8.613332748413086,8.600000381469727,8.454682350158691,2400,0.0,
2006-12-11 00:00:00+00:00,8.619999885559082,8.619999885559082,8.603333473205566,8.461226463317871,1800,0.0,
2006-12-12 00:00:00+00:00,8.600000381469727,8.600000381469727,8.600000381469727,8.441594123840332,300,0.0,
2006-12-13 00:00:00+00:00,8.619999885559082,8.619999885559082,8.603333473205566,8.444868087768555,6000,0.0,
2006-12-14 00:00:00+00:00,8.613332748413086,8.643333435058594,8.613332748413086,8.461226463317871,36600,0.0,
2006-12-15 00:00:00+00:00,8.646666526794434,8.646666526794434,8.636667251586914,8.477588653564453,12000,0.0,
2006-12-18 00:00:00+00:00,8.65999984741211,8.66333293914795,8.613332748413086,8.457955360412598,3300,0.0,
2006-12-19 00:00:00+00:00,8.600000381469727,8.630000114440918,8.600000381469727,8.471043586730957,8400,0.0,
