date,ZROZ_Open,ZROZ_High,ZROZ_Low,ZROZ_Close,ZROZ_Volume,ZROZ_Dividends,ZROZ_Stock Splits
2009-11-04 00:00:00+00:00,73.86000061035156,73.86000061035156,73.86000061035156,48.35641479492188,4000,0.0,
2009-11-05 00:00:00+00:00,72.93000030517578,72.93000030517578,72.93000030517578,47.747535705566406,4000,0.0,
2009-11-06 00:00:00+00:00,72.93000030517578,72.93000030517578,72.93000030517578,47.747535705566406,0,0.0,
2009-11-09 00:00:00+00:00,72.93000030517578,72.93000030517578,72.93000030517578,47.747535705566406,0,0.0,
2009-11-10 00:00:00+00:00,72.93000030517578,72.93000030517578,72.93000030517578,47.747535705566406,0,0.0,
2009-11-11 00:00:00+00:00,72.93000030517578,72.93000030517578,72.93000030517578,47.747535705566406,0,0.0,
2009-11-12 00:00:00+00:00,73.01000213623047,73.01000213623047,73.01000213623047,47.79991912841797,100,0.0,
2009-11-13 00:00:00+00:00,73.01000213623047,73.01000213623047,73.01000213623047,47.79991912841797,0,0.0,
2009-11-16 00:00:00+00:00,76.5999984741211,76.5999984741211,76.2300033569336,49.90807723999024,4300,0.0,
2009-11-17 00:00:00+00:00,76.66999816894531,76.66999816894531,76.66999816894531,50.19612884521485,100,0.0,
2009-11-18 00:00:00+00:00,76.0999984741211,76.0999984741211,75.58999633789062,49.51522064208984,9300,0.0,
2009-11-19 00:00:00+00:00,76.33999633789062,76.33999633789062,75.69000244140625,49.554534912109375,1100,0.0,
2009-11-20 00:00:00+00:00,75.9000015258789,75.9000015258789,75.41999816894531,49.37775039672852,1200,0.0,
2009-11-23 00:00:00+00:00,75.41999816894531,75.41999816894531,75.41999816894531,49.37775039672852,0,0.0,
2009-11-24 00:00:00+00:00,75.73999786376953,75.73999786376953,75.73999786376953,49.58725357055664,200,0.0,
2009-11-25 00:00:00+00:00,75.22000122070312,76.58999633789062,75.22000122070312,50.14373779296875,4300,0.0,
2009-11-27 00:00:00+00:00,76.77999877929688,76.77999877929688,76.77999877929688,50.26815032958984,1400,0.0,
