date,IBB_Open,IBB_High,IBB_Low,IBB_Close,IBB_Volume,IBB_Dividends,IBB_Stock Splits
2001-02-12 00:00:00+00:00,33.5,34.66666793823242,33.5,33.255470275878906,97200,0.0,
2001-02-13 00:00:00+00:00,35.0,35.40104293823242,33.34895706176758,32.27650451660156,51600,0.0,
2001-02-14 00:00:00+00:00,33.56770706176758,33.56770706176758,32.11458206176758,31.71419334411621,24600,0.0,
2001-02-15 00:00:00+00:00,33.33333206176758,33.33333206176758,32.93229293823242,32.05058288574219,23400,0.0,
2001-02-16 00:00:00+00:00,32.46875,32.81770706176758,32.09895706176758,31.086654663085938,24300,0.0,
2001-02-20 00:00:00+00:00,32.41666793823242,32.41666793823242,31.416667938232425,30.669946670532227,32700,0.0,
2001-02-21 00:00:00+00:00,31.78125,32.75,31.479167938232425,30.3486385345459,58800,0.0,
2001-02-22 00:00:00+00:00,31.552082061767575,31.78125,30.333332061767575,29.23912239074707,21000,0.0,
2001-02-23 00:00:00+00:00,30.635417938232425,31.614582061767575,30.515625,30.47416114807129,17100,0.0,
2001-02-26 00:00:00+00:00,32.06770706176758,33.31770706176758,32.06770706176758,31.985321044921875,130500,0.0,
2001-02-27 00:00:00+00:00,33.33333206176758,33.33333206176758,32.265625,31.16698265075684,61200,0.0,
2001-02-28 00:00:00+00:00,32.46875,33.09895706176758,31.682292938232425,31.136859893798828,22200,0.0,
2001-03-01 00:00:00+00:00,31.96875,31.96875,30.598957061767575,30.58962631225586,32400,0.0,
2001-03-02 00:00:00+00:00,31.197917938232425,32.64583206176758,31.166667938232425,30.76534080505371,30000,0.0,
2001-03-05 00:00:00+00:00,32.015625,32.18229293823242,31.385417938232425,30.47416114807129,45300,0.0,
2001-03-06 00:00:00+00:00,31.984375,32.13541793823242,31.416667938232425,30.42896842956543,19500,0.0,
2001-03-07 00:00:00+00:00,31.598957061767575,31.598957061767575,30.583332061767575,29.575496673583984,36600,0.0,
2001-03-08 00:00:00+00:00,30.432292938232425,30.4375,29.505207061767575,28.581445693969727,45300,0.0,
2001-03-09 00:00:00+00:00,29.265625,29.96875,28.833332061767575,27.793228149414062,36300,0.0,
2001-03-12 00:00:00+00:00,28.416667938232425,28.416667938232425,26.333332061767575,25.383411407470703,49500,0.0,
2001-03-13 00:00:00+00:00,26.53125,27.46875,26.28125,26.31722068786621,32100,0.0,
2001-03-14 00:00:00+00:00,26.166667938232425,27.984375,26.166667938232425,25.815168380737305,42900,0.0,
2001-03-15 00:00:00+00:00,27.53125,27.53125,26.848957061767575,25.880443572998047,21600,0.0,
2001-03-16 00:00:00+00:00,26.802082061767575,26.802082061767575,25.317707061767575,24.40442276000977,24000,0.0,
2001-03-19 00:00:00+00:00,25.598957061767575,26.416667938232425,25.364582061767575,25.463743209838867,27300,0.0,
2001-03-20 00:00:00+00:00,26.666667938232425,26.666667938232425,25.067707061767575,24.16344451904297,32400,0.0,
2001-03-21 00:00:00+00:00,25.197917938232425,25.197917938232425,22.932292938232425,22.25065422058105,72600,0.0,
2001-03-22 00:00:00+00:00,22.5,22.635417938232425,20.333332061767575,21.818893432617188,206700,0.0,
2001-03-23 00:00:00+00:00,23.166667938232425,23.802082061767575,22.885417938232425,22.943471908569336,26700,0.0,
