date,MOS_Open,MOS_High,MOS_Low,MOS_Close,MOS_Volume,MOS_Dividends,MOS_Stock Splits
1988-01-26 00:00:00+00:00,11.5,11.75,11.25,6.97852087020874,7244600,0.0,
1988-01-27 00:00:00+00:00,11.5625,12.375,11.4375,7.509496212005615,3652400,0.0,
1988-01-28 00:00:00+00:00,12.25,12.5625,12.125,7.623278141021728,2180000,0.0,
1988-01-29 00:00:00+00:00,12.4375,12.5625,11.875,7.433645725250244,1335400,0.0,
1988-02-01 00:00:00+00:00,12.125,12.25,11.9375,7.281933784484863,488800,0.0,
1988-02-02 00:00:00+00:00,12.0,12.0,11.8125,7.281933784484863,476800,0.0,
1988-02-03 00:00:00+00:00,12.0,12.625,12.0,7.357787609100342,1284600,0.0,
1988-02-04 00:00:00+00:00,12.125,12.3125,12.0625,7.4715704917907715,328000,0.0,
1988-02-05 00:00:00+00:00,12.25,12.4375,12.25,7.509496212005615,403600,0.0,
1988-02-08 00:00:00+00:00,12.125,12.125,11.875,7.281933784484863,143400,0.0,
1988-02-09 00:00:00+00:00,12.125,12.125,11.875,7.2060770988464355,157000,0.0,
1988-02-10 00:00:00+00:00,12.0,12.3125,12.0,7.433645725250244,456400,0.0,
1988-02-11 00:00:00+00:00,12.375,12.5625,12.375,7.509496212005615,484000,0.0,
1988-02-12 00:00:00+00:00,12.5,12.8125,12.5,7.737056732177734,222600,0.0,
1988-02-16 00:00:00+00:00,12.8125,13.25,12.8125,8.040471076965332,838000,0.0,
1988-02-17 00:00:00+00:00,13.25,13.4375,12.875,7.926692962646484,642400,0.0,
1988-02-18 00:00:00+00:00,13.0,13.3125,12.9375,8.040471076965332,516000,0.0,
1988-02-19 00:00:00+00:00,13.25,14.625,13.25,8.647294044494629,1103400,0.0,
1988-02-22 00:00:00+00:00,14.125,14.25,14.0,8.609370231628418,326600,0.0,
1988-02-23 00:00:00+00:00,14.125,14.125,13.8125,8.495591163635254,245000,0.0,
1988-02-24 00:00:00+00:00,13.9375,13.9375,13.75,8.4197359085083,271600,0.0,
1988-02-25 00:00:00+00:00,13.875,14.25,13.875,8.53351879119873,948000,0.0,
1988-02-26 00:00:00+00:00,14.0625,14.125,14.0,8.571441650390625,256000,0.0,
1988-02-29 00:00:00+00:00,14.25,15.1875,14.1875,9.17827606201172,647800,0.0,
1988-03-01 00:00:00+00:00,15.1875,15.375,14.875,9.026565551757812,587200,0.0,
1988-03-02 00:00:00+00:00,14.8125,15.1875,14.8125,9.216196060180664,192000,0.0,
1988-03-03 00:00:00+00:00,15.3125,15.3125,15.0,9.1024169921875,232800,0.0,
1988-03-04 00:00:00+00:00,14.875,15.5,14.875,9.405834197998049,426000,0.0,
1988-03-07 00:00:00+00:00,15.25,16.0625,15.25,9.671316146850586,463400,0.0,
1988-03-08 00:00:00+00:00,15.875,16.0625,15.8125,9.671316146850586,494800,0.0,
1988-03-09 00:00:00+00:00,16.0,16.0,15.8125,9.633397102355955,205400,0.0,
1988-03-10 00:00:00+00:00,15.9375,15.9375,14.5625,8.836929321289062,414200,0.0,
1988-03-11 00:00:00+00:00,14.5,14.6875,14.0,8.841503143310547,223400,0.07,
1988-03-14 00:00:00+00:00,14.625,15.125,14.5625,9.184489250183104,144800,0.0,
1988-03-15 00:00:00+00:00,15.25,15.9375,15.25,9.718029022216797,673200,0.0,
1988-03-16 00:00:00+00:00,16.0,16.125,15.5625,9.565594673156738,202800,0.0,
1988-03-17 00:00:00+00:00,15.875,15.875,15.5,9.603703498840332,146600,0.0,
1988-03-18 00:00:00+00:00,15.8125,15.8125,15.4375,9.41315460205078,166800,0.0,
1988-03-21 00:00:00+00:00,15.375,15.375,14.9375,9.14638614654541,254400,0.0,
1988-03-22 00:00:00+00:00,15.0,15.25,14.8125,9.070161819458008,515000,0.0,
1988-03-23 00:00:00+00:00,14.9375,15.0,14.875,9.14638614654541,27600,0.0,
1988-03-24 00:00:00+00:00,14.5,14.5,14.0,8.765284538269043,699200,0.0,
1988-03-25 00:00:00+00:00,14.5,14.6875,14.1875,8.650955200195312,152800,0.0,
1988-03-28 00:00:00+00:00,13.8125,14.25,13.8125,8.689062118530273,137000,0.0,
1988-03-29 00:00:00+00:00,14.375,15.125,14.375,9.184489250183104,186000,0.0,
1988-03-30 00:00:00+00:00,15.0625,15.125,14.875,9.108278274536133,125000,0.0,
1988-03-31 00:00:00+00:00,14.75,15.0625,14.75,9.184489250183104,294400,0.0,
1988-04-04 00:00:00+00:00,15.0,15.0,15.0,9.14638614654541,148200,0.0,
1988-04-05 00:00:00+00:00,14.9375,15.25,14.9375,9.222607612609863,219600,0.0,
1988-04-06 00:00:00+00:00,15.125,16.0,15.125,9.641816139221191,125200,0.0,
1988-04-07 00:00:00+00:00,15.875,16.0,15.75,9.756142616271973,165400,0.0,
1988-04-08 00:00:00+00:00,15.9375,16.0,15.8125,9.756142616271973,182400,0.0,
1988-04-11 00:00:00+00:00,15.9375,16.0,15.6875,9.603703498840332,85400,0.0,
1988-04-12 00:00:00+00:00,15.6875,15.6875,15.375,9.41315460205078,419000,0.0,
1988-04-13 00:00:00+00:00,15.375,15.5625,15.375,9.41315460205078,208000,0.0,
1988-04-14 00:00:00+00:00,15.25,15.25,14.75,8.993946075439453,167000,0.0,
1988-04-15 00:00:00+00:00,14.625,14.75,14.375,8.993946075439453,102800,0.0,
1988-04-18 00:00:00+00:00,14.75,15.125,14.0,8.765284538269043,807000,0.0,
1988-04-19 00:00:00+00:00,14.3125,14.75,14.3125,8.803397178649902,442200,0.0,
1988-04-20 00:00:00+00:00,14.4375,14.625,14.4375,8.87961483001709,68000,0.0,
1988-04-21 00:00:00+00:00,14.625,14.875,14.625,8.993946075439453,44800,0.0,
1988-04-22 00:00:00+00:00,14.75,14.875,14.75,9.070161819458008,1800,0.0,
1988-04-25 00:00:00+00:00,15.0,15.25,14.875,9.298828125,204000,0.0,
1988-04-26 00:00:00+00:00,15.4375,15.625,15.4375,9.527484893798828,150000,0.0,
1988-04-27 00:00:00+00:00,15.5625,15.5625,15.3125,9.336933135986328,86200,0.0,
1988-04-28 00:00:00+00:00,15.1875,15.1875,15.0625,9.222607612609863,103400,0.0,
1988-04-29 00:00:00+00:00,15.0,15.0,14.5,8.993946075439453,89800,0.0,
1988-05-02 00:00:00+00:00,14.6875,14.875,14.6875,9.070161819458008,142400,0.0,
1988-05-03 00:00:00+00:00,14.875,15.0,14.875,9.14638614654541,313000,0.0,
1988-05-04 00:00:00+00:00,15.0625,15.0625,14.75,8.993946075439453,141600,0.0,
1988-05-05 00:00:00+00:00,14.8125,14.8125,14.5,8.917725563049316,369800,0.0,
1988-05-06 00:00:00+00:00,14.6875,14.6875,14.5,8.841503143310547,89400,0.0,
1988-05-09 00:00:00+00:00,14.625,14.625,14.0,8.612842559814453,169200,0.0,
1988-05-10 00:00:00+00:00,14.0,14.125,14.0,8.574736595153809,215000,0.0,
1988-05-11 00:00:00+00:00,13.9375,13.9375,13.25,8.11742115020752,93800,0.0,
1988-05-12 00:00:00+00:00,13.375,13.8125,13.375,8.422292709350586,226400,0.0,
1988-05-13 00:00:00+00:00,14.0,14.5,14.0,8.841503143310547,119600,0.0,
1988-05-16 00:00:00+00:00,14.4375,14.625,14.4375,8.841503143310547,70600,0.0,
1988-05-17 00:00:00+00:00,14.6875,14.75,14.625,8.955835342407227,79200,0.0,
1988-05-18 00:00:00+00:00,14.625,14.625,14.25,8.727177619934082,29000,0.0,
