date,GILD_Open,GILD_High,GILD_Low,GILD_Close,GILD_Volume,GILD_Dividends,GILD_Stock Splits
1992-01-22 00:00:00+00:00,0.5390629768371582,0.6796879768371582,0.5390629768371582,0.4599965810775757,168022400,0.0,
1992-01-23 00:00:00+00:00,0.65625,0.7109379768371582,0.6328129768371582,0.4997490346431732,38368000,0.0,
1992-01-24 00:00:00+00:00,0.6953129768371582,0.7265629768371582,0.671875,0.50542813539505,12044800,0.0,
1992-01-27 00:00:00+00:00,0.7265629768371582,0.75,0.6953129768371582,0.5451807379722595,10716800,0.0,
1992-01-28 00:00:00+00:00,0.7421879768371582,0.7578129768371582,0.7109379768371582,0.5338228344917297,19913600,0.0,
1992-01-29 00:00:00+00:00,0.7109379768371582,0.734375,0.6796879768371582,0.4940705001354217,13238400,0.0,
1992-01-30 00:00:00+00:00,0.6875,0.6953129768371582,0.609375,0.4429594576358795,10848000,0.0,
1992-01-31 00:00:00+00:00,0.625,0.6484379768371582,0.609375,0.471354603767395,2496000,0.0,
1992-02-03 00:00:00+00:00,0.65625,0.65625,0.6328129768371582,0.4656752645969391,2320000,0.0,
1992-02-04 00:00:00+00:00,0.6484379768371582,0.6796879768371582,0.6484379768371582,0.4940705001354217,2499200,0.0,
1992-02-05 00:00:00+00:00,0.6796879768371582,0.6796879768371582,0.6640629768371582,0.4827125370502472,1148800,0.0,
1992-02-06 00:00:00+00:00,0.6796879768371582,0.6875,0.6640629768371582,0.4997490346431732,5504000,0.0,
1992-02-07 00:00:00+00:00,0.671875,0.6875,0.6484379768371582,0.471354603767395,4560000,0.0,
1992-02-10 00:00:00+00:00,0.6484379768371582,0.671875,0.609375,0.4486386775970459,14140800,0.0,
1992-02-11 00:00:00+00:00,0.6171879768371582,0.6171879768371582,0.5625,0.4088855385780334,9868800,0.0,
1992-02-12 00:00:00+00:00,0.5703129768371582,0.5703129768371582,0.546875,0.414564847946167,3942400,0.0,
1992-02-13 00:00:00+00:00,0.5703129768371582,0.5703129768371582,0.5390629768371582,0.40320685505867,3241600,0.0,
1992-02-14 00:00:00+00:00,0.5625,0.5625,0.53125,0.3890089690685272,13753600,0.0,
1992-02-18 00:00:00+00:00,0.546875,0.546875,0.4765630066394806,0.3577752113342285,3046400,0.0,
1992-02-19 00:00:00+00:00,0.4765630066394806,0.5234379768371582,0.4765630066394806,0.3691330850124359,4284800,0.0,
1992-02-20 00:00:00+00:00,0.5625,0.6015629768371582,0.546875,0.414564847946167,4784000,0.0,
1992-02-21 00:00:00+00:00,0.5703129768371582,0.59375,0.5546879768371582,0.4316013157367706,1865600,0.0,
1992-02-24 00:00:00+00:00,0.59375,0.640625,0.5859379768371582,0.4372806549072265,3129600,0.0,
1992-02-25 00:00:00+00:00,0.6171879768371582,0.6171879768371582,0.546875,0.3975276052951813,3129600,0.0,
1992-02-26 00:00:00+00:00,0.5390629768371582,0.5625,0.5390629768371582,0.3975276052951813,1657600,0.0,
1992-02-27 00:00:00+00:00,0.5625,0.5625,0.5390629768371582,0.40320685505867,204800,0.0,
1992-02-28 00:00:00+00:00,0.546875,0.5625,0.5390629768371582,0.40320685505867,227200,0.0,
