date,ENSG_Open,ENSG_High,ENSG_Low,ENSG_Close,ENSG_Volume,ENSG_Dividends,ENSG_Stock Splits
2007-11-09 00:00:00+00:00,3.980654001235962,4.174582958221436,3.8326549530029297,3.668882608413696,2102127,0.0,
2007-11-12 00:00:00+00:00,4.082722187042236,4.126101016998291,4.03679084777832,3.666607856750488,385233,0.0,
2007-11-13 00:00:00+00:00,4.095480918884277,4.24858283996582,4.095480918884277,3.784813642501831,125798,0.0,
2007-11-14 00:00:00+00:00,4.24858283996582,4.24858283996582,4.212859153747559,3.773446559906006,756750,0.0,
2007-11-15 00:00:00+00:00,4.238376140594482,4.2409281730651855,4.154170036315918,3.727984666824341,105028,0.0,
2007-11-16 00:00:00+00:00,4.166927814483643,4.210307121276856,4.159273147583008,3.746169805526733,52906,0.0,
2007-11-19 00:00:00+00:00,4.172031879425049,4.1949968338012695,4.164377212524414,3.7097980976104736,8622,0.0,
2007-11-20 00:00:00+00:00,4.172031879425049,4.172031879425049,4.120997905731201,3.691614151000977,58392,0.0,
2007-11-21 00:00:00+00:00,4.149065971374512,4.149065971374512,4.095480918884277,3.6506969928741455,19987,0.0,
2007-11-23 00:00:00+00:00,4.10823917388916,4.110791206359863,4.080170154571533,3.655243873596192,21162,0.0,
2007-11-26 00:00:00+00:00,4.10823917388916,4.120997905731201,4.095480918884277,3.659789562225342,30176,0.0,
2007-11-27 00:00:00+00:00,4.10823917388916,4.143962860107422,4.08527421951294,3.657515525817871,84649,0.0,
2007-11-28 00:00:00+00:00,4.128653049468994,4.146514892578125,4.10823917388916,3.659789562225342,35662,0.0,
2007-11-29 00:00:00+00:00,4.133756160736084,4.159273147583008,4.120997905731201,3.7052524089813232,53690,0.0,
2007-11-30 00:00:00+00:00,4.197548866271973,4.210307121276856,4.161825180053711,3.7507166862487793,16852,0.0,
2007-12-03 00:00:00+00:00,4.210307121276856,4.210307121276856,4.205204010009766,3.7507166862487793,6270,0.0,
2007-12-04 00:00:00+00:00,4.210307121276856,4.212859153747559,4.184790134429932,3.7507166862487793,11365,0.0,
2007-12-05 00:00:00+00:00,4.212859153747559,4.212859153747559,4.082722187042236,3.6711556911468506,27825,0.0,
2007-12-06 00:00:00+00:00,4.123548984527588,4.13886022567749,4.120997905731201,3.675700426101685,29784,0.0,
2007-12-07 00:00:00+00:00,4.120997905731201,4.156721115112305,4.0699639320373535,3.6506969928741455,33703,0.0,
2007-12-10 00:00:00+00:00,4.110791206359863,4.143962860107422,4.110791206359863,3.682520866394043,81122,0.0,
2007-12-11 00:00:00+00:00,4.133756160736084,4.133756160736084,4.031688213348389,3.648423194885254,145393,0.0,
2007-12-12 00:00:00+00:00,4.082722187042236,4.10823917388916,4.018929958343506,3.5802297592163086,80339,0.0,
2007-12-13 00:00:00+00:00,3.993412971496582,4.021481037139893,3.8913440704345694,3.468843460083008,71717,0.0,
2007-12-14 00:00:00+00:00,3.9041030406951904,3.980654001235962,3.8938961029052734,3.5461318492889404,88568,0.0,
2007-12-17 00:00:00+00:00,3.980654001235962,4.003619194030762,3.980654001235962,3.5506770610809326,25865,0.0,
2007-12-18 00:00:00+00:00,3.9959640502929688,3.9959640502929688,3.705070018768311,3.3006296157836914,102285,0.0,
2007-12-19 00:00:00+00:00,3.766310930252075,3.766310930252075,3.5800371170043945,3.189244747161865,115217,0.0,
