date,RZG_Open,RZG_High,RZG_Low,RZG_Close,RZG_Volume,RZG_Dividends,RZG_Stock Splits
2006-03-07 00:00:00+00:00,12.82333278656006,12.82333278656006,12.779999732971191,11.5092191696167,225000,0.0,
2006-03-08 00:00:00+00:00,12.756667137145996,12.82333278656006,12.756667137145996,11.548242568969728,151500,0.0,
2006-03-09 00:00:00+00:00,12.763333320617676,12.763333320617676,12.763333320617676,11.494210243225098,1500,0.0,
2006-03-10 00:00:00+00:00,12.763333320617676,12.763333320617676,12.763333320617676,11.494210243225098,0,0.0,
2006-03-13 00:00:00+00:00,13.006667137145996,13.006667137145996,13.0,11.707343101501465,1200,0.0,
2006-03-14 00:00:00+00:00,13.0,13.0,13.0,11.707343101501465,0,0.0,
2006-03-15 00:00:00+00:00,13.013333320617676,13.06666660308838,13.013333320617676,11.767382621765137,6000,0.0,
2006-03-16 00:00:00+00:00,13.06666660308838,13.06666660308838,13.06666660308838,11.767382621765137,0,0.0,
2006-03-17 00:00:00+00:00,13.1899995803833,13.213333129882812,13.1899995803833,11.899465560913086,900,0.0,
2006-03-20 00:00:00+00:00,13.25,13.25,13.206666946411133,11.893463134765623,15300,0.0,
2006-03-21 00:00:00+00:00,13.283332824707031,13.33666706085205,13.283332824707031,12.010533332824709,3600,0.0,
2006-03-22 00:00:00+00:00,13.1899995803833,13.263333320617676,13.1899995803833,11.944488525390623,3900,0.0,
2006-03-23 00:00:00+00:00,13.31999969482422,13.31999969482422,13.31999969482422,11.995526313781738,3000,0.0,
2006-03-24 00:00:00+00:00,13.390000343322754,13.40999984741211,13.390000343322754,12.076578140258787,1200,0.0,
2006-03-27 00:00:00+00:00,13.43333339691162,13.43333339691162,13.353333473205566,12.076578140258787,5100,0.0,
2006-03-28 00:00:00+00:00,13.40999984741211,13.40999984741211,13.40999984741211,12.076578140258787,0,0.0,
2006-03-29 00:00:00+00:00,13.423333168029783,13.506667137145996,13.373332977294922,12.163630485534668,5700,0.0,
2006-03-30 00:00:00+00:00,13.596667289733888,13.600000381469728,13.489999771118164,12.148619651794434,19800,0.0,
2006-03-31 00:00:00+00:00,13.550000190734863,13.550000190734863,13.520000457763672,12.175637245178224,900,0.0,
2006-04-03 00:00:00+00:00,13.460000038146973,13.460000038146973,13.460000038146973,12.121603965759276,1500,0.0,
2006-04-04 00:00:00+00:00,13.446666717529297,13.446666717529297,13.420000076293944,12.08558177947998,26100,0.0,
2006-04-05 00:00:00+00:00,13.50333309173584,13.50333309173584,13.50333309173584,12.16062831878662,300,0.0,
2006-04-06 00:00:00+00:00,13.476667404174805,13.523332595825195,13.476667404174805,12.178637504577637,31500,0.0,
2006-04-07 00:00:00+00:00,13.56666660308838,13.56666660308838,13.390000343322754,12.058565139770508,5700,0.0,
2006-04-10 00:00:00+00:00,13.390000343322754,13.390000343322754,13.390000343322754,12.058565139770508,0,0.0,
2006-04-11 00:00:00+00:00,13.303333282470703,13.303333282470703,13.1899995803833,11.87844944000244,1500,0.0,
2006-04-12 00:00:00+00:00,13.173333168029783,13.226667404174805,13.173333168029783,11.911473274230955,5400,0.0,
2006-04-13 00:00:00+00:00,13.293333053588867,13.293333053588867,13.276666641235352,11.959503173828123,53400,0.0,
2006-04-17 00:00:00+00:00,13.210000038146973,13.276666641235352,13.210000038146973,11.956498146057127,2700,0.0,
2006-04-18 00:00:00+00:00,13.276666641235352,13.276666641235352,13.276666641235352,11.956498146057127,0,0.0,
2006-04-19 00:00:00+00:00,13.616666793823242,13.65999984741211,13.616666793823242,12.277702331542969,16800,0.0,
2006-04-20 00:00:00+00:00,13.706666946411133,13.706666946411133,13.696666717529297,12.334738731384276,15600,0.0,
2006-04-21 00:00:00+00:00,13.74666690826416,13.74666690826416,13.619999885559082,12.265695571899414,14400,0.0,
