date,BG_Open,BG_High,BG_Low,BG_Close,BG_Volume,BG_Dividends,BG_Stock Splits
2001-08-02 00:00:00+00:00,16.0,16.079999923706055,15.15999984741211,10.307358741760254,9812900,0.0,
2001-08-03 00:00:00+00:00,16.0,16.079999923706055,16.0,10.307358741760254,2776400,0.0,
2001-08-06 00:00:00+00:00,16.0,16.0,15.800000190734863,10.307358741760254,416700,0.0,
2001-08-07 00:00:00+00:00,16.0,16.0,15.880000114440918,10.307358741760254,1651800,0.0,
2001-08-08 00:00:00+00:00,15.960000038146973,16.0,15.880000114440918,10.307358741760254,265800,0.0,
2001-08-09 00:00:00+00:00,16.0,16.0,15.880000114440918,10.307358741760254,311200,0.0,
2001-08-10 00:00:00+00:00,16.0,16.040000915527344,16.0,10.307358741760254,123100,0.0,
2001-08-13 00:00:00+00:00,16.0,16.049999237060547,15.949999809265137,10.307358741760254,311100,0.0,
2001-08-14 00:00:00+00:00,15.949999809265137,16.0,15.880000114440918,10.307358741760254,605000,0.0,
2001-08-15 00:00:00+00:00,16.0,16.0,15.5,10.275146484375,318400,0.0,
2001-08-16 00:00:00+00:00,15.899999618530272,16.0,15.649999618530272,10.307358741760254,333200,0.0,
2001-08-17 00:00:00+00:00,15.850000381469728,16.0,15.199999809265137,10.210729598999023,316300,0.0,
2001-08-20 00:00:00+00:00,15.949999809265137,16.0,15.600000381469728,10.23649787902832,139400,0.0,
2001-08-21 00:00:00+00:00,15.800000190734863,15.970000267028809,15.800000190734863,10.242931365966797,130500,0.0,
2001-08-22 00:00:00+00:00,15.899999618530272,15.989999771118164,15.75,10.249381065368652,111300,0.0,
2001-08-23 00:00:00+00:00,15.899999618530272,15.989999771118164,15.850000381469728,10.242931365966797,81500,0.0,
2001-08-24 00:00:00+00:00,15.899999618530272,15.989999771118164,15.800000190734863,10.210729598999023,73700,0.0,
2001-08-27 00:00:00+00:00,16.0,16.040000915527344,15.8100004196167,10.300914764404297,245900,0.0,
2001-08-28 00:00:00+00:00,16.0,16.31999969482422,15.949999809265137,10.46841049194336,332400,0.0,
2001-08-29 00:00:00+00:00,16.450000762939453,16.600000381469727,16.059999465942383,10.61013889312744,420400,0.0,
2001-08-30 00:00:00+00:00,16.530000686645508,16.799999237060547,16.489999771118164,10.796960830688477,314600,0.0,
2001-08-31 00:00:00+00:00,16.850000381469727,18.25,16.850000381469727,11.756837844848633,616700,0.0,
2001-09-04 00:00:00+00:00,18.25,18.299999237060547,17.399999618530273,11.640877723693848,503900,0.0,
2001-09-05 00:00:00+00:00,18.299999237060547,18.350000381469727,17.90999984741211,11.724621772766112,322700,0.0,
