date,WASH_Open,WASH_High,WASH_Low,WASH_Close,WASH_Volume,WASH_Dividends,WASH_Stock Splits
1987-06-08 00:00:00+00:00,0.0,7.111111164093018,6.617283821105957,1.5784697532653809,506,0.0,
1987-06-09 00:00:00+00:00,0.0,7.111111164093018,6.617283821105957,1.5784697532653809,1013,0.0,
1987-06-10 00:00:00+00:00,0.0,7.111111164093018,6.617283821105957,1.5784697532653809,5063,0.0,
1987-06-11 00:00:00+00:00,0.0,7.111111164093018,6.617283821105957,1.5784697532653809,1013,0.0,
1987-06-12 00:00:00+00:00,0.0,7.111111164093018,6.617283821105957,1.5784697532653809,2025,0.0,
1987-06-15 00:00:00+00:00,0.0,7.111111164093018,6.7160491943359375,1.6020281314849854,3038,0.0,
1987-06-16 00:00:00+00:00,0.0,7.111111164093018,6.913579940795898,1.6491457223892212,24806,0.0,
1987-06-17 00:00:00+00:00,0.0,7.111111164093018,6.913579940795898,1.6491457223892212,10125,0.0,
1987-06-18 00:00:00+00:00,0.0,7.407406806945801,7.012345790863037,1.672705888748169,20756,0.0,
1987-06-19 00:00:00+00:00,0.0,7.407406806945801,7.160493850708008,1.708044409751892,9113,0.0,
1987-06-22 00:00:00+00:00,0.0,7.407406806945801,7.209877014160156,1.7198255062103271,13163,0.0,
1987-06-23 00:00:00+00:00,0.0,7.407406806945801,7.308641910552978,1.7433823347091677,8100,0.0,
1987-06-24 00:00:00+00:00,0.0,7.407406806945801,7.209877014160156,1.7198255062103271,6075,0.0,
1987-06-25 00:00:00+00:00,0.0,7.407406806945801,7.209877014160156,1.7198255062103271,12150,0.0,
1987-06-26 00:00:00+00:00,0.0,7.407406806945801,7.209877014160156,1.7198255062103271,7594,0.0,
1987-06-29 00:00:00+00:00,0.0,7.308641910552978,7.209877014160156,1.7198255062103271,4050,0.0,
1987-06-30 00:00:00+00:00,0.0,7.111111164093018,6.814815044403076,1.6255868673324585,20756,0.0,
1987-07-01 00:00:00+00:00,0.0,7.111111164093018,6.814815044403076,1.6255868673324585,6075,0.0,
