date,SHV_Open,SHV_High,SHV_Low,SHV_Close,SHV_Volume,SHV_Dividends,SHV_Stock Splits
2007-01-11 00:00:00+00:00,108.6999969482422,108.6999969482422,108.6999969482422,88.13516235351562,900,0.0,
2007-01-12 00:00:00+00:00,108.76000213623048,108.76000213623048,108.76000213623048,88.18376159667969,1100,0.0,
2007-01-16 00:00:00+00:00,108.76000213623048,108.76000213623048,108.73999786376952,88.16754150390625,500,0.0,
2007-01-17 00:00:00+00:00,108.8000030517578,108.8000030517578,108.8000030517578,88.21623992919922,8200,0.0,
2007-01-18 00:00:00+00:00,108.8000030517578,108.8000030517578,108.76000213623048,88.2081069946289,23100,0.0,
2007-01-19 00:00:00+00:00,108.79000091552734,108.80999755859376,108.7699966430664,88.19194030761719,13400,0.0,
2007-01-22 00:00:00+00:00,108.81999969482422,108.83000183105467,108.8000030517578,88.22428131103516,3000,0.0,
2007-01-23 00:00:00+00:00,108.80999755859376,108.83000183105467,108.80999755859376,88.23247528076172,2300,0.0,
2007-01-24 00:00:00+00:00,108.87000274658205,108.88999938964844,108.87000274658205,88.28106689453125,4300,0.0,
2007-01-25 00:00:00+00:00,108.88999938964844,108.9000015258789,108.86000061035156,88.28106689453125,31300,0.0,
2007-01-26 00:00:00+00:00,108.93000030517578,108.93000030517578,108.87000274658205,88.27297973632812,94800,0.0,
2007-01-29 00:00:00+00:00,108.97000122070312,108.97000122070312,108.9499969482422,88.33782958984375,19900,0.0,
2007-01-30 00:00:00+00:00,108.94000244140624,108.97000122070312,108.93000030517578,88.33782958984375,5500,0.0,
2007-01-31 00:00:00+00:00,108.97000122070312,109.0,108.95999908447266,88.37836456298828,2500,0.0,
2007-02-01 00:00:00+00:00,108.7300033569336,108.7300033569336,108.68000030517578,88.38158416748047,11400,0.314,
2007-02-02 00:00:00+00:00,108.72000122070312,108.75,108.70999908447266,88.40607452392578,35400,0.0,
2007-02-05 00:00:00+00:00,108.7699966430664,108.7699966430664,108.72000122070312,88.43043518066406,8700,0.0,
