date,MUX_Open,MUX_High,MUX_Low,MUX_Close,MUX_Volume,MUX_Dividends,MUX_Stock Splits
1980-05-07 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,4100,0.0,
1980-05-08 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,2400,0.0,
1980-05-09 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,2700,0.0,
1980-05-12 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,3200,0.0,
1980-05-13 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,4400,0.0,
1980-05-14 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,7300,0.0,
1980-05-15 00:00:00+00:00,3.0799999237060547,4.0,2.799999952316284,2.7357304096221924,4200,0.0,
1980-05-16 00:00:00+00:00,2.799999952316284,3.7200000286102295,2.4800000190734863,2.4230756759643555,6000,0.0,
1980-05-19 00:00:00+00:00,2.4800000190734863,3.0799999237060547,1.8799999952316284,1.836847424507141,10700,0.0,
1980-05-20 00:00:00+00:00,1.8799999952316284,3.0799999237060547,1.8799999952316284,1.836847424507141,7900,0.0,
1980-05-21 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,7700,0.0,
1980-05-22 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,5800,0.0,
1980-05-23 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,4000,0.0,
1980-05-27 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,4200,0.0,
1980-05-28 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,6900,0.0,
1980-05-29 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,3200,0.0,
1980-05-30 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,2800,0.0,
1980-06-02 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,1800,0.0,
1980-06-03 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,4500,0.0,
1980-06-04 00:00:00+00:00,2.1600000858306885,3.400000095367432,2.1600000858306885,2.1104209423065186,2600,0.0,
1980-06-05 00:00:00+00:00,2.4800000190734863,3.7200000286102295,2.4800000190734863,2.4230756759643555,7200,0.0,
1980-06-06 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,11200,0.0,
1980-06-09 00:00:00+00:00,4.0,5.239999771118164,4.0,3.908186912536621,22200,0.0,
1980-06-10 00:00:00+00:00,4.0,4.320000171661377,3.0799999237060547,3.009303331375122,21300,0.0,
1980-06-11 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,3400,0.0,
1980-06-12 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,8000,0.0,
1980-06-13 00:00:00+00:00,3.0799999237060547,4.320000171661377,3.0799999237060547,3.009303331375122,3900,0.0,
1980-06-16 00:00:00+00:00,3.400000095367432,4.639999866485596,3.400000095367432,3.3219587802886963,10100,0.0,
1980-06-17 00:00:00+00:00,3.400000095367432,4.639999866485596,3.400000095367432,3.3219587802886963,2600,0.0,
1980-06-18 00:00:00+00:00,3.400000095367432,4.320000171661377,3.0799999237060547,3.009303331375122,3300,0.0,
1980-06-19 00:00:00+00:00,3.400000095367432,4.639999866485596,3.400000095367432,3.3219587802886963,1200,0.0,
1980-06-20 00:00:00+00:00,3.400000095367432,4.639999866485596,3.400000095367432,3.3219587802886963,4400,0.0,
1980-06-23 00:00:00+00:00,3.400000095367432,4.639999866485596,3.400000095367432,3.3219587802886963,2300,0.0,
1980-06-24 00:00:00+00:00,3.400000095367432,4.639999866485596,3.400000095367432,3.3219587802886963,5700,0.0,
1980-06-25 00:00:00+00:00,3.400000095367432,4.639999866485596,3.400000095367432,3.3219587802886963,9200,0.0,
1980-06-26 00:00:00+00:00,3.7200000286102295,5.0,3.7200000286102295,3.634613275527954,4700,0.0,
1980-06-27 00:00:00+00:00,4.320000171661377,5.559999942779541,4.320000171661377,4.220841884613037,9100,0.0,
1980-06-30 00:00:00+00:00,4.320000171661377,5.559999942779541,4.320000171661377,4.220841884613037,6300,0.0,
1980-07-01 00:00:00+00:00,4.320000171661377,5.0,3.7200000286102295,3.634613275527954,13300,0.0,
