date,MUR_Open,MUR_High,MUR_Low,MUR_Close,MUR_Volume,MUR_Dividends,MUR_Stock Splits
1980-03-17 00:00:00+00:00,0.0,6.908463001251221,6.440701961517334,1.800971508026123,148687,0.0,
1980-03-18 00:00:00+00:00,0.0,6.548646926879883,6.314766883850098,1.8311573266983032,451620,0.0,
1980-03-19 00:00:00+00:00,0.0,6.818509101867676,6.620610237121582,1.896553635597229,245959,0.0,
1980-03-20 00:00:00+00:00,0.0,6.7645368576049805,6.620610237121582,1.8563071489334104,266803,0.0,
1980-03-21 00:00:00+00:00,0.0,6.620610237121582,6.314766883850098,1.7707879543304443,309881,0.0,
1980-03-24 00:00:00+00:00,0.0,6.278785228729248,5.900979042053223,1.665144681930542,419659,0.0,
1980-03-25 00:00:00+00:00,0.0,6.062895774841309,5.802029132843018,1.6223829984664917,343231,0.0,
1980-03-26 00:00:00+00:00,0.0,5.972941875457764,5.793034076690674,1.6198681592941284,230674,0.0,
1980-03-27 00:00:00+00:00,0.0,5.613125801086426,5.3072829246521,1.524285912513733,557230,0.0,
1980-03-28 00:00:00+00:00,0.0,5.900979042053223,5.577145099639893,1.650052547454834,259855,0.0,
1980-03-31 00:00:00+00:00,0.0,6.0808868408203125,5.91896915435791,1.6953283548355105,194544,0.0,
1980-04-01 00:00:00+00:00,0.0,6.224812984466553,6.0808868408203125,1.700359344482422,98662,0.0,
1980-04-02 00:00:00+00:00,0.0,6.242804050445557,6.008923053741455,1.7456341981887815,118116,0.0,
1980-04-03 00:00:00+00:00,0.0,6.296775817871094,6.224812984466553,1.760725736618042,118116,0.0,
1980-04-07 00:00:00+00:00,0.0,6.332757949829102,6.0808868408203125,1.700359344482422,348790,0.0,
1980-04-08 00:00:00+00:00,0.0,6.224812984466553,6.0808868408203125,1.7406039237976074,227894,0.0,
1980-04-09 00:00:00+00:00,0.0,6.440701961517334,6.260794162750244,1.800971508026123,198713,0.0,
1980-04-10 00:00:00+00:00,0.0,6.530655860900879,6.476684093475342,1.811032056808472,166752,0.0,
1980-04-11 00:00:00+00:00,0.0,6.51266622543335,6.458693027496338,1.8160643577575684,1278432,0.0,
1980-04-14 00:00:00+00:00,0.0,6.530655860900879,6.368739128112793,1.785879373550415,236232,0.0,
1980-04-15 00:00:00+00:00,0.0,6.548646926879883,6.368739128112793,1.821094632148743,111168,0.0,
1980-04-16 00:00:00+00:00,0.0,6.602619171142578,6.440701961517334,1.800971508026123,227894,0.0,
1980-04-17 00:00:00+00:00,0.0,6.440701961517334,6.260794162750244,1.750663995742798,116726,0.0,
1980-04-18 00:00:00+00:00,0.0,6.260794162750244,6.188830852508545,1.73054301738739,402984,0.0,
1980-04-21 00:00:00+00:00,0.0,6.197826862335205,6.152850151062012,1.73054301738739,50026,0.0,
1980-04-22 00:00:00+00:00,0.0,6.458693027496338,6.332757949829102,1.785879373550415,204271,0.0,
1980-04-23 00:00:00+00:00,0.0,6.494675159454346,6.422711849212647,1.7959414720535278,304322,0.0,
1980-04-24 00:00:00+00:00,0.0,6.818509101867676,6.458693027496338,1.906614661216736,397426,0.0,
1980-04-25 00:00:00+00:00,0.0,6.926454067230225,6.638600826263428,1.8613395690917969,243180,0.0,
1980-04-28 00:00:00+00:00,0.0,6.800518035888672,6.656591892242432,1.886493682861328,108389,0.0,
1980-04-29 00:00:00+00:00,0.0,6.800518035888672,6.7645368576049805,1.891523122787476,211219,0.0,
1980-04-30 00:00:00+00:00,0.0,6.746545791625977,6.602619171142578,1.8462473154067995,86155,0.0,
1980-05-01 00:00:00+00:00,0.0,6.620610237121582,6.422711849212647,1.7959414720535278,708696,0.0,
1980-05-02 00:00:00+00:00,0.0,6.575633049011231,6.404720783233643,1.8311573266983032,83376,0.0,
1980-05-05 00:00:00+00:00,0.0,6.566637992858887,6.494675159454346,1.8160643577575684,72259,0.0,
1980-05-06 00:00:00+00:00,0.0,6.530655860900879,6.404720783233643,1.811032056808472,454399,0.0,
1980-05-07 00:00:00+00:00,0.0,6.467689037322998,6.404720783233643,1.7909103631973269,161194,0.0,
