date,NXPI_Open,NXPI_High,NXPI_Low,NXPI_Close,NXPI_Volume,NXPI_Dividends,NXPI_Stock Splits
2010-08-06 00:00:00+00:00,13.0,14.079999923706056,12.989999771118164,12.788783073425291,10678500,0.0,
2010-08-09 00:00:00+00:00,14.0,14.0,13.699999809265137,12.788783073425291,1819500,0.0,
2010-08-10 00:00:00+00:00,13.770000457763672,13.84000015258789,13.579999923706056,12.42338752746582,1579300,0.0,
2010-08-11 00:00:00+00:00,13.25,13.380000114440918,12.449999809265137,11.646928787231444,2588200,0.0,
2010-08-12 00:00:00+00:00,12.260000228881836,12.510000228881836,12.100000381469728,11.318075180053713,1780300,0.0,
2010-08-13 00:00:00+00:00,12.25,12.529999732971191,11.850000381469728,10.96181297302246,957600,0.0,
2010-08-16 00:00:00+00:00,11.789999961853027,12.229999542236328,11.6899995803833,10.760848999023438,551600,0.0,
2010-08-17 00:00:00+00:00,11.859999656677246,12.300000190734863,11.75,11.16278076171875,1086700,0.0,
2010-08-18 00:00:00+00:00,12.079999923706056,12.600000381469728,12.0,10.96181297302246,1010600,0.0,
2010-08-19 00:00:00+00:00,11.949999809265137,12.100000381469728,11.3100004196167,10.550745964050291,746000,0.0,
2010-08-20 00:00:00+00:00,11.449999809265137,11.5,11.029999732971191,10.18535327911377,450600,0.0,
2010-08-23 00:00:00+00:00,11.279999732971191,11.5,10.460000038146973,10.030059814453123,761800,0.0,
2010-08-24 00:00:00+00:00,10.760000228881836,11.300000190734863,10.5,9.756013870239258,746700,0.0,
2010-08-25 00:00:00+00:00,10.5,11.130000114440918,10.229999542236328,9.819955825805664,1112200,0.0,
2010-08-26 00:00:00+00:00,10.9399995803833,11.149999618530272,10.800000190734863,10.048328399658203,581400,0.0,
2010-08-27 00:00:00+00:00,11.149999618530272,11.489999771118164,10.989999771118164,10.148813247680664,370900,0.0,
2010-08-30 00:00:00+00:00,11.010000228881836,11.270000457763672,11.010000228881836,10.139678001403809,226900,0.0,
2010-08-31 00:00:00+00:00,11.010000228881836,11.229999542236328,10.869999885559082,10.121408462524414,236000,0.0,
2010-09-01 00:00:00+00:00,11.079999923706056,11.949999809265137,10.760000228881836,10.71517276763916,412800,0.0,
2010-09-02 00:00:00+00:00,11.079999923706056,11.90999984741211,11.079999923706056,10.843063354492188,98500,0.0,
