date,MCR_Open,MCR_High,MCR_Low,MCR_Close,MCR_Volume,MCR_Dividends,MCR_Stock Splits
1989-07-21 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,373700,0.0,
1989-07-24 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,42300,0.0,
1989-07-25 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,38900,0.0,
1989-07-26 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,23400,0.0,
1989-07-27 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,74000,0.0,
1989-07-28 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,54900,0.0,
1989-07-31 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,98900,0.0,
1989-08-01 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,53500,0.0,
1989-08-02 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,40900,0.0,
1989-08-03 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,95700,0.0,
1989-08-04 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,55100,0.0,
1989-08-07 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,371400,0.0,
1989-08-08 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,101400,0.0,
1989-08-09 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,77500,0.0,
1989-08-10 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,68200,0.0,
1989-08-11 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,91600,0.0,
1989-08-14 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,94300,0.0,
1989-08-15 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,93100,0.0,
1989-08-16 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,431300,0.0,
1989-08-17 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,149800,0.0,
1989-08-18 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,135000,0.0,
1989-08-21 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,133700,0.0,
1989-08-22 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,138400,0.0,
1989-08-23 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,180300,0.0,
1989-08-24 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,115800,0.0,
1989-08-25 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,88500,0.0,
1989-08-28 00:00:00+00:00,0.0,12.125,12.0,0.6221997141838074,45500,0.0,
1989-08-29 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,65400,0.0,
1989-08-30 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,55600,0.0,
1989-08-31 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,98700,0.0,
1989-09-01 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,31900,0.0,
1989-09-05 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,88700,0.0,
1989-09-06 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,127700,0.0,
1989-09-07 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,89400,0.0,
1989-09-08 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,145400,0.0,
1989-09-11 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,90500,0.0,
1989-09-12 00:00:00+00:00,0.0,12.125,12.0,0.6157857775688171,97000,0.0,
