date,RXL_Open,RXL_High,RXL_Low,RXL_Close,RXL_Volume,RXL_Dividends,RXL_Stock Splits
2007-02-01 00:00:00+00:00,8.885000228881836,8.885000228881836,8.885000228881836,7.9138503074646,2400,0.0,
2007-02-02 00:00:00+00:00,8.885000228881836,8.885000228881836,8.885000228881836,7.9138503074646,0,0.0,
2007-02-05 00:00:00+00:00,8.916250228881836,8.916250228881836,8.90250015258789,7.937232971191406,188800,0.0,
2007-02-06 00:00:00+00:00,8.9375,8.9375,8.8774995803833,7.907169818878174,48800,0.0,
2007-02-07 00:00:00+00:00,8.90625,8.920000076293945,8.893750190734863,7.9450249671936035,84000,0.0,
2007-02-08 00:00:00+00:00,8.931249618530273,8.932499885559082,8.931249618530273,7.956156730651855,40800,0.0,
2007-02-09 00:00:00+00:00,8.9375,8.948749542236328,8.848750114440918,7.881563186645508,26400,0.0,
2007-02-12 00:00:00+00:00,8.848750114440918,8.848750114440918,8.848750114440918,7.881563186645508,0,0.0,
2007-02-13 00:00:00+00:00,8.813750267028809,8.813750267028809,8.806249618530273,7.8437066078186035,1600,0.0,
2007-02-14 00:00:00+00:00,8.918749809265137,8.918749809265137,8.918749809265137,7.943911075592041,1600,0.0,
2007-02-15 00:00:00+00:00,8.918749809265137,9.005000114440918,8.918749809265137,8.01850700378418,3200,0.0,
2007-02-16 00:00:00+00:00,9.0024995803833,9.0024995803833,9.0024995803833,8.01850700378418,0,0.0,
2007-02-20 00:00:00+00:00,8.922499656677246,8.922499656677246,8.922499656677246,7.947251319885254,800,0.0,
2007-02-21 00:00:00+00:00,8.922499656677246,8.922499656677246,8.922499656677246,7.947251319885254,0,0.0,
2007-02-22 00:00:00+00:00,8.922499656677246,8.922499656677246,8.922499656677246,7.947251319885254,0,0.0,
2007-02-23 00:00:00+00:00,8.922499656677246,8.922499656677246,8.922499656677246,7.947251319885254,0,0.0,
2007-02-26 00:00:00+00:00,8.797499656677246,8.797499656677246,8.797499656677246,7.835910797119141,24800,0.0,
2007-02-27 00:00:00+00:00,8.270000457763672,8.364999771118164,8.270000457763672,7.45068883895874,4000,0.0,
2007-02-28 00:00:00+00:00,8.418749809265137,8.501250267028809,8.418749809265137,7.515263557434082,5600,0.0,
2007-03-01 00:00:00+00:00,8.353750228881836,8.353750228881836,8.302499771118164,7.395018100738525,6400,0.0,
2007-03-02 00:00:00+00:00,8.302499771118164,8.302499771118164,8.302499771118164,7.395018100738525,0,0.0,
2007-03-05 00:00:00+00:00,8.09375,8.104999542236328,8.043749809265137,7.219106674194336,4800,0.0,
2007-03-06 00:00:00+00:00,8.166250228881836,8.229999542236328,8.166250228881836,7.330441474914551,1600,0.0,
2007-03-07 00:00:00+00:00,8.229999542236328,8.229999542236328,8.229999542236328,7.330441474914551,0,0.0,
2007-03-08 00:00:00+00:00,8.229999542236328,8.229999542236328,8.229999542236328,7.330441474914551,0,0.0,
2007-03-09 00:00:00+00:00,8.229999542236328,8.229999542236328,8.229999542236328,7.330441474914551,0,0.0,
2007-03-12 00:00:00+00:00,8.229999542236328,8.229999542236328,8.229999542236328,7.330441474914551,0,0.0,
2007-03-13 00:00:00+00:00,8.233750343322754,8.233750343322754,8.233750343322754,7.33378267288208,800,0.0,
2007-03-14 00:00:00+00:00,8.233750343322754,8.233750343322754,8.233750343322754,7.33378267288208,0,0.0,
2007-03-15 00:00:00+00:00,8.137499809265137,8.137499809265137,8.137499809265137,7.248053550720215,2400,0.0,
2007-03-16 00:00:00+00:00,8.137499809265137,8.137499809265137,8.137499809265137,7.248053550720215,0,0.0,
2007-03-19 00:00:00+00:00,8.137499809265137,8.137499809265137,8.137499809265137,7.248053550720215,0,0.0,
