date,SLB_Open,SLB_High,SLB_Low,SLB_Close,SLB_Volume,SLB_Dividends,SLB_Stock Splits
1981-12-31 00:00:00+00:00,13.9375,14.0,13.875,5.1824212074279785,449200,0.0,
1982-01-04 00:00:00+00:00,13.75,13.96875,13.5,5.078078269958496,630400,0.0,
1982-01-05 00:00:00+00:00,13.25,13.46875,13.0,4.823012828826904,1076800,0.0,
1982-01-06 00:00:00+00:00,12.875,12.96875,12.75,4.776637077331543,1560400,0.0,
1982-01-07 00:00:00+00:00,12.71875,12.9375,12.5,4.683888912200928,1303600,0.0,
1982-01-08 00:00:00+00:00,12.8125,12.90625,12.6875,4.741857528686523,991200,0.0,
1982-01-11 00:00:00+00:00,12.59375,12.9375,12.25,4.567950248718262,1479600,0.0,
1982-01-12 00:00:00+00:00,12.5,12.6875,12.28125,4.695480823516846,1089600,0.0,
1982-01-13 00:00:00+00:00,12.65625,13.0625,12.21875,4.591136455535889,1231200,0.0,
1982-01-14 00:00:00+00:00,12.53125,12.65625,12.375,4.695480823516846,1068400,0.0,
1982-01-15 00:00:00+00:00,12.6875,12.75,12.59375,4.707077503204346,724400,0.0,
1982-01-18 00:00:00+00:00,12.59375,12.78125,12.40625,4.741857528686523,897600,0.0,
1982-01-19 00:00:00+00:00,12.59375,12.78125,12.40625,4.60273027420044,722000,0.0,
1982-01-20 00:00:00+00:00,12.21875,12.4375,11.96875,4.5215744972229,1852800,0.0,
1982-01-21 00:00:00+00:00,12.125,12.3125,11.9375,4.475198745727539,1187200,0.0,
1982-01-22 00:00:00+00:00,12.0,12.15625,11.8125,4.382449626922607,868000,0.0,
1982-01-25 00:00:00+00:00,12.09375,12.46875,11.6875,4.625922203063965,1900800,0.0,
1982-01-26 00:00:00+00:00,12.375,12.53125,12.1875,4.5215744972229,1143200,0.0,
1982-01-27 00:00:00+00:00,12.46875,12.6875,12.25,4.649109840393066,1310800,0.0,
1982-01-28 00:00:00+00:00,12.875,13.09375,12.625,4.846200466156006,1169200,0.0,
1982-01-29 00:00:00+00:00,13.4375,13.59375,13.28125,5.008514404296875,2861600,0.0,
1982-02-01 00:00:00+00:00,12.9375,13.21875,12.65625,4.718667984008789,1345200,0.0,
1982-02-02 00:00:00+00:00,12.78125,12.90625,12.625,4.730261325836182,1434400,0.0,
1982-02-03 00:00:00+00:00,12.5,12.875,12.125,4.533170700073242,1294800,0.0,
1982-02-04 00:00:00+00:00,12.3125,12.5,12.125,4.637514591217041,1818000,0.0,
1982-02-05 00:00:00+00:00,12.65625,12.875,12.40625,4.683888912200928,1472000,0.0,
1982-02-08 00:00:00+00:00,12.21875,12.4375,12.0,4.463608741760254,1396400,0.0,
1982-02-09 00:00:00+00:00,12.09375,12.3125,11.875,4.50998067855835,1279200,0.0,
1982-02-10 00:00:00+00:00,12.375,12.5625,12.15625,4.544764041900635,1146000,0.0,
1982-02-11 00:00:00+00:00,12.09375,12.3125,11.875,4.428823947906494,1359200,0.0,
1982-02-12 00:00:00+00:00,12.03125,12.125,11.90625,4.452013969421387,1182800,0.0,
1982-02-16 00:00:00+00:00,12.09375,12.4375,11.75,4.614326477050781,1678400,0.0,
1982-02-17 00:00:00+00:00,12.34375,12.4375,12.21875,4.544764041900635,1125200,0.0,
1982-02-18 00:00:00+00:00,12.3125,12.4375,12.1875,4.579546451568604,765200,0.0,
1982-02-19 00:00:00+00:00,12.28125,12.40625,12.125,4.533170700073242,774800,0.0,
1982-02-22 00:00:00+00:00,12.03125,12.40625,11.65625,4.336073875427246,1422000,0.0,
1982-02-23 00:00:00+00:00,11.6875,11.90625,11.4375,4.359261512756348,1600800,0.0,
1982-02-24 00:00:00+00:00,12.0625,12.34375,11.78125,4.556357383728027,1030000,0.0,
1982-02-25 00:00:00+00:00,12.09375,12.28125,11.875,4.486795425415039,789200,0.0,
1982-02-26 00:00:00+00:00,12.03125,12.125,11.90625,4.440419673919678,640000,0.0,
1982-03-01 00:00:00+00:00,11.8125,12.03125,11.5625,4.359261512756348,977600,0.0,
1982-03-02 00:00:00+00:00,11.4375,11.84375,11.03125,4.10420036315918,1373200,0.0,
1982-03-03 00:00:00+00:00,10.6875,10.8125,10.5625,3.9882616996765137,2811200,0.0,
1982-03-04 00:00:00+00:00,10.6875,10.9375,10.4375,3.9882616996765137,4486800,0.0,
1982-03-05 00:00:00+00:00,10.6875,10.84375,10.53125,3.99985671043396,2571200,0.0,
1982-03-08 00:00:00+00:00,10.5,10.96875,10.0,3.73319935798645,2307600,0.0,
1982-03-09 00:00:00+00:00,10.5625,11.0,10.09375,3.949923038482666,2858800,0.05,
1982-03-10 00:00:00+00:00,10.8125,11.125,10.5,4.054787635803223,1601600,0.0,
1982-03-11 00:00:00+00:00,10.8125,10.96875,10.625,4.031480312347412,1247200,0.0,
1982-03-12 00:00:00+00:00,10.71875,10.84375,10.59375,3.97322154045105,1305600,0.0,
1982-03-15 00:00:00+00:00,10.84375,11.03125,10.625,4.101391792297363,1224400,0.0,
1982-03-16 00:00:00+00:00,10.96875,11.125,10.8125,4.043131351470947,1113200,0.0,
1982-03-17 00:00:00+00:00,10.8125,10.96875,10.625,3.97322154045105,759600,0.0,
1982-03-18 00:00:00+00:00,10.8125,10.96875,10.65625,4.054787635803223,1245200,0.0,
1982-03-19 00:00:00+00:00,10.875,10.9375,10.65625,3.9965274333953857,1400800,0.0,
1982-03-22 00:00:00+00:00,10.9375,11.0625,10.78125,4.124695301055908,1125600,0.0,
