date,CIVI_Open,CIVI_High,CIVI_Low,CIVI_Close,CIVI_Volume,CIVI_Dividends,CIVI_Stock Splits
2011-12-15 00:00:00+00:00,1729.614013671875,1729.614013671875,1461.8028564453125,1152.462890625,56231,0.0,
2011-12-16 00:00:00+00:00,1577.8543701171875,1612.4466552734375,1426.0946044921875,1151.6160888671875,14461,0.0,
2011-12-19 00:00:00+00:00,1525.407958984375,1528.755615234375,1394.8499755859375,1114.358154296875,3496,0.0,
2011-12-20 00:00:00+00:00,1481.888671875,1548.8414306640625,1472.9615478515625,1145.6888427734375,5389,0.0,
2011-12-21 00:00:00+00:00,1509.78564453125,1537.6826171875,1470.7298583984375,1166.858154296875,1806,0.0,
2011-12-22 00:00:00+00:00,1524.2921142578125,1549.957275390625,1507.5538330078125,1171.0921630859375,1765,0.0,
2011-12-23 00:00:00+00:00,1536.5667724609375,1560.000244140625,1506.43798828125,1155.00341796875,1058,0.0,
2011-12-27 00:00:00+00:00,1504.206298828125,1506.43798828125,1461.8028564453125,1130.44677734375,1028,0.0,
2011-12-28 00:00:00+00:00,1475.193359375,1488.5838623046875,1411.5882568359375,1092.342041015625,1112,0.0,
2011-12-29 00:00:00+00:00,1439.4852294921875,1439.4852294921875,1382.5753173828125,1059.3175048828125,1549,0.0,
2011-12-30 00:00:00+00:00,1422.7469482421875,1423.8629150390625,1390.386474609375,1058.4708251953125,2239,0.0,
2012-01-03 00:00:00+00:00,1410.4722900390625,1491.9315185546875,1408.2406005859375,1108.4305419921875,1250,0.0,
2012-01-04 00:00:00+00:00,1465.150390625,1510.9014892578125,1461.8028564453125,1138.067626953125,527,0.0,
2012-01-05 00:00:00+00:00,1484.120361328125,1589.0130615234375,1467.3822021484375,1196.4952392578125,5057,0.0,
2012-01-06 00:00:00+00:00,1578.97021484375,1606.8671875,1561.1160888671875,1208.3502197265625,1433,0.0,
2012-01-09 00:00:00+00:00,1611.3306884765625,1611.3306884765625,1562.2320556640625,1216.8179931640625,5760,0.0,
2012-01-10 00:00:00+00:00,1613.5625,1616.91015625,1535.450927734375,1215.9713134765625,2704,0.0,
2012-01-11 00:00:00+00:00,1609.0989990234375,1614.6783447265625,1577.8543701171875,1215.1246337890625,1517,0.0,
2012-01-12 00:00:00+00:00,1609.0989990234375,1609.0989990234375,1573.3907470703125,1209.197021484375,1114,0.0,
2012-01-13 00:00:00+00:00,1575.62255859375,1586.7813720703125,1567.8114013671875,1199.882568359375,2271,0.0,
2012-01-17 00:00:00+00:00,1600.171875,1600.171875,1574.5067138671875,1208.3502197265625,1060,0.0,
2012-01-18 00:00:00+00:00,1584.549560546875,1613.5625,1566.695556640625,1196.4952392578125,1817,0.0,
2012-01-19 00:00:00+00:00,1574.5067138671875,1634.76416015625,1574.5067138671875,1237.140625,3082,0.0,
2012-01-20 00:00:00+00:00,1624.7213134765625,1636.9959716796875,1592.3607177734375,1242.22119140625,1727,0.0,
2012-01-23 00:00:00+00:00,1631.41650390625,1668.2406005859375,1631.41650390625,1248.9954833984375,877,0.0,
2012-01-24 00:00:00+00:00,1628.0689697265625,1696.1375732421875,1628.0689697265625,1275.24560546875,2344,0.0,
2012-01-25 00:00:00+00:00,1712.8758544921875,1729.614013671875,1693.9058837890625,1309.1168212890625,3596,0.0,
2012-01-26 00:00:00+00:00,1735.193359375,1813.3050537109373,1727.3822021484375,1313.3505859375,4761,0.0,
2012-01-27 00:00:00+00:00,1774.2491455078125,1807.7255859375,1729.614013671875,1359.0767822265625,1716,0.0,
2012-01-30 00:00:00+00:00,1792.103271484375,1792.103271484375,1756.3951416015625,1348.0684814453125,1048,0.0,
2012-01-31 00:00:00+00:00,1788.755615234375,1838.97021484375,1783.17626953125,1381.939453125,3445,0.0,
2012-02-01 00:00:00+00:00,1841.2020263671875,1869.0989990234373,1820.000244140625,1399.721923828125,3001,0.0,
2012-02-02 00:00:00+00:00,1851.244873046875,1895.880126953125,1841.2020263671875,1428.51220703125,3914,0.0,
2012-02-03 00:00:00+00:00,1896.9959716796875,1910.3865966796875,1864.635498046875,1441.2137451171875,3728,0.0,
2012-02-06 00:00:00+00:00,1893.6483154296875,1899.227783203125,1842.31787109375,1422.584716796875,2213,0.0,
2012-02-07 00:00:00+00:00,1874.6783447265625,1905.923095703125,1866.8671875,1442.0606689453125,1902,0.0,
2012-02-08 00:00:00+00:00,1896.9959716796875,1968.412353515625,1878.0260009765625,1492.0205078125,4771,0.0,
2012-02-09 00:00:00+00:00,1965.064697265625,2025.3221435546875,1908.15478515625,1485.2462158203125,3115,0.0,
2012-02-10 00:00:00+00:00,1930.472412109375,1934.9359130859373,1821.1162109375,1408.1895751953125,2924,0.0,
2012-02-13 00:00:00+00:00,1867.983154296875,1902.575439453125,1857.940185546875,1425.9720458984375,2028,0.0,
2012-02-14 00:00:00+00:00,1869.0989990234373,1914.85009765625,1852.36083984375,1441.2137451171875,3757,0.0,
2012-02-15 00:00:00+00:00,1899.227783203125,1899.227783203125,1865.7513427734373,1431.0523681640625,2874,0.0,
2012-02-16 00:00:00+00:00,1885.837158203125,1932.7041015625,1866.8671875,1436.1331787109375,2756,0.0,
2012-02-17 00:00:00+00:00,1903.6912841796875,1949.4423828125,1884.7213134765625,1477.6251220703125,1308,0.0,
2012-02-21 00:00:00+00:00,1960.6011962890625,2030.901611328125,1960.6011962890625,1529.2784423828125,2685,0.0,
2012-02-22 00:00:00+00:00,2008.583984375,2115.70849609375,2008.583984375,1584.3193359375,4010,0.0,
2012-02-23 00:00:00+00:00,2084.4638671875,2188.24072265625,2054.3349609375,1635.1256103515625,2694,0.0,
2012-02-24 00:00:00+00:00,2148.069091796875,2184.89306640625,2114.592529296875,1636.8194580078125,1774,0.0,
2012-02-27 00:00:00+00:00,2152.532470703125,2197.167724609375,2131.330810546875,1644.4404296875,1183,0.0,
2012-02-28 00:00:00+00:00,2158.11181640625,2173.734130859375,2092.27490234375,1613.1097412109375,2932,0.0,
2012-02-29 00:00:00+00:00,2123.51953125,2152.532470703125,2064.3779296875,1575.0047607421875,1897,0.0,
