date,ACN_Open,ACN_High,ACN_Low,ACN_Close,ACN_Volume,ACN_Dividends,ACN_Stock Splits
2001-07-19 00:00:00+00:00,15.100000381469728,15.289999961853027,15.0,10.798527717590332,34994300,0.0,
2001-07-20 00:00:00+00:00,15.050000190734863,15.050000190734863,14.800000190734863,10.684637069702148,9238500,0.0,
2001-07-23 00:00:00+00:00,15.0,15.010000228881836,14.550000190734863,10.677522659301758,7501000,0.0,
2001-07-24 00:00:00+00:00,14.949999809265137,14.970000267028809,14.699999809265137,10.577862739562988,3537300,0.0,
2001-07-25 00:00:00+00:00,14.699999809265137,14.949999809265137,14.649999618530272,10.641925811767578,4208100,0.0,
2001-07-26 00:00:00+00:00,14.949999809265137,14.989999771118164,14.5,10.321600914001465,6335300,0.0,
2001-07-27 00:00:00+00:00,14.510000228881836,14.59000015258789,14.5,10.328717231750488,3524000,0.0,
2001-07-30 00:00:00+00:00,14.5,14.779999732971191,14.5,10.463971138000488,3654300,0.0,
2001-07-31 00:00:00+00:00,14.710000038146973,15.010000228881836,14.600000381469728,10.649043083190918,1429000,0.0,
2001-08-01 00:00:00+00:00,15.0,15.5,14.899999618530272,11.033434867858888,2087900,0.0,
2001-08-02 00:00:00+00:00,15.399999618530272,15.5,15.100000381469728,10.962252616882324,1717400,0.0,
2001-08-03 00:00:00+00:00,15.399999618530272,15.399999618530272,14.979999542236328,10.784294128417969,983600,0.0,
2001-08-06 00:00:00+00:00,15.149999618530272,15.220000267028809,15.020000457763672,10.748702049255373,777400,0.0,
2001-08-07 00:00:00+00:00,15.100000381469728,15.550000190734863,15.100000381469728,11.033434867858888,788900,0.0,
2001-08-08 00:00:00+00:00,15.399999618530272,15.600000381469728,15.0,10.677522659301758,2190300,0.0,
2001-08-09 00:00:00+00:00,15.050000190734863,15.5,15.0,11.033434867858888,928000,0.0,
2001-08-10 00:00:00+00:00,15.399999618530272,15.399999618530272,15.119999885559082,10.81276512145996,703300,0.0,
2001-08-13 00:00:00+00:00,15.149999618530272,15.34000015258789,14.899999618530272,10.684637069702148,1770400,0.0,
2001-08-14 00:00:00+00:00,15.050000190734863,15.0600004196167,14.649999618530272,10.463971138000488,1000800,0.0,
2001-08-15 00:00:00+00:00,14.75,14.899999618530272,14.699999809265137,10.528032302856444,530900,0.0,
2001-08-16 00:00:00+00:00,14.779999732971191,14.779999732971191,14.050000190734863,10.001276969909668,1522700,0.0,
2001-08-17 00:00:00+00:00,14.0600004196167,14.800000190734863,13.899999618530272,10.33583641052246,2342400,0.0,
2001-08-20 00:00:00+00:00,14.600000381469728,15.350000381469728,14.489999771118164,10.92666244506836,1434900,0.0,
2001-08-21 00:00:00+00:00,15.25,15.600000381469728,15.010000228881836,11.004963874816896,1038200,0.0,
2001-08-22 00:00:00+00:00,15.31999969482422,15.390000343322754,14.779999732971191,10.919541358947754,829000,0.0,
2001-08-23 00:00:00+00:00,15.449999809265137,15.449999809265137,15.25,10.855478286743164,470000,0.0,
2001-08-24 00:00:00+00:00,15.25,15.479999542236328,15.0,10.962252616882324,689000,0.0,
2001-08-27 00:00:00+00:00,15.479999542236328,15.649999618530272,15.399999618530272,11.019200325012209,827700,0.0,
2001-08-28 00:00:00+00:00,15.420000076293944,15.579999923706056,15.25,10.933775901794434,736900,0.0,
2001-08-29 00:00:00+00:00,15.289999961853027,15.3100004196167,15.0,10.684637069702148,397400,0.0,
2001-08-30 00:00:00+00:00,14.850000381469728,15.039999961853027,14.850000381469728,10.641925811767578,640100,0.0,
2001-08-31 00:00:00+00:00,15.0,15.100000381469728,14.899999618530272,10.606334686279297,3337900,0.0,
2001-09-04 00:00:00+00:00,15.0,15.649999618530272,15.0,10.948015213012695,1068600,0.0,
2001-09-05 00:00:00+00:00,15.380000114440918,15.380000114440918,14.899999618530272,10.61345386505127,1053200,0.0,
2001-09-06 00:00:00+00:00,14.75,15.010000228881836,14.399999618530272,10.321600914001465,1384500,0.0,
2001-09-07 00:00:00+00:00,14.449999809265137,14.640000343322754,14.350000381469728,10.33583641052246,1408500,0.0,
2001-09-10 00:00:00+00:00,14.579999923706056,15.15999984741211,14.550000190734863,10.784294128417969,622100,0.0,
2001-09-17 00:00:00+00:00,15.140000343322754,15.140000343322754,14.470000267028809,10.39278507232666,1934300,0.0,
2001-09-18 00:00:00+00:00,14.600000381469728,15.0,14.350000381469728,10.35719108581543,902800,0.0,
2001-09-19 00:00:00+00:00,14.600000381469728,14.6899995803833,13.720000267028809,9.93009090423584,2415400,0.0,
2001-09-20 00:00:00+00:00,13.899999618530272,13.899999618530272,12.84000015258789,9.218257904052734,3498900,0.0,
2001-09-21 00:00:00+00:00,12.850000381469728,13.0,12.15999984741211,9.075891494750977,2051800,0.0,
2001-09-24 00:00:00+00:00,13.0,13.279999732971191,12.949999809265137,9.396215438842772,1964200,0.0,
2001-09-25 00:00:00+00:00,13.199999809265137,13.199999809265137,12.699999809265137,9.11148166656494,1827300,0.0,
2001-09-26 00:00:00+00:00,12.800000190734863,12.960000038146973,12.199999809265137,8.684381484985352,3327200,0.0,
2001-09-27 00:00:00+00:00,12.260000228881836,12.260000228881836,11.609999656677246,8.435240745544434,2347500,0.0,
