date,AVA_Open,AVA_High,AVA_Low,AVA_Close,AVA_Volume,AVA_Dividends,AVA_Stock Splits
1973-02-21 00:00:00+00:00,0.0,10.5,10.4375,1.677880048751831,10200,0.0,
1973-02-22 00:00:00+00:00,0.0,10.5,10.375,1.677880048751831,5600,0.0,
1973-02-23 00:00:00+00:00,0.0,10.5625,10.4375,1.6879264116287231,1800,0.0,
1973-02-26 00:00:00+00:00,0.0,10.5625,10.4375,1.6879264116287231,7200,0.0,
1973-02-27 00:00:00+00:00,0.0,10.5,10.5,1.6879264116287231,2400,0.0,
1973-02-28 00:00:00+00:00,0.0,10.5,10.4375,1.6879264116287231,2000,0.0,
1973-03-01 00:00:00+00:00,0.0,10.5,10.375,1.6678314208984375,5600,0.0,
1973-03-02 00:00:00+00:00,0.0,10.5,10.375,1.677880048751831,3200,0.0,
1973-03-05 00:00:00+00:00,0.0,10.5,10.375,1.6678314208984375,4000,0.0,
1973-03-06 00:00:00+00:00,0.0,10.5,10.4375,1.677880048751831,5200,0.0,
1973-03-07 00:00:00+00:00,0.0,10.5,10.4375,1.6879264116287231,3800,0.0,
1973-03-08 00:00:00+00:00,0.0,10.5,10.375,1.677880048751831,9200,0.0,
1973-03-09 00:00:00+00:00,0.0,10.5,10.375,1.6678314208984375,5400,0.0,
1973-03-12 00:00:00+00:00,0.0,10.5,10.375,1.677880048751831,3200,0.0,
1973-03-13 00:00:00+00:00,0.0,10.5,10.375,1.6678314208984375,5400,0.0,
1973-03-14 00:00:00+00:00,0.0,10.5,10.3125,1.6678314208984375,5600,0.0,
1973-03-15 00:00:00+00:00,0.0,10.5,10.375,1.6678314208984375,4400,0.0,
1973-03-16 00:00:00+00:00,0.0,10.4375,10.25,1.6678314208984375,48000,0.0,
1973-03-19 00:00:00+00:00,0.0,10.4375,10.3125,1.657785177230835,5400,0.0,
1973-03-20 00:00:00+00:00,0.0,10.4375,10.25,1.657785177230835,6000,0.0,
1973-03-21 00:00:00+00:00,0.0,10.3125,10.25,1.657785177230835,6800,0.0,
1973-03-22 00:00:00+00:00,0.0,10.4375,10.25,1.677880048751831,4800,0.0,
1973-03-23 00:00:00+00:00,0.0,10.375,10.25,1.657785177230835,2400,0.0,
1973-03-26 00:00:00+00:00,0.0,10.375,10.25,1.647738337516785,4400,0.0,
1973-03-27 00:00:00+00:00,0.0,10.375,10.25,1.6678314208984375,3000,0.0,
1973-03-28 00:00:00+00:00,0.0,10.375,10.3125,1.6678314208984375,2600,0.0,
1973-03-29 00:00:00+00:00,0.0,10.375,10.3125,1.6678314208984375,2000,0.0,
1973-03-30 00:00:00+00:00,0.0,10.375,10.25,1.6678314208984375,2400,0.0,
1973-04-02 00:00:00+00:00,0.0,10.375,10.25,1.6678314208984375,6400,0.0,
1973-04-03 00:00:00+00:00,0.0,10.4375,10.3125,1.677880048751831,4400,0.0,
1973-04-04 00:00:00+00:00,0.0,10.5,10.375,1.6879264116287231,3400,0.0,
1973-04-05 00:00:00+00:00,0.0,10.5,10.4375,1.6879264116287231,3000,0.0,
1973-04-06 00:00:00+00:00,0.0,10.5625,10.375,1.6879264116287231,5600,0.0,
1973-04-09 00:00:00+00:00,0.0,10.5,10.375,1.6879264116287231,3800,0.0,
1973-04-10 00:00:00+00:00,0.0,10.625,10.5,1.7080214023590088,5200,0.0,
1973-04-11 00:00:00+00:00,0.0,10.75,10.5625,1.6979734897613523,2800,0.0,
1973-04-12 00:00:00+00:00,0.0,10.6875,10.5,1.6979734897613523,1800,0.0,
1973-04-13 00:00:00+00:00,0.0,10.625,10.5,1.6879264116287231,3200,0.0,
1973-04-16 00:00:00+00:00,0.0,10.5,10.4375,1.6879264116287231,1600,0.0,
1973-04-17 00:00:00+00:00,0.0,10.5,10.375,1.6879264116287231,2200,0.0,
1973-04-18 00:00:00+00:00,0.0,10.5625,10.4375,1.6879264116287231,5400,0.0,
1973-04-19 00:00:00+00:00,0.0,10.625,10.5,1.6979734897613523,2800,0.0,
1973-04-23 00:00:00+00:00,0.0,10.75,10.5625,1.7080214023590088,3600,0.0,
1973-04-24 00:00:00+00:00,0.0,10.75,10.625,1.7080214023590088,3600,0.0,
1973-04-25 00:00:00+00:00,0.0,10.6875,10.625,1.7080214023590088,6000,0.0,
1973-04-26 00:00:00+00:00,0.0,10.8125,10.6875,1.718067646026611,4400,0.0,
1973-04-27 00:00:00+00:00,0.0,10.8125,10.5,1.718067646026611,13400,0.0,
1973-04-30 00:00:00+00:00,0.0,10.8125,10.625,1.718067646026611,9400,0.0,
1973-05-01 00:00:00+00:00,0.0,10.8125,10.625,1.718067646026611,6200,0.0,
1973-05-02 00:00:00+00:00,0.0,10.6875,10.6875,1.718067646026611,1400,0.0,
1973-05-03 00:00:00+00:00,0.0,10.6875,10.5,1.7080214023590088,7800,0.0,
1973-05-04 00:00:00+00:00,0.0,10.625,10.5,1.7080214023590088,5600,0.0,
1973-05-07 00:00:00+00:00,0.0,10.625,10.5,1.7080214023590088,7200,0.0,
1973-05-08 00:00:00+00:00,0.0,10.625,10.5,1.6879264116287231,3600,0.0,
1973-05-09 00:00:00+00:00,0.0,10.625,10.5625,1.6979734897613523,3800,0.0,
1973-05-10 00:00:00+00:00,0.0,10.625,10.625,1.7080214023590088,3400,0.0,
