date,IROQ_Open,IROQ_High,IROQ_Low,IROQ_Close,IROQ_Volume,IROQ_Dividends,IROQ_Stock Splits
2011-07-08 00:00:00+00:00,11.649999618530272,11.699999809265137,11.43000030517578,10.081260681152344,584700,0.0,
2011-07-11 00:00:00+00:00,11.649999618530272,11.739999771118164,11.609999656677246,10.063982963562012,129300,0.0,
2011-07-12 00:00:00+00:00,11.649999618530272,11.699999809265137,11.619999885559082,10.107177734375,41600,0.0,
2011-07-13 00:00:00+00:00,11.630000114440918,11.649999618530272,11.550000190734863,10.012150764465332,25900,0.0,
2011-07-14 00:00:00+00:00,11.600000381469728,11.600000381469728,11.520000457763672,9.986236572265623,28000,0.0,
2011-07-15 00:00:00+00:00,11.520000457763672,11.75,11.449999809265137,10.063982963562012,179500,0.0,
2011-07-18 00:00:00+00:00,11.75,11.789999961853027,11.649999618530272,10.063982963562012,99700,0.0,
2011-07-19 00:00:00+00:00,11.649999618530272,11.739999771118164,11.600000381469728,10.141731262207031,61300,0.0,
2011-07-20 00:00:00+00:00,11.75,11.75,11.649999618530272,10.07262134552002,30400,0.0,
2011-07-21 00:00:00+00:00,11.649999618530272,11.670000076293944,11.56999969482422,10.038066864013672,50900,0.0,
2011-07-22 00:00:00+00:00,11.600000381469728,11.600000381469728,11.5600004196167,10.020792961120604,27900,0.0,
2011-07-25 00:00:00+00:00,11.5600004196167,11.5600004196167,11.529999732971191,9.986236572265623,39500,0.0,
2011-07-26 00:00:00+00:00,11.56999969482422,11.56999969482422,11.5,9.960320472717283,31300,0.0,
2011-07-27 00:00:00+00:00,11.56999969482422,11.56999969482422,11.449999809265137,9.92576503753662,36200,0.0,
2011-07-28 00:00:00+00:00,11.40999984741211,11.470000267028809,11.40999984741211,9.891210556030272,50300,0.0,
2011-07-29 00:00:00+00:00,11.40999984741211,11.449999809265137,11.40999984741211,9.856656074523926,48700,0.0,
2011-08-01 00:00:00+00:00,11.420000076293944,11.449999809265137,11.420000076293944,9.882572174072266,39200,0.0,
2011-08-02 00:00:00+00:00,11.40999984741211,11.489999771118164,11.380000114440918,9.830740928649902,69500,0.0,
2011-08-03 00:00:00+00:00,11.460000038146973,11.460000038146973,11.329999923706056,9.81346321105957,17400,0.0,
2011-08-04 00:00:00+00:00,11.40999984741211,11.40999984741211,11.050000190734863,9.580220222473145,73400,0.0,
2011-08-05 00:00:00+00:00,11.0,11.100000381469728,10.90999984741211,9.502474784851074,29900,0.0,
2011-08-08 00:00:00+00:00,10.850000381469728,10.979999542236328,10.75,9.372895240783691,28000,0.0,
2011-08-09 00:00:00+00:00,10.93000030517578,10.949999809265137,10.800000190734863,9.372895240783691,45100,0.0,
2011-08-10 00:00:00+00:00,10.800000190734863,10.970000267028809,10.800000190734863,9.467920303344728,70900,0.0,
2011-08-11 00:00:00+00:00,10.859999656677246,10.93000030517578,10.859999656677246,9.442007064819336,39000,0.0,
2011-08-12 00:00:00+00:00,11.0,11.100000381469728,10.880000114440918,9.416088104248049,38800,0.0,
2011-08-15 00:00:00+00:00,10.899999618530272,11.140000343322754,10.899999618530272,9.588860511779783,38700,0.0,
2011-08-16 00:00:00+00:00,11.050000190734863,11.050000190734863,10.789999961853027,9.32106113433838,21200,0.0,
2011-08-17 00:00:00+00:00,10.880000114440918,11.020000457763672,10.880000114440918,9.519750595092772,27500,0.0,
2011-08-18 00:00:00+00:00,10.899999618530272,10.90999984741211,10.850000381469728,9.416088104248049,30500,0.0,
2011-08-19 00:00:00+00:00,10.800000190734863,10.989999771118164,10.699999809265137,9.28650951385498,46900,0.0,
2011-08-22 00:00:00+00:00,10.850000381469728,10.989999771118164,10.75,9.329703330993652,18900,0.0,
2011-08-23 00:00:00+00:00,10.93000030517578,10.9399995803833,10.869999885559082,9.416088104248049,4000,0.0,
2011-08-24 00:00:00+00:00,10.800000190734863,10.899999618530272,10.800000190734863,9.416088104248049,13700,0.0,
2011-08-25 00:00:00+00:00,10.899999618530272,10.899999618530272,10.899999618530272,9.416088104248049,0,0.0,
2011-08-26 00:00:00+00:00,10.90999984741211,10.90999984741211,10.859999656677246,9.381531715393066,15000,0.0,
