date,FISI_Open,FISI_High,FISI_Low,FISI_Close,FISI_Volume,FISI_Dividends,FISI_Stock Splits
1999-06-25 00:00:00+00:00,14.25,15.625,14.0,6.605362415313721,384600,0.0,
1999-06-28 00:00:00+00:00,14.9375,15.1875,14.875,6.550319671630859,48100,0.0,
1999-06-29 00:00:00+00:00,15.0,15.125,14.625,6.660409450531006,56500,0.0,
1999-06-30 00:00:00+00:00,14.9375,15.0625,14.875,6.605362415313721,69100,0.0,
1999-07-01 00:00:00+00:00,14.9375,15.0625,14.125,6.330140590667725,116100,0.0,
1999-07-02 00:00:00+00:00,14.75,14.75,14.375,6.385183334350586,12900,0.0,
1999-07-06 00:00:00+00:00,14.53125,14.625,14.25,6.385183334350586,90200,0.0,
1999-07-07 00:00:00+00:00,14.375,15.5,14.375,6.577840328216553,55800,0.0,
1999-07-08 00:00:00+00:00,14.875,14.875,14.25,6.330140590667725,26900,0.0,
1999-07-09 00:00:00+00:00,14.375,14.625,14.375,6.41270637512207,20800,0.0,
1999-07-12 00:00:00+00:00,14.625,14.75,14.4375,6.44022798538208,13800,0.0,
1999-07-13 00:00:00+00:00,14.625,14.625,14.4375,6.44022798538208,10200,0.0,
1999-07-14 00:00:00+00:00,14.4375,14.6875,14.4375,6.385183334350586,24300,0.0,
1999-07-15 00:00:00+00:00,14.5,14.5625,14.125,6.357660293579102,8600,0.0,
1999-07-16 00:00:00+00:00,14.1875,14.8125,14.125,6.495274066925049,39300,0.0,
1999-07-19 00:00:00+00:00,15.0625,15.125,14.5625,6.44022798538208,26600,0.0,
1999-07-20 00:00:00+00:00,14.71875,14.9375,14.5,6.385183334350586,11600,0.0,
1999-07-21 00:00:00+00:00,14.5,14.625,14.375,6.330140590667725,5300,0.0,
1999-07-22 00:00:00+00:00,14.375,14.8125,14.25,6.385183334350586,17100,0.0,
1999-07-23 00:00:00+00:00,14.375,14.5,14.375,6.357660293579102,3500,0.0,
1999-07-26 00:00:00+00:00,14.375,14.5,14.125,6.330140590667725,8900,0.0,
1999-07-27 00:00:00+00:00,14.25,14.25,14.125,6.220050811767578,12300,0.0,
1999-07-28 00:00:00+00:00,14.125,14.25,14.125,6.220050811767578,8700,0.0,
1999-07-29 00:00:00+00:00,14.125,14.25,14.125,6.247573375701904,5700,0.0,
1999-07-30 00:00:00+00:00,14.25,14.25,13.9375,6.165002822875977,23500,0.0,
1999-08-02 00:00:00+00:00,14.0,14.0625,14.0,6.165002822875977,6300,0.0,
1999-08-03 00:00:00+00:00,14.1875,14.1875,13.9375,6.192527294158936,8100,0.0,
1999-08-04 00:00:00+00:00,13.9375,14.0625,13.9375,6.165002822875977,11500,0.0,
1999-08-05 00:00:00+00:00,14.0625,14.1875,13.9375,6.137484550476074,7200,0.0,
1999-08-06 00:00:00+00:00,13.9375,13.9375,13.9375,6.137484550476074,200,0.0,
1999-08-09 00:00:00+00:00,13.9375,13.9375,13.9375,6.137484550476074,0,0.0,
1999-08-10 00:00:00+00:00,13.9375,14.0,13.9375,6.137484550476074,40100,0.0,
1999-08-11 00:00:00+00:00,13.9375,13.9375,13.8125,6.137484550476074,5900,0.0,
1999-08-12 00:00:00+00:00,13.8125,13.9375,13.8125,6.137484550476074,13800,0.0,
1999-08-13 00:00:00+00:00,13.875,13.9375,13.8125,6.109960079193115,14000,0.0,
1999-08-16 00:00:00+00:00,13.9375,13.9375,13.9375,6.137484550476074,100,0.0,
1999-08-17 00:00:00+00:00,13.9375,13.9375,13.875,6.109960079193115,1000,0.0,
1999-08-18 00:00:00+00:00,13.875,13.875,13.6875,6.08243465423584,13500,0.0,
1999-08-19 00:00:00+00:00,13.6875,13.6875,13.5,5.944825649261475,5100,0.0,
1999-08-20 00:00:00+00:00,13.5,13.5,13.5,5.944825649261475,1000,0.0,
1999-08-23 00:00:00+00:00,13.625,13.625,13.5,5.944825649261475,800,0.0,
1999-08-24 00:00:00+00:00,13.625,13.625,12.8125,5.944825649261475,9600,0.0,
1999-08-25 00:00:00+00:00,12.75,12.75,12.3125,5.421902656555176,5000,0.0,
1999-08-26 00:00:00+00:00,12.5,12.625,12.375,5.449424743652344,12500,0.0,
1999-08-27 00:00:00+00:00,12.75,12.75,12.75,5.614559650421143,600,0.0,
1999-08-30 00:00:00+00:00,12.375,12.5,12.375,5.449424743652344,6200,0.0,
1999-08-31 00:00:00+00:00,12.75,12.75,12.75,5.614559650421143,3500,0.0,
1999-09-01 00:00:00+00:00,13.0,13.25,13.0,5.834739685058594,700,0.0,
1999-09-02 00:00:00+00:00,13.125,13.125,13.125,5.779692649841309,2000,0.0,
1999-09-03 00:00:00+00:00,13.5,13.625,13.375,5.999872207641602,800,0.0,
1999-09-07 00:00:00+00:00,13.5,13.5,13.375,5.889781475067139,15400,0.0,
1999-09-08 00:00:00+00:00,13.25,13.3125,13.0,5.752170085906982,3100,0.0,
1999-09-09 00:00:00+00:00,12.75,12.75,12.625,5.559515953063965,600,0.0,
1999-09-10 00:00:00+00:00,12.6875,13.0,12.6875,5.724650859832764,4600,0.0,
1999-09-13 00:00:00+00:00,12.875,12.875,12.875,5.669603824615479,500,0.0,
1999-09-14 00:00:00+00:00,12.8125,12.8125,12.8125,5.642079830169678,1000,0.0,
1999-09-15 00:00:00+00:00,12.9375,12.9375,12.9375,5.732919692993164,2000,0.08,
1999-09-16 00:00:00+00:00,12.9375,12.9375,12.9375,5.732919692993164,100,0.0,
1999-09-17 00:00:00+00:00,13.0,13.0,13.0,5.760616302490234,200,0.0,
1999-09-20 00:00:00+00:00,13.0,13.0,13.0,5.760616302490234,200,0.0,
1999-09-21 00:00:00+00:00,12.8125,12.8125,12.8125,5.677530765533447,1000,0.0,
1999-09-22 00:00:00+00:00,12.8125,12.8125,12.8125,5.677530765533447,800,0.0,
1999-09-23 00:00:00+00:00,12.9375,13.0,12.25,5.483663082122803,5300,0.0,
1999-09-24 00:00:00+00:00,12.875,12.875,12.875,5.705226898193359,200,0.0,
