date,BCO_Open,BCO_High,BCO_Low,BCO_Close,BCO_Volume,BCO_Dividends,BCO_Stock Splits
1996-01-03 00:00:00+00:00,23.0,24.0,23.0,10.253071784973145,15900,0.0,
1996-01-04 00:00:00+00:00,23.625,23.625,21.5,9.233131408691406,9300,0.0,
1996-01-05 00:00:00+00:00,21.625,22.75,21.625,9.769941329956056,59800,0.0,
1996-01-08 00:00:00+00:00,23.0,23.25,22.875,9.984671592712402,41400,0.0,
1996-01-09 00:00:00+00:00,23.25,24.0,23.25,10.09202766418457,90400,0.0,
1996-01-10 00:00:00+00:00,23.375,23.5,23.25,10.038347244262695,85500,0.0,
1996-01-11 00:00:00+00:00,23.125,23.125,22.5,9.769941329956056,21800,0.0,
1996-01-12 00:00:00+00:00,23.0,23.0,21.5,9.233131408691406,12000,0.0,
1996-01-15 00:00:00+00:00,21.5,21.75,21.5,9.233131408691406,101000,0.0,
1996-01-16 00:00:00+00:00,21.75,21.75,20.875,8.96472454071045,165200,0.0,
1996-01-17 00:00:00+00:00,21.0,21.5,21.0,9.233131408691406,361400,0.0,
1996-01-18 00:00:00+00:00,21.5,23.0,21.5,9.769941329956056,258000,0.0,
1996-01-19 00:00:00+00:00,22.5,23.625,22.5,10.09202766418457,538400,0.0,
1996-01-22 00:00:00+00:00,23.5,23.625,23.0,9.984671592712402,630400,0.0,
1996-01-23 00:00:00+00:00,23.25,23.625,23.0,10.038347244262695,224800,0.0,
1996-01-24 00:00:00+00:00,23.625,24.375,23.625,10.414113998413086,279100,0.0,
1996-01-25 00:00:00+00:00,24.125,24.75,24.0,10.414113998413086,215700,0.0,
1996-01-26 00:00:00+00:00,24.0,24.0,23.0,10.199393272399902,215000,0.0,
1996-01-29 00:00:00+00:00,23.75,23.75,23.25,10.199393272399902,353100,0.0,
1996-01-30 00:00:00+00:00,23.875,25.5,23.875,10.628839492797852,312200,0.0,
1996-01-31 00:00:00+00:00,24.75,25.0,24.625,10.736200332641602,318800,0.0,
1996-02-01 00:00:00+00:00,24.875,25.25,24.625,10.57515811920166,148000,0.0,
1996-02-02 00:00:00+00:00,24.75,24.875,24.375,10.521478652954102,92100,0.0,
1996-02-05 00:00:00+00:00,24.5,24.5,24.125,10.521478652954102,48900,0.0,
1996-02-06 00:00:00+00:00,24.5,25.5,24.375,10.897247314453123,202100,0.0,
1996-02-07 00:00:00+00:00,24.5,24.5,23.125,10.199393272399902,266500,0.0,
1996-02-08 00:00:00+00:00,24.0,24.375,24.0,10.46779727935791,107600,0.0,
1996-02-09 00:00:00+00:00,24.375,24.625,24.125,10.46779727935791,74100,0.0,
1996-02-12 00:00:00+00:00,24.5,24.625,23.875,10.360429763793944,27200,0.0,
1996-02-13 00:00:00+00:00,24.25,24.5,23.875,10.521478652954102,97800,0.0,
1996-02-14 00:00:00+00:00,24.375,24.75,24.0,10.414113998413086,103500,0.0,
1996-02-15 00:00:00+00:00,24.5,24.75,24.375,10.57515811920166,92300,0.0,
1996-02-16 00:00:00+00:00,24.25,24.75,24.25,10.521478652954102,46000,0.0,
1996-02-20 00:00:00+00:00,24.125,24.25,24.0,10.306748390197754,103800,0.0,
1996-02-21 00:00:00+00:00,24.25,24.5,24.25,10.521478652954102,162000,0.0,
1996-02-22 00:00:00+00:00,24.5,24.625,24.25,10.46779727935791,159900,0.0,
1996-02-23 00:00:00+00:00,24.375,24.5,24.125,10.521478652954102,74500,0.0,
1996-02-26 00:00:00+00:00,24.375,24.375,23.0,9.984671592712402,193800,0.0,
1996-02-27 00:00:00+00:00,23.25,23.375,22.875,9.82362937927246,145100,0.0,
1996-02-28 00:00:00+00:00,22.375,23.25,22.375,9.87730598449707,360700,0.0,
1996-02-29 00:00:00+00:00,22.625,23.5,22.625,10.038347244262695,163700,0.0,
1996-03-01 00:00:00+00:00,23.25,24.25,23.125,10.414113998413086,251600,0.0,
1996-03-04 00:00:00+00:00,24.25,25.0,24.125,10.628839492797852,262900,0.0,
1996-03-05 00:00:00+00:00,24.625,25.5,24.625,10.897247314453123,307300,0.0,
1996-03-06 00:00:00+00:00,25.625,25.875,25.625,11.058284759521484,150200,0.0,
1996-03-07 00:00:00+00:00,25.75,26.0,25.75,11.058284759521484,80800,0.0,
1996-03-08 00:00:00+00:00,25.5,26.125,25.0,10.95092487335205,219700,0.0,
1996-03-11 00:00:00+00:00,25.25,27.0,25.125,11.54141616821289,126100,0.0,
1996-03-12 00:00:00+00:00,27.0,27.0,26.125,11.380374908447266,147000,0.0,
1996-03-13 00:00:00+00:00,26.25,27.75,26.25,11.756139755249023,63300,0.0,
1996-03-14 00:00:00+00:00,27.25,27.625,27.125,11.756139755249023,82600,0.0,
1996-03-15 00:00:00+00:00,27.25,27.5,27.125,11.756139755249023,48300,0.0,
1996-03-18 00:00:00+00:00,27.375,27.5,27.125,11.756139755249023,63100,0.0,
1996-03-19 00:00:00+00:00,27.5,27.625,27.375,11.809822082519531,74200,0.0,
1996-03-20 00:00:00+00:00,27.75,28.125,27.5,11.809822082519531,66200,0.0,
1996-03-21 00:00:00+00:00,27.625,27.625,26.875,11.809822082519531,51500,0.0,
1996-03-22 00:00:00+00:00,27.5,27.75,27.25,11.702462196350098,67600,0.0,
1996-03-25 00:00:00+00:00,27.375,27.5,27.0,11.595100402832031,140600,0.0,
1996-03-26 00:00:00+00:00,27.125,27.125,25.875,11.111974716186523,112700,0.0,
1996-03-27 00:00:00+00:00,25.875,26.375,25.875,11.27301025390625,138900,0.0,
1996-03-28 00:00:00+00:00,26.25,26.25,26.0,11.165647506713867,166800,0.0,
1996-03-29 00:00:00+00:00,26.25,26.75,26.0,11.487735748291016,149400,0.0,
1996-04-01 00:00:00+00:00,26.5,27.75,26.5,11.86350154876709,62600,0.0,
1996-04-02 00:00:00+00:00,27.5,27.75,27.375,11.809822082519531,58300,0.0,
1996-04-03 00:00:00+00:00,27.25,27.25,26.875,11.54141616821289,87200,0.0,
