date,BDL_Open,BDL_High,BDL_Low,BDL_Close,BDL_Volume,BDL_Dividends,BDL_Stock Splits
1973-05-17 00:00:00+00:00,0.0,7.8125,7.75,5.012789726257324,1200,0.0,
1973-05-18 00:00:00+00:00,0.0,7.875,7.75,5.053215026855469,2600,0.0,
1973-05-21 00:00:00+00:00,0.0,7.625,7.25,4.6893839836120605,5200,0.0,
1973-05-22 00:00:00+00:00,0.0,7.5,7.1875,4.6489577293396,5400,0.0,
1973-05-23 00:00:00+00:00,0.0,7.3125,7.1875,4.6489577293396,2400,0.0,
1973-05-24 00:00:00+00:00,0.0,7.3125,6.875,4.446829319000244,3000,0.0,
1973-05-25 00:00:00+00:00,0.0,5.5,5.25,3.5574634075164795,19400,0.0,
1973-05-29 00:00:00+00:00,0.0,6.0,5.75,3.840443134307861,12200,0.0,
1973-05-30 00:00:00+00:00,0.0,6.0625,5.5625,3.597888469696045,8600,0.0,
1973-05-31 00:00:00+00:00,0.0,5.875,5.5625,3.800018787384033,5000,0.0,
1973-06-01 00:00:00+00:00,0.0,5.875,5.875,3.800018787384033,800,0.0,
1973-06-04 00:00:00+00:00,0.0,5.875,5.625,3.800018787384033,2200,0.0,
1973-06-05 00:00:00+00:00,0.0,5.75,5.75,3.7191667556762695,800,0.0,
1973-06-06 00:00:00+00:00,0.0,5.75,5.5,3.5574634075164795,1800,0.0,
1973-06-07 00:00:00+00:00,0.0,5.625,5.5,3.638315200805664,4200,0.0,
1973-06-08 00:00:00+00:00,0.0,5.75,5.6875,3.7191667556762695,600,0.0,
1973-06-11 00:00:00+00:00,0.0,5.8125,5.6875,3.7191667556762695,2400,0.0,
1973-06-12 00:00:00+00:00,0.0,5.875,5.625,3.800018787384033,1600,0.0,
1973-06-13 00:00:00+00:00,0.0,5.8125,5.8125,3.759592056274414,1000,0.0,
1973-06-14 00:00:00+00:00,0.0,5.875,5.8125,3.759592056274414,1200,0.0,
1973-06-15 00:00:00+00:00,0.0,5.8125,5.75,3.759592056274414,1600,0.0,
1973-06-18 00:00:00+00:00,0.0,5.75,5.625,3.7191667556762695,800,0.0,
1973-06-19 00:00:00+00:00,0.0,5.625,5.625,3.638315200805664,600,0.0,
1973-06-20 00:00:00+00:00,0.0,5.75,5.75,3.7191667556762695,400,0.0,
1973-06-21 00:00:00+00:00,0.0,5.6875,5.3125,3.5574634075164795,4400,0.0,
1973-06-22 00:00:00+00:00,0.0,5.75,5.3125,3.4361863136291504,4200,0.0,
1973-06-25 00:00:00+00:00,0.0,5.4375,5.125,3.3149092197418213,2000,0.0,
1973-06-26 00:00:00+00:00,0.0,5.125,5.0,3.234058141708374,1600,0.0,
1973-06-27 00:00:00+00:00,0.0,5.375,5.125,3.3149092197418213,3600,0.0,
1973-06-28 00:00:00+00:00,0.0,5.3125,5.1875,3.4361863136291504,6600,0.0,
1973-06-29 00:00:00+00:00,0.0,6.3125,5.4375,4.042572498321533,6600,0.0,
1973-07-02 00:00:00+00:00,0.0,6.75,6.3125,4.325551986694336,9000,0.0,
1973-07-03 00:00:00+00:00,0.0,7.375,6.5625,4.770236492156982,13000,0.0,
1973-07-05 00:00:00+00:00,0.0,7.5625,6.9375,4.487255573272705,4200,0.0,
1973-07-06 00:00:00+00:00,0.0,6.875,6.5,4.244700908660889,4600,0.0,
1973-07-09 00:00:00+00:00,0.0,6.5,6.25,4.204275608062744,1800,0.0,
1973-07-10 00:00:00+00:00,0.0,6.625,6.5625,4.285126686096191,5000,0.0,
1973-07-11 00:00:00+00:00,0.0,7.0,6.75,4.446829319000244,2000,0.0,
1973-07-12 00:00:00+00:00,0.0,7.125,6.875,4.52768087387085,2200,0.0,
1973-07-13 00:00:00+00:00,0.0,6.9375,6.9375,4.487255573272705,200,0.0,
1973-07-16 00:00:00+00:00,0.0,7.0,6.8125,4.446829319000244,1000,0.0,
1973-07-17 00:00:00+00:00,0.0,6.8125,6.6875,4.325551986694336,2800,0.0,
1973-07-18 00:00:00+00:00,0.0,7.0,6.75,4.52768087387085,1000,0.0,
1973-07-19 00:00:00+00:00,0.0,7.125,7.0,4.608532428741455,1000,0.0,
1973-07-20 00:00:00+00:00,0.0,7.625,7.125,4.931938171386719,4400,0.0,
1973-07-23 00:00:00+00:00,0.0,7.5625,7.5,4.851086616516113,600,0.0,
1973-07-24 00:00:00+00:00,0.0,7.375,7.375,4.770236492156982,600,0.0,
1973-07-25 00:00:00+00:00,0.0,7.375,7.125,4.770236492156982,1800,0.0,
1973-07-26 00:00:00+00:00,7.375,7.375,7.375,4.770236492156982,0,0.0,
1973-07-27 00:00:00+00:00,7.375,7.375,7.375,4.770236492156982,0,0.0,
1973-07-30 00:00:00+00:00,0.0,7.1875,7.0,4.52768087387085,1200,0.0,
1973-07-31 00:00:00+00:00,0.0,6.9375,6.8125,4.4064040184021,600,0.0,
1973-08-01 00:00:00+00:00,0.0,6.8125,6.75,4.4064040184021,1200,0.0,
1973-08-02 00:00:00+00:00,6.8125,6.8125,6.8125,4.4064040184021,0,0.0,
1973-08-03 00:00:00+00:00,6.8125,6.8125,6.8125,4.4064040184021,0,0.0,
1973-08-06 00:00:00+00:00,0.0,6.875,6.875,4.446829319000244,400,0.0,
1973-08-07 00:00:00+00:00,0.0,7.0,6.75,4.52768087387085,2400,0.0,
1973-08-08 00:00:00+00:00,0.0,7.0,6.9375,4.487255573272705,2200,0.0,
1973-08-09 00:00:00+00:00,0.0,7.0625,7.0,4.52768087387085,2600,0.0,
1973-08-10 00:00:00+00:00,0.0,7.0625,7.0,4.568106174468994,600,0.0,
1973-08-13 00:00:00+00:00,0.0,7.0,7.0,4.52768087387085,600,0.0,
1973-08-14 00:00:00+00:00,0.0,6.9375,6.875,4.487255573272705,3600,0.0,
1973-08-15 00:00:00+00:00,0.0,6.875,6.875,4.446829319000244,800,0.0,
1973-08-16 00:00:00+00:00,0.0,6.9375,6.8125,4.4064040184021,800,0.0,
1973-08-17 00:00:00+00:00,0.0,6.6875,6.5625,4.244700908660889,800,0.0,
1973-08-20 00:00:00+00:00,0.0,6.5,6.5,4.204275608062744,200,0.0,
1973-08-21 00:00:00+00:00,0.0,6.75,6.625,4.365978240966797,800,0.0,
1973-08-22 00:00:00+00:00,0.0,6.6875,6.6875,4.325551986694336,200,0.0,
1973-08-23 00:00:00+00:00,0.0,6.625,6.375,4.244700908660889,1800,0.0,
1973-08-24 00:00:00+00:00,0.0,6.375,6.3125,4.123424530029297,800,0.0,
1973-08-27 00:00:00+00:00,0.0,6.625,6.4375,4.285126686096191,1000,0.0,
1973-08-28 00:00:00+00:00,0.0,6.75,6.6875,4.365978240966797,400,0.0,
1973-08-29 00:00:00+00:00,0.0,6.75,6.6875,4.325551986694336,400,0.0,
1973-08-30 00:00:00+00:00,6.6875,6.6875,6.6875,4.325551986694336,0,0.0,
1973-08-31 00:00:00+00:00,0.0,6.6875,6.6875,4.325551986694336,400,0.0,
1973-09-04 00:00:00+00:00,0.0,6.6875,6.6875,4.325551986694336,200,0.0,
1973-09-05 00:00:00+00:00,0.0,6.625,6.5,4.285126686096191,7200,0.0,
1973-09-06 00:00:00+00:00,0.0,6.6875,6.625,4.325551986694336,1000,0.0,
1973-09-07 00:00:00+00:00,0.0,6.6875,6.5,4.285126686096191,3600,0.0,
1973-09-10 00:00:00+00:00,0.0,6.5,6.5,4.204275608062744,800,0.0,
1973-09-11 00:00:00+00:00,0.0,6.375,6.25,4.042572498321533,600,0.0,
1973-09-12 00:00:00+00:00,0.0,6.25,6.0625,4.002146244049072,2400,0.0,
1973-09-13 00:00:00+00:00,0.0,6.1875,6.0625,4.002146244049072,600,0.0,
1973-09-14 00:00:00+00:00,0.0,6.4375,6.125,4.163850784301758,3400,0.0,
1973-09-17 00:00:00+00:00,0.0,6.375,6.25,4.082998275756836,1600,0.0,
1973-09-18 00:00:00+00:00,0.0,6.3125,6.125,4.082998275756836,1800,0.0,
1973-09-19 00:00:00+00:00,0.0,6.75,6.3125,4.123424530029297,6800,0.0,
1973-09-20 00:00:00+00:00,0.0,6.5,6.3125,4.082998275756836,1800,0.0,
1973-09-21 00:00:00+00:00,0.0,6.25,6.1875,4.042572498321533,800,0.0,
1973-09-24 00:00:00+00:00,0.0,6.5,6.3125,4.163850784301758,5400,0.0,
1973-09-25 00:00:00+00:00,0.0,6.8125,6.5,4.285126686096191,3800,0.0,
1973-09-26 00:00:00+00:00,0.0,7.25,6.625,4.6893839836120605,4000,0.0,
1973-09-27 00:00:00+00:00,0.0,7.4375,7.3125,4.729809761047363,800,0.0,
1973-09-28 00:00:00+00:00,0.0,7.375,7.25,4.729809761047363,1000,0.0,
1973-10-01 00:00:00+00:00,0.0,7.4375,7.25,4.770236492156982,1800,0.0,
1973-10-02 00:00:00+00:00,0.0,7.75,7.4375,4.891512393951416,9600,0.0,
1973-10-03 00:00:00+00:00,0.0,7.8125,7.5625,4.891512393951416,2800,0.0,
1973-10-04 00:00:00+00:00,0.0,7.625,7.1875,4.6489577293396,2200,0.0,
1973-10-05 00:00:00+00:00,0.0,7.375,7.125,4.770236492156982,1600,0.0,
1973-10-08 00:00:00+00:00,0.0,7.6875,7.4375,4.9723639488220215,1800,0.0,
1973-10-09 00:00:00+00:00,0.0,7.625,7.4375,4.810661315917969,800,0.0,
1973-10-10 00:00:00+00:00,0.0,7.5,7.5,4.851086616516113,200,0.0,
1973-10-11 00:00:00+00:00,0.0,7.5,7.4375,4.851086616516113,2200,0.0,
1973-10-12 00:00:00+00:00,0.0,7.5,7.4375,4.810661315917969,1200,0.0,
1973-10-15 00:00:00+00:00,0.0,7.3125,7.0,4.52768087387085,1600,0.0,
1973-10-16 00:00:00+00:00,0.0,7.1875,6.9375,4.6489577293396,1000,0.0,
1973-10-17 00:00:00+00:00,0.0,7.3125,7.1875,4.729809761047363,400,0.0,
1973-10-18 00:00:00+00:00,0.0,7.4375,7.3125,4.729809761047363,1000,0.0,
1973-10-19 00:00:00+00:00,0.0,7.5,7.4375,4.851086616516113,5400,0.0,
1973-10-22 00:00:00+00:00,0.0,7.625,7.375,4.851086616516113,2800,0.0,
1973-10-23 00:00:00+00:00,0.0,7.4375,7.25,4.810661315917969,1200,0.0,
1973-10-24 00:00:00+00:00,0.0,7.75,7.375,4.851086616516113,3000,0.0,
1973-10-25 00:00:00+00:00,0.0,7.375,7.375,4.770236492156982,200,0.0,
1973-10-26 00:00:00+00:00,0.0,7.3125,7.3125,4.729809761047363,200,0.0,
1973-10-29 00:00:00+00:00,0.0,8.0,7.4375,5.174491882324219,9600,0.0,
1973-10-30 00:00:00+00:00,0.0,8.1875,8.0,5.295769214630127,5200,0.0,
1973-10-31 00:00:00+00:00,0.0,8.25,7.9375,5.174491882324219,3400,0.0,
1973-11-01 00:00:00+00:00,0.0,7.875,7.8125,5.053215026855469,400,0.0,
1973-11-02 00:00:00+00:00,0.0,7.6875,7.5,4.851086616516113,1600,0.0,
1973-11-05 00:00:00+00:00,0.0,7.375,6.875,4.446829319000244,2800,0.0,
1973-11-06 00:00:00+00:00,0.0,6.875,6.25,4.042572498321533,3600,0.0,
1973-11-07 00:00:00+00:00,0.0,6.375,6.0,4.123424530029297,6600,0.0,
1973-11-08 00:00:00+00:00,0.0,6.6875,6.375,4.325551986694336,4000,0.0,
1973-11-09 00:00:00+00:00,0.0,6.875,6.8125,4.446829319000244,2000,0.0,
1973-11-12 00:00:00+00:00,0.0,6.8125,6.625,4.4064040184021,2200,0.0,
1973-11-13 00:00:00+00:00,0.0,6.6875,6.5,4.204275608062744,2600,0.0,
1973-11-14 00:00:00+00:00,0.0,6.4375,5.8125,3.800018787384033,5800,0.0,
1973-11-15 00:00:00+00:00,0.0,6.125,5.8125,3.961721181869507,2000,0.0,
1973-11-16 00:00:00+00:00,0.0,6.25,6.1875,4.042572498321533,600,0.0,
1973-11-19 00:00:00+00:00,0.0,6.3125,6.125,3.961721181869507,1000,0.0,
1973-11-20 00:00:00+00:00,0.0,6.0,5.5625,3.597888469696045,2200,0.0,
1973-11-21 00:00:00+00:00,0.0,5.6875,5.4375,3.678741693496704,3200,0.0,
1973-11-23 00:00:00+00:00,0.0,5.875,5.8125,3.800018787384033,400,0.0,
1973-11-26 00:00:00+00:00,0.0,5.75,5.25,3.3957607746124268,2400,0.0,
1973-11-27 00:00:00+00:00,0.0,5.25,5.125,3.3149092197418213,2000,0.0,
1973-11-28 00:00:00+00:00,0.0,5.375,5.0625,3.476612091064453,2800,0.0,
1973-11-29 00:00:00+00:00,0.0,5.375,5.1875,3.476612091064453,1800,0.0,
1973-11-30 00:00:00+00:00,0.0,5.25,5.1875,3.3553354740142822,800,0.0,
1973-12-03 00:00:00+00:00,0.0,5.1875,5.125,3.3149092197418213,1000,0.0,
1973-12-04 00:00:00+00:00,0.0,5.3125,5.125,3.4361863136291504,1600,0.0,
1973-12-05 00:00:00+00:00,0.0,5.1875,5.125,3.3149092197418213,800,0.0,
1973-12-06 00:00:00+00:00,0.0,5.3125,5.1875,3.4361863136291504,400,0.0,
1973-12-07 00:00:00+00:00,0.0,5.5625,5.375,3.597888469696045,800,0.0,
1973-12-10 00:00:00+00:00,5.5625,5.5625,5.5625,3.597888469696045,0,0.0,
1973-12-11 00:00:00+00:00,0.0,5.8125,5.6875,3.759592056274414,800,0.0,
1973-12-12 00:00:00+00:00,0.0,5.75,5.5,3.5574634075164795,2800,0.0,
1973-12-13 00:00:00+00:00,0.0,5.5,5.5,3.5574634075164795,1000,0.0,
1973-12-14 00:00:00+00:00,0.0,5.6875,5.5625,3.638315200805664,1000,0.0,
1973-12-17 00:00:00+00:00,0.0,5.5,5.5,3.5574634075164795,1000,0.0,
1973-12-18 00:00:00+00:00,0.0,5.5,5.3125,3.5574634075164795,1200,0.0,
1973-12-19 00:00:00+00:00,0.0,5.5,5.5,3.5574634075164795,400,0.0,
1973-12-20 00:00:00+00:00,0.0,5.4375,5.4375,3.5170376300811768,200,0.0,
1973-12-21 00:00:00+00:00,0.0,5.4375,5.375,3.476612091064453,600,0.0,
1973-12-24 00:00:00+00:00,0.0,5.3125,5.3125,3.4361863136291504,200,0.0,
1973-12-26 00:00:00+00:00,0.0,5.375,5.25,3.3957607746124268,2200,0.0,
1973-12-27 00:00:00+00:00,0.0,5.3125,5.1875,3.4361863136291504,1200,0.0,
1973-12-28 00:00:00+00:00,0.0,5.375,5.1875,3.4361863136291504,2600,0.0,
1973-12-31 00:00:00+00:00,0.0,5.75,5.3125,3.7191667556762695,2400,0.0,
1974-01-02 00:00:00+00:00,0.0,5.875,5.8125,3.800018787384033,400,0.0,
1974-01-03 00:00:00+00:00,0.0,6.3125,6.0,4.082998275756836,1400,0.0,
1974-01-04 00:00:00+00:00,0.0,6.5,6.25,4.123424530029297,2800,0.0,
1974-01-07 00:00:00+00:00,0.0,6.3125,6.3125,4.082998275756836,400,0.0,
1974-01-08 00:00:00+00:00,0.0,6.1875,6.0625,3.921294927597046,800,0.0,
1974-01-09 00:00:00+00:00,0.0,6.0,6.0,3.880868911743164,200,0.0,
1974-01-10 00:00:00+00:00,0.0,6.0,5.8125,3.759592056274414,1000,0.0,
1974-01-11 00:00:00+00:00,5.8125,5.8125,5.8125,3.759592056274414,0,0.0,
1974-01-14 00:00:00+00:00,0.0,5.875,5.875,3.800018787384033,400,0.0,
1974-01-15 00:00:00+00:00,0.0,5.75,5.4375,3.5170376300811768,3000,0.0,
1974-01-16 00:00:00+00:00,5.4375,5.4375,5.4375,3.5170376300811768,0,0.0,
1974-01-17 00:00:00+00:00,0.0,5.5,5.5,3.5574634075164795,200,0.0,
1974-01-18 00:00:00+00:00,0.0,5.5625,5.25,3.3957607746124268,1800,0.0,
1974-01-21 00:00:00+00:00,0.0,5.3125,5.25,3.3957607746124268,800,0.0,
1974-01-22 00:00:00+00:00,0.0,5.375,5.25,3.4361863136291504,2800,0.0,
1974-01-23 00:00:00+00:00,0.0,5.5,5.3125,3.5574634075164795,1000,0.0,
1974-01-24 00:00:00+00:00,0.0,5.6875,5.5,3.678741693496704,1400,0.0,
1974-01-25 00:00:00+00:00,0.0,5.625,5.625,3.638315200805664,1000,0.0,
1974-01-28 00:00:00+00:00,0.0,6.1875,5.8125,4.002146244049072,4600,0.0,
1974-01-29 00:00:00+00:00,0.0,6.25,6.0625,3.921294927597046,1400,0.0,
1974-01-30 00:00:00+00:00,0.0,6.1875,6.0625,3.921294927597046,1600,0.0,
1974-01-31 00:00:00+00:00,0.0,6.1875,6.125,3.961721181869507,600,0.0,
1974-02-01 00:00:00+00:00,0.0,6.1875,6.0625,4.002146244049072,1000,0.0,
1974-02-04 00:00:00+00:00,0.0,6.0625,5.625,3.638315200805664,2800,0.0,
1974-02-05 00:00:00+00:00,0.0,5.75,5.5625,3.7191667556762695,1000,0.0,
1974-02-06 00:00:00+00:00,0.0,5.6875,5.6875,3.678741693496704,400,0.0,
1974-02-07 00:00:00+00:00,0.0,5.75,5.5,3.638315200805664,1400,0.0,
1974-02-08 00:00:00+00:00,5.625,5.625,5.625,3.638315200805664,0,0.0,
1974-02-11 00:00:00+00:00,0.0,5.6875,5.6875,3.678741693496704,400,0.0,
1974-02-12 00:00:00+00:00,5.6875,5.6875,5.6875,3.678741693496704,0,0.0,
1974-02-13 00:00:00+00:00,0.0,5.5625,5.5625,3.597888469696045,800,0.0,
1974-02-14 00:00:00+00:00,0.0,5.5625,5.375,3.476612091064453,2400,0.0,
1974-02-15 00:00:00+00:00,0.0,5.4375,5.4375,3.5170376300811768,800,0.0,
1974-02-19 00:00:00+00:00,0.0,5.5,5.5,3.5574634075164795,2200,0.0,
1974-02-20 00:00:00+00:00,5.5,5.5,5.5,3.5574634075164795,0,0.0,
1974-02-21 00:00:00+00:00,0.0,5.375,5.375,3.476612091064453,200,0.0,
1974-02-22 00:00:00+00:00,0.0,5.5,5.4375,3.5574634075164795,600,0.0,
1974-02-25 00:00:00+00:00,0.0,5.5,5.375,3.5574634075164795,1000,0.0,
1974-02-26 00:00:00+00:00,0.0,5.625,5.625,3.638315200805664,200,0.0,
1974-02-27 00:00:00+00:00,0.0,5.6875,5.5625,3.638315200805664,3800,0.0,
1974-02-28 00:00:00+00:00,0.0,5.5625,5.5,3.5574634075164795,1200,0.0,
1974-03-01 00:00:00+00:00,0.0,5.4375,5.3125,3.5170376300811768,1000,0.0,
1974-03-04 00:00:00+00:00,0.0,5.5,5.4375,3.5170376300811768,2000,0.0,
1974-03-05 00:00:00+00:00,0.0,5.5,5.4375,3.5170376300811768,1600,0.0,
1974-03-06 00:00:00+00:00,0.0,5.5625,5.3125,3.5574634075164795,2600,0.0,
1974-03-07 00:00:00+00:00,0.0,5.6875,5.5625,3.678741693496704,1000,0.0,
1974-03-08 00:00:00+00:00,0.0,5.75,5.6875,3.7191667556762695,1200,0.0,
1974-03-11 00:00:00+00:00,0.0,6.125,5.8125,3.880868911743164,4200,0.0,
1974-03-12 00:00:00+00:00,0.0,6.3125,6.125,4.042572498321533,2400,0.0,
1974-03-13 00:00:00+00:00,6.25,6.25,6.25,4.042572498321533,0,0.0,
1974-03-14 00:00:00+00:00,0.0,6.1875,6.125,3.961721181869507,800,0.0,
1974-03-15 00:00:00+00:00,0.0,6.5,6.0625,4.204275608062744,5200,0.0,
1974-03-18 00:00:00+00:00,0.0,6.875,6.75,4.365978240966797,3400,0.0,
1974-03-19 00:00:00+00:00,0.0,6.75,6.625,4.365978240966797,3000,0.0,
1974-03-20 00:00:00+00:00,0.0,7.0,6.9375,4.487255573272705,5200,0.0,
1974-03-21 00:00:00+00:00,0.0,7.0,6.75,4.365978240966797,2600,0.0,
1974-03-22 00:00:00+00:00,0.0,6.9375,6.6875,4.4064040184021,2000,0.0,
1974-03-25 00:00:00+00:00,0.0,6.8125,6.6875,4.365978240966797,1000,0.0,
1974-03-26 00:00:00+00:00,0.0,6.8125,6.8125,4.4064040184021,200,0.0,
1974-03-27 00:00:00+00:00,0.0,6.75,6.75,4.365978240966797,400,0.0,
1974-03-28 00:00:00+00:00,0.0,6.75,6.75,4.365978240966797,600,0.0,
1974-03-29 00:00:00+00:00,0.0,6.8125,6.75,4.4064040184021,1200,0.0,
1974-04-01 00:00:00+00:00,0.0,6.75,6.6875,4.365978240966797,3200,0.0,
1974-04-02 00:00:00+00:00,0.0,6.875,6.6875,4.325551986694336,1800,0.0,
1974-04-03 00:00:00+00:00,0.0,6.75,6.625,4.285126686096191,2800,0.0,
1974-04-04 00:00:00+00:00,0.0,6.6875,6.6875,4.325551986694336,200,0.0,
1974-04-05 00:00:00+00:00,0.0,6.8125,6.75,4.365978240966797,400,0.0,
1974-04-08 00:00:00+00:00,0.0,6.6875,6.5,4.244700908660889,5600,0.0,
1974-04-09 00:00:00+00:00,0.0,6.5625,6.5625,4.244700908660889,1000,0.0,
1974-04-10 00:00:00+00:00,0.0,6.5625,6.5625,4.244700908660889,200,0.0,
1974-04-11 00:00:00+00:00,0.0,6.5,6.5,4.204275608062744,800,0.0,
1974-04-15 00:00:00+00:00,0.0,6.375,6.0625,3.921294927597046,1600,0.0,
1974-04-16 00:00:00+00:00,0.0,6.1875,5.8125,4.002146244049072,2600,0.0,
1974-04-17 00:00:00+00:00,0.0,6.375,6.1875,4.002146244049072,1000,0.0,
1974-04-18 00:00:00+00:00,0.0,6.4375,6.125,4.123424530029297,2000,0.0,
1974-04-19 00:00:00+00:00,6.375,6.375,6.375,4.123424530029297,0,0.0,
1974-04-22 00:00:00+00:00,0.0,6.25,6.125,3.961721181869507,600,0.0,
1974-04-23 00:00:00+00:00,0.0,6.0625,5.8125,3.759592056274414,1000,0.0,
1974-04-24 00:00:00+00:00,0.0,5.75,5.625,3.638315200805664,800,0.0,
1974-04-25 00:00:00+00:00,0.0,5.5,5.5,3.5574634075164795,200,0.0,
1974-04-26 00:00:00+00:00,0.0,5.5,5.4375,3.5574634075164795,400,0.0,
1974-04-29 00:00:00+00:00,0.0,5.5625,5.5625,3.597888469696045,400,0.0,
1974-04-30 00:00:00+00:00,0.0,5.875,5.625,3.800018787384033,2000,0.0,
1974-05-01 00:00:00+00:00,0.0,5.75,5.5625,3.597888469696045,1200,0.0,
1974-05-02 00:00:00+00:00,0.0,5.5625,5.5625,3.597888469696045,1200,0.0,
